Date;Mes;Ano;Gen;subGen;mmGen;Exp;subExp;mmExp;gen/exp;PP;Cond;Temp min;Temp min;Temp med
05/11/2018;11;2018;34.892;-1.824;32.8675;27.294;0.984;26.136;0.782242348;4.656;Fine;21;33;27
06/11/2018;11;2018;30.843;-4.049;33.9625;24.978;-2.316;27.785;0.8098434;4.951;Cloudy;23;33;28
07/11/2018;11;2018;37.082;6.239;25.8715;30.592;5.614;19.941;0.824982471;4.789;Fine;21;32;26.5
08/11/2018;11;2018;14.661;-22.421;23.2255;9.29;-21.302;17.1805;0.633653912;4.642;Cloudy;22;24;23
09/11/2018;11;2018;31.79;17.129;32.7145;25.071;15.781;23.76;0.788644228;5.029;Cloudy;14;26;20
10/11/2018;11;2018;33.639;1.849;34.8875;22.449;-2.622;23.764;0.667350397;5.024;Fine;11;26;18.5
11/11/2018;11;2018;36.136;2.497;36.489;25.079;2.63;28.0165;0.694017047;5.025;Fine;14;28;21
12/11/2018;11;2018;36.842;0.706;34.3325;30.954;5.875;28.401;0.840182401;5.027;Fine;14;28;21
13/11/2018;11;2018;31.823;-5.019;31.878;25.848;-5.106;25.6275;0.812242718;5.033;Cloudy;13;27;20
14/11/2018;11;2018;31.933;0.11;31.5175;25.407;-0.441;25.023;0.79563461;5.029;Cloudy;14;27;20.5
15/11/2018;11;2018;31.102;-0.831;31.8775;24.639;-0.768;25.628;0.792199859;5.024;Cloudy;19;30;24.5
16/11/2018;11;2018;32.653;1.551;29.1035;26.617;1.978;19.9315;0.815147153;5.03;Cloudy;18;30;24
17/11/2018;11;2018;25.554;-7.099;22.9355;13.246;-13.371;11.5395;0.518353291;5.027;Cloudy;18;29;23.5
18/11/2018;11;2018;20.317;-5.237;25.8555;9.833;-3.413;17.4815;0.483978934;3.735;Cloudy;16;25;20.5
19/11/2018;11;2018;31.394;11.077;35.7715;25.13;15.297;29.6455;0.800471428;5.031;Cloudy;16;27;21.5
20/11/2018;11;2018;40.149;8.755;37.6975;34.161;9.031;31.634;0.850855563;5.018;Fine;14;28;21
21/11/2018;11;2018;35.246;-4.903;29.3875;29.107;-5.054;23.1605;0.825824207;4.992;Fine;17;32;24.5
22/11/2018;11;2018;23.529;-11.717;33.166;17.214;-11.893;26.933;0.731607803;5.03;Cloudy;22;31;26.5
23/11/2018;11;2018;42.803;19.274;42.9275;36.652;19.438;35.503;0.85629512;5.023;Fine;17;29;23
24/11/2018;11;2018;43.052;0.249;38.4235;34.354;-2.298;25.12;0.797965251;5.019;Fine;14;30;22
25/11/2018;11;2018;33.795;-9.257;37.5955;15.886;-18.468;25.177;0.470069537;5.027;Fine;15;33;24
26/11/2018;11;2018;41.396;7.601;32.5955;34.468;18.582;25.59;0.832640835;5.008;Fine;14;34;24
27/11/2018;11;2018;23.795;-17.601;29.811;16.712;-17.756;22.718;0.702332423;4.72;Cloudy;16;28;22
28/11/2018;11;2018;35.827;12.032;38.347;28.724;12.012;31.7195;0.801741703;5.017;Fine;22;38;30
29/11/2018;11;2018;40.867;5.04;36.942;34.715;5.991;30.679;0.849462892;5.006;Fine;19;33;26
30/11/2018;11;2018;33.017;-7.85;36.5745;26.643;-8.072;21.4525;0.806947936;5.009;Fine;18;31;24.5
01/12/2018;12;2018;40.132;7.115;35.809;16.262;-10.381;13.2225;0.405212798;4.94;Fine;20;35;27.5
02/12/2018;12;2018;31.486;-8.646;33.983;10.183;-6.079;19.7395;0.323413581;4.866;Cloudy;21;35;28
03/12/2018;12;2018;36.48;4.994;29.8735;29.296;19.113;23.316;0.803070175;5.012;Fine;22;31;26.5
04/12/2018;12;2018;23.267;-13.213;25.0965;17.336;-11.96;18.6075;0.745089612;5.027;Cloudy;19;30;24.5
05/12/2018;12;2018;26.926;3.659;26.648;19.879;2.543;19.7525;0.738282701;5.037;Cloudy;19;29;24
06/12/2018;12;2018;26.37;-0.556;25.058;19.626;-0.253;18.1885;0.744254835;5.037;Cloudy;18;28;23
07/12/2018;12;2018;23.746;-2.624;23.064;16.751;-2.875;14.454;0.705424071;3.716;Cloudy;17;26;21.5
08/12/2018;12;2018;22.382;-1.364;25.432;12.157;-4.594;14.2755;0.543159682;5.022;Cloudy;19;26;22.5
09/12/2018;12;2018;28.482;6.1;30.13;16.394;4.237;20.774;0.575591602;5.038;Cloudy;18;29;23.5
10/12/2018;12;2018;31.778;3.296;30.767;25.154;8.76;23.8125;0.791553905;5.034;Cloudy;18;31;24.5
11/12/2018;12;2018;29.756;-2.022;31.993;22.471;-2.683;24.7805;0.755175427;5.027;Cloudy;18;30;24
12/12/2018;12;2018;34.23;4.474;34.817;27.09;4.619;27.795;0.791411043;5.031;Fine;18;30;24
13/12/2018;12;2018;35.404;1.174;30.5325;28.5;1.41;23.754;0.804993786;5.028;Fine;20;31;25.5
14/12/2018;12;2018;25.661;-9.743;27.2335;19.008;-9.492;15.5685;0.740734967;5.026;Cloudy;23;32;27.5
15/12/2018;12;2018;28.806;3.145;17.175;12.129;-6.879;6.101;0.421058113;5.026;Cloudy;22;32;27
16/12/2018;12;2018;5.544;-23.262;10.5985;3.073;-12.056;3.0975;0.013167388;1.762;Showers;23;25;24
17/12/2018;12;2018;15.653;10.109;20.3155;6.122;6.049;11.909;0.391107136;3.963;Cloudy;21;28;24.5
18/12/2018;12;2018;24.978;9.325;27.0635;17.696;11.574;19.824;0.708463448;5.03;Cloudy;21;29;25
19/12/2018;12;2018;29.149;4.171;34.0185;21.952;4.256;25.5825;0.753096161;5.029;Cloudy;24;31;27.5
20/12/2018;12;2018;38.888;9.739;37.8035;29.213;7.261;29.119;0.751208599;5.009;Fine;22;33;27.5
21/12/2018;12;2018;36.719;-2.169;32.418;29.025;-0.188;17.4225;0.790462703;5.001;Fine;23;35;29
22/12/2018;12;2018;28.117;-8.602;30.2015;5.82;-23.205;8.887;0.206992211;5.02;Cloudy;23;34;28.5
23/12/2018;12;2018;32.286;4.169;31.128;11.954;6.134;14.9075;0.370253361;5.031;Cloudy;19;27;23
24/12/2018;12;2018;29.97;-2.316;32.8435;17.861;5.907;21.9315;0.595962629;5.025;Cloudy;17;28;22.5
25/12/2018;12;2018;35.717;5.747;36.611;26.002;8.141;21.866;0.728000672;5.025;Fine;13;28;20.5
26/12/2018;12;2018;37.505;1.788;36.23;17.73;-8.272;17.1335;0.472736968;5.028;Fine;15;29;22
27/12/2018;12;2018;34.955;-2.55;35.3555;16.537;-1.193;15.9245;0.473093978;5.031;Fine;16;30;23
28/12/2018;12;2018;35.756;0.801;37.166;15.312;-1.225;17.359;0.428235821;5.027;Fine;17;30;23.5
29/12/2018;12;2018;38.576;2.82;38.448;19.406;4.094;17.879;0.503058897;5.033;Fine;17;31;24
30/12/2018;12;2018;38.32;-0.256;38.7985;16.352;-3.054;19.7875;0.426722338;5.025;Fine;20;31;25.5
31/12/2018;12;2018;39.277;0.957;39.5;23.223;6.871;19.7765;0.591262062;5.019;Fine;19;31;25
01/01/2019;1;2019;39.723;0.446;37.4725;16.33;-6.893;22.499;0.411096846;5.013;Fine;20;31;25.5
02/01/2019;1;2019;35.222;-4.501;33.559;28.668;12.338;26.535;0.813923116;5.027;Fine;19;31;25
03/01/2019;1;2019;31.896;-3.326;32.0055;24.402;-4.266;24.8575;0.765048909;5.028;Cloudy;20;29;24.5
04/01/2019;1;2019;32.115;0.219;32.715;25.313;0.911;19.625;0.788198661;5.026;Cloudy;22;31;26.5
05/01/2019;1;2019;33.315;1.2;33.817;13.937;-11.376;12.572;0.418340087;5.017;Fine;20;31;25.5
06/01/2019;1;2019;34.319;1.004;27.7415;11.207;-2.73;15.3825;0.326553804;5.02;Fine;23;31;27
07/01/2019;1;2019;21.164;-13.155;21.641;19.558;8.351;18.1445;0.924116424;5.02;Cloudy;23;31;27
08/01/2019;1;2019;22.118;0.954;20.328;16.731;-2.827;15.977;0.756442716;4.794;Cloudy;23;30;26.5
09/01/2019;1;2019;18.538;-3.58;19.8175;15.223;-1.508;16.708;0.821178121;5.038;Cloudy;21;29;25
10/01/2019;1;2019;21.097;2.559;26.474;18.193;2.97;23.6505;0.862350097;5.017;Cloudy;23;31;27
11/01/2019;1;2019;31.851;10.754;35.6395;29.108;10.915;21.8995;0.913880255;5.03;Cloudy;20;31;25.5
12/01/2019;1;2019;39.428;7.577;36.5115;14.691;-14.417;12.1325;0.372603226;5.02;Fine;18;31;24.5
13/01/2019;1;2019;33.595;-5.833;36.605;9.574;-5.117;13.049;0.284982884;5.025;Fine;18;32;25
14/01/2019;1;2019;39.615;6.02;37.1065;16.524;6.95;22.143;0.417114729;5.021;Fine;20;31;25.5
15/01/2019;1;2019;34.598;-5.017;37.556;27.762;11.238;23.0775;0.802416325;5.017;Fine;20;32;26
16/01/2019;1;2019;40.514;5.916;37.907;18.393;-9.369;23.4155;0.453991213;4.927;Fine;23;34;28.5
17/01/2019;1;2019;35.3;-5.214;36.298;28.438;10.045;29.18;0.805609065;5.024;Fine;23;32;27.5
18/01/2019;1;2019;37.296;1.996;36.6025;29.922;1.484;23.112;0.802284427;5.024;Fine;20;32;26
19/01/2019;1;2019;35.909;-1.387;35.391;16.302;-13.62;12.9695;0.453980896;5.014;Fine;19;33;26
20/01/2019;1;2019;34.873;-1.036;33.923;9.637;-6.665;18.0845;0.276345597;5.031;Fine;20;34;27
21/01/2019;1;2019;32.973;-1.9;29.5785;26.532;16.895;17.252;0.804658357;5.018;Cloudy;22;33;27.5
22/01/2019;1;2019;26.184;-6.789;30.492;7.972;-18.56;16.2165;0.304460739;5.026;Cloudy;20;32;26
23/01/2019;1;2019;34.8;8.616;33.695;24.461;16.489;25.4515;0.702902299;5.03;Fine;22;34;28
24/01/2019;1;2019;32.59;-2.21;30.892;26.442;1.981;24.3795;0.811353176;5.015;Cloudy;23;33;28
25/01/2019;1;2019;29.194;-3.396;32.098;22.317;-4.125;18.2345;0.764437898;5.024;Cloudy;24;34;29
26/01/2019;1;2019;35.002;5.808;37.8545;14.152;-8.165;16.432;0.404319753;5.02;Fine;23;33;28
27/01/2019;1;2019;40.707;5.705;39.007;18.712;4.56;18.156;0.45967524;5;Fine;21;33;27
28/01/2019;1;2019;37.307;-3.4;35.514;17.6;-1.112;15.8765;0.471761332;5.02;Fine;21;33;27
29/01/2019;1;2019;33.721;-3.586;34.2615;14.153;-3.447;13.9275;0.419708787;5.034;Fine;23;33;28
30/01/2019;1;2019;34.802;1.081;34.2745;13.702;-0.451;19.162;0.393713005;5.031;Fine;22;33;27.5
31/01/2019;1;2019;33.747;-1.055;33.2365;24.622;10.92;25.4235;0.729605595;5.025;Fine;22;33;27.5
01/02/2019;2;2019;32.726;-1.021;31.632;26.225;1.603;18.374;0.801350608;5.023;Cloudy;20;33;26.5
02/02/2019;2;2019;30.538;-2.188;27.38;10.523;-15.702;10.6615;0.344587072;5.031;Cloudy;21;32;26.5
03/02/2019;2;2019;24.222;-6.316;23.979;10.8;0.277;13.4115;0.44587565;5.033;Cloudy;20;31;25.5
04/02/2019;2;2019;23.736;-0.486;26.013;16.023;5.223;15.592;0.675050556;5.036;Cloudy;19;31;25
05/02/2019;2;2019;28.29;4.554;25.5205;15.161;-0.862;14.0055;0.53591375;5.028;Cloudy;21;32;26.5
06/02/2019;2;2019;22.751;-5.539;22.5395;12.85;-2.311;14.1285;0.564810338;5.031;Cloudy;21;30;25.5
07/02/2019;2;2019;22.328;-0.423;21.385;15.407;2.557;14.9315;0.690030455;5.027;Cloudy;21;30;25.5
08/02/2019;2;2019;20.442;-1.886;28.521;14.456;-0.951;13.793;0.70717151;5.021;Cloudy;22;31;26.5
09/02/2019;2;2019;36.6;16.158;35.3155;13.13;-1.326;17.9495;0.358743169;5.003;Fine;21;33;27
10/02/2019;2;2019;34.031;-2.569;33.3;22.769;9.639;24.148;0.669066439;5.013;Fine;21;33;27
11/02/2019;2;2019;32.569;-1.462;33.562;25.527;2.758;26.6905;0.783782124;5.015;Cloudy;23;32;27.5
12/02/2019;2;2019;34.555;1.986;35.2795;27.854;2.327;28.365;0.806077268;5.006;Fine;22;36;29
13/02/2019;2;2019;36.004;1.449;28.7165;28.876;1.022;20.555;0.802021998;4.686;Fine;22;36;29
14/02/2019;2;2019;21.429;-14.575;25.9515;12.234;-16.642;17.245;0.570908582;5.027;Cloudy;25;32;28.5
15/02/2019;2;2019;30.474;9.045;28.054;22.256;10.022;16.0885;0.730327492;5.022;Cloudy;21;32;26.5
16/02/2019;2;2019;25.634;-4.84;30.079;9.921;-12.335;13.794;0.387025045;5.04;Cloudy;19;31;25
17/02/2019;2;2019;34.524;8.89;33.006;17.667;7.746;15.2635;0.51173097;5.024;Fine;19;32;25.5
18/02/2019;2;2019;31.488;-3.036;33.723;12.86;-4.807;21.451;0.408409553;5.02;Cloudy;19;32;25.5
19/02/2019;2;2019;35.958;4.47;35.418;30.042;17.182;26.924;0.835474721;4.659;Fine;16;34;25
20/02/2019;2;2019;34.878;-1.08;31.236;23.806;-6.236;22.563;0.682550605;4.664;Fine;21;34;27.5
21/02/2019;2;2019;27.594;-7.284;25.5885;21.32;-2.486;17.7135;0.772631732;5.032;Cloudy;24;34;29
22/02/2019;2;2019;23.583;-4.011;26.646;14.107;-7.213;13.5235;0.598185133;5.039;Cloudy;22;32;27
23/02/2019;2;2019;29.709;6.126;28.132;12.94;-1.167;13.2235;0.435558248;5.029;Cloudy;20;31;25.5
24/02/2019;2;2019;26.555;-3.154;24.938;13.507;0.567;11.7525;0.50864244;5.03;Cloudy;19;31;25
25/02/2019;2;2019;23.321;-3.234;21.363;9.998;-3.509;9.9625;0.428712319;5.028;Cloudy;19;29;24
26/02/2019;2;2019;19.405;-3.916;22.8105;9.927;-0.071;14.535;0.511569183;3.909;Cloudy;17;27;22
27/02/2019;2;2019;26.216;6.811;22.0035;19.143;9.216;14.6225;0.73020293;5.03;Cloudy;17;29;23
28/02/2019;2;2019;17.791;-8.425;19.793;10.102;-9.041;12.4325;0.567815187;3.769;Cloudy;19;26;22.5
01/03/2019;3;2019;21.795;4.004;20.926;14.763;4.661;13.7205;0.677357192;5.027;Cloudy;20;29;24.5
02/03/2019;3;2019;20.057;-1.738;21.6675;12.678;-2.085;15.307;0.632098519;5.02;Cloudy;19;29;24
03/03/2019;3;2019;23.278;3.221;24.687;17.936;5.258;20.3725;0.770512931;5.03;Cloudy;18;29;23.5
04/03/2019;3;2019;26.096;2.818;25.195;22.809;4.873;19.498;0.874041999;4.778;Cloudy;18;31;24.5
05/03/2019;3;2019;24.294;-1.802;26.7895;16.187;-6.622;17.88;0.666296205;5.031;Cloudy;18;31;24.5
06/03/2019;3;2019;29.285;4.991;25.6585;19.573;3.386;16.474;0.668362643;5.022;Cloudy;20;33;26.5
07/03/2019;3;2019;22.032;-7.253;23.316;13.375;-6.198;15.8745;0.607071532;5.029;Cloudy;21;34;27.5
08/03/2019;3;2019;24.6;2.568;26.324;18.374;4.999;14.175;0.746910569;5.029;Cloudy;21;31;26
09/03/2019;3;2019;28.048;3.448;29.669;9.976;-8.398;11.613;0.355675984;5.024;Cloudy;21;32;26.5
10/03/2019;3;2019;31.29;3.242;28.23;13.25;3.274;16.7265;0.423457974;5.021;Cloudy;21;34;27.5
11/03/2019;3;2019;25.17;-6.12;26.1425;20.203;6.953;21.742;0.802661899;5.014;Cloudy;22;36;29
12/03/2019;3;2019;27.115;1.945;30.267;23.281;3.078;25.4535;0.85860225;4.287;Cloudy;21;40;30.5
13/03/2019;3;2019;33.419;6.304;28.2425;27.626;4.345;22.381;0.826655495;4.476;Fine;20;35;27.5
14/03/2019;3;2019;23.066;-10.353;22.631;17.136;-10.49;17.5105;0.742911645;5.02;Cloudy;21;32;26.5
15/03/2019;3;2019;22.196;-0.87;27.429;17.885;0.749;19.1665;0.805775815;5.022;Cloudy;19;33;26
19/03/2019;3;2019;32.662;10.466;30.366;20.448;2.563;19.867;0.626048619;4.444;Cloudy;18;33;25.5
20/03/2019;3;2019;28.07;-4.592;27.528;19.286;-1.162;20.546;0.687068044;4.635;Cloudy;19;33;26
21/03/2019;3;2019;26.986;-1.084;26.3755;21.806;2.52;21.1505;0.808048618;5.019;Cloudy;21;32;26.5
22/03/2019;3;2019;25.765;-1.221;27.693;20.495;-1.311;15.5485;0.795458956;5.022;Cloudy;22;30;26
23/03/2019;3;2019;29.621;3.856;30.0515;10.602;-9.893;12.8825;0.357921745;5.014;Cloudy;22;33;27.5
24/03/2019;3;2019;30.482;0.861;29.068;15.163;4.561;17.68;0.497441113;4.186;Cloudy;20;35;27.5
25/03/2019;3;2019;27.654;-2.828;22.4095;20.197;5.034;16.121;0.730346424;4.852;Cloudy;21;33;27
26/03/2019;3;2019;17.165;-10.489;11.0985;12.045;-8.152;6.031;0.701718613;3.5;Cloudy;23;31;27
27/03/2019;3;2019;5.032;-12.133;9.5875;3.017;-12.028;4.287;0.003378378;1.1;Showers;20;23;21.5
28/03/2019;3;2019;14.143;9.111;19.603;8.557;8.54;14.021;0.605034293;4.489;Cloudy;19;26;22.5
29/03/2019;3;2019;25.063;10.92;17.137;19.485;10.928;10.9705;0.777440849;5.028;Cloudy;18;29;23.5
30/03/2019;3;2019;9.211;-15.852;21.0715;2.456;-17.029;13.055;0.266637716;3.86;Cloudy;22;27;24.5
31/03/2019;3;2019;32.932;23.721;29.9085;23.654;21.198;21.9685;0.718267946;4.551;Cloudy;13;26;19.5
01/04/2019;4;2019;26.885;-6.047;24.426;20.283;-3.371;18.386;0.754435559;5.027;Cloudy;13;27;20
02/04/2019;4;2019;21.967;-4.918;20.8775;16.489;-3.794;15.0555;0.750625939;5.028;Cloudy;14;26;20
03/04/2019;4;2019;19.788;-2.179;25.2675;13.622;-2.867;19.521;0.688397008;5.02;Cloudy;17;27;22
04/04/2019;4;2019;30.747;10.959;29.407;25.42;11.798;23.9145;0.826747325;4.774;Cloudy;17;27;22
05/04/2019;4;2019;28.067;-2.68;26.7055;22.409;-3.011;19.9365;0.798410945;5.015;Cloudy;17;27;22
06/04/2019;4;2019;25.344;-2.723;26.878;17.464;-4.945;19.6835;0.689078283;5.03;Cloudy;17;27;22
07/04/2019;4;2019;28.412;3.068;28.2825;21.903;4.439;22.2885;0.770906659;4.235;Cloudy;16;28;22
08/04/2019;4;2019;28.153;-0.259;27.959;22.674;0.771;22.4365;0.805384861;4.66;Cloudy;16;29;22.5
09/04/2019;4;2019;27.765;-0.388;24.0925;22.199;-0.475;18.123;0.799531785;4.141;Cloudy;16;29;22.5
10/04/2019;4;2019;20.42;-7.345;20.9905;14.047;-8.152;15.1495;0.687904016;5.022;Cloudy;17;27;22
11/04/2019;4;2019;21.561;1.141;21.0185;16.252;2.205;15.7045;0.753768378;5.03;Cloudy;17;26;21.5
12/04/2019;4;2019;20.476;-1.085;22.946;15.157;-1.095;16.8385;0.740232467;5.035;Cloudy;14;25;19.5
13/04/2019;4;2019;25.416;4.94;25.1085;18.52;3.363;18.155;0.72867485;5.027;Cloudy;13;27;20
14/04/2019;4;2019;24.801;-0.615;22.9315;17.79;-0.73;16.613;0.717309786;5.015;Cloudy;13;26;19.5
15/04/2019;4;2019;21.062;-3.739;20.616;15.436;-2.354;14.5115;0.732883867;5.016;Cloudy;15;26;20.5
16/04/2019;4;2019;20.17;-0.892;21.2845;13.587;-1.849;14.9785;0.673624194;5.033;Cloudy;13;26;19.5
17/04/2019;4;2019;22.399;2.229;22.886;16.37;2.783;17.093;0.730836198;5.019;Cloudy;14;27;20.5
18/04/2019;4;2019;23.373;0.974;20.812;17.816;1.446;14.6545;0.762247037;5.026;Cloudy;13;28;20.5
19/04/2019;4;2019;18.251;-5.122;16.35;11.493;-6.323;9.8285;0.62971892;5.023;Cloudy;17;27;22
20/04/2019;4;2019;14.449;-3.802;18.504;8.164;-3.329;11.441;0.565021801;4.744;Cloudy;17;26;21.5
21/04/2019;4;2019;22.559;8.11;19.9965;14.718;6.554;12.465;0.652422536;5.021;Cloudy;17;26;21.5
22/04/2019;4;2019;17.434;-5.125;14.6085;10.212;-4.506;7.7765;0.585751979;4.586;Cloudy;16;25;20.5
23/04/2019;4;2019;11.783;-5.651;16.0685;5.341;-4.871;9.957;0.453280149;3.686;Cloudy;16;25;20.5
24/04/2019;4;2019;20.354;8.571;18.045;14.573;9.232;12.0335;0.715977203;5.012;Cloudy;15;27;21
25/04/2019;4;2019;15.736;-4.618;17.484;9.494;-5.079;10.826;0.603329944;5.025;Cloudy;17;27;22
26/04/2019;4;2019;19.232;3.496;21.316;12.158;2.664;14.443;0.632175541;3.634;Cloudy;17;27;22
27/04/2019;4;2019;23.4;4.168;23.782;16.728;4.57;16.431;0.714871795;3.772;Cloudy;15;28;21.5
28/04/2019;4;2019;24.164;0.764;20.3005;16.134;-0.594;13.7415;0.667687469;3.927;Cloudy;15;28;21.5
29/04/2019;4;2019;16.437;-7.727;15.168;11.349;-4.785;10.141;0.690454462;4.867;Cloudy;15;25;20
30/04/2019;4;2019;13.899;-2.538;15.746;8.933;-2.416;10.6055;0.642708108;4.428;Cloudy;13;24;18.5
01/05/2019;5;2019;17.593;3.694;17.215;12.278;3.345;11.4505;0.697891207;4.785;Cloudy;19;26;22.5
02/05/2019;5;2019;16.837;-0.756;15.724;10.623;-1.655;10.184;0.630931876;4.707;Cloudy;16;25;20.5
03/05/2019;5;2019;14.611;-2.226;11.0235;9.745;-0.878;6.307;0.666963247;4.401;Cloudy;15;25;20
04/05/2019;5;2019;7.436;-7.175;16.05;2.869;-6.876;9.838;0.385825713;1.662;Cloudy;20;24;22
05/05/2019;5;2019;24.664;17.228;24.3325;16.807;13.938;17.376;0.681438534;3.788;Cloudy;12;24;18
06/05/2019;5;2019;24.001;-0.663;23.977;17.945;1.138;18.222;0.74767718;3.741;Cloudy;11;25;18
07/05/2019;5;2019;23.953;-0.048;23.7945;18.499;0.554;18.4725;0.772304096;3.702;Cloudy;9;25;17
08/05/2019;5;2019;23.636;-0.317;23.5365;18.446;-0.053;18.308;0.780419699;3.692;Cloudy;10;27;18.5
09/05/2019;5;2019;23.437;-0.199;21.1175;18.17;-0.276;15.959;0.775269872;3.669;Cloudy;8;26;17
10/05/2019;5;2019;18.798;-4.639;21.3685;13.748;-4.422;15.427;0.731354399;4.889;Cloudy;12;27;19.5
11/05/2019;5;2019;23.939;5.141;22.1325;17.106;3.358;15.233;0.714566189;3.778;Cloudy;11;22;16.5
12/05/2019;5;2019;20.326;-3.613;16.235;13.36;-3.746;10.2065;0.657286234;4.925;Cloudy;8;24;16
13/05/2019;5;2019;12.144;-8.182;14.3765;7.053;-6.307;9.1075;0.580780632;4.448;Cloudy;13;25;19
14/05/2019;5;2019;16.609;4.465;15.433;11.162;4.109;10.0745;0.672045277;4.565;Cloudy;15;24;19.5
15/05/2019;5;2019;14.257;-2.352;16.126;8.987;-2.175;10.955;0.630357018;4.083;Cloudy;15;25;20
16/05/2019;5;2019;17.995;3.738;14.39;12.923;3.936;9.133;0.718143929;4.323;Cloudy;13;25;19
17/05/2019;5;2019;10.785;-7.21;13.8175;5.343;-7.58;7.2035;0.495410292;3.739;Cloudy;16;22;19
18/05/2019;5;2019;16.85;6.065;16.2515;9.064;3.721;8.6095;0.537922849;4.004;Cloudy;13;24;18.5
19/05/2019;5;2019;15.653;-1.197;14.7755;8.155;-0.909;8.0845;0.520986392;4.72;Cloudy;13;25;19
20/05/2019;5;2019;13.898;-1.755;15.5045;8.014;-0.141;8.9105;0.576629731;4.522;Cloudy;12;22;17
21/05/2019;5;2019;17.111;3.213;16.518;9.807;1.793;9.302;0.573140085;4.29;Cloudy;16;25;20.5
22/05/2019;5;2019;15.925;-1.186;16.31;8.797;-1.01;9.7185;0.552401884;4.215;Cloudy;11;24;17.5
23/05/2019;5;2019;16.695;0.77;17.8775;10.64;1.843;11.643;0.637316562;4.237;Cloudy;11;24;17.5
24/05/2019;5;2019;19.06;2.365;19.4765;12.646;2.006;13.0805;0.663483736;3.883;Cloudy;11;24;17.5
25/05/2019;5;2019;19.893;0.833;17.7955;13.515;0.869;11.2155;0.679384708;3.642;Cloudy;10;25;17.5
26/05/2019;5;2019;15.698;-4.195;17.2485;8.916;-4.599;10.69;0.567970442;3.34;Cloudy;13;26;19.5
27/05/2019;5;2019;18.799;3.101;19.8925;12.464;3.548;13.147;0.66301399;3.666;Cloudy;9;27;18
28/05/2019;5;2019;20.986;2.187;21.073;13.83;1.366;14.0245;0.659010769;3.475;Cloudy;8;22;15
29/05/2019;5;2019;21.16;0.174;20.7675;14.219;0.389;14.3195;0.671975425;3.517;Cloudy;8;22;15
30/05/2019;5;2019;20.375;-0.785;20.8015;14.42;0.201;14.6845;0.707730061;3.392;Cloudy;5;22;13.5
31/05/2019;5;2019;21.228;0.853;19.465;14.949;0.529;12.621;0.704211419;3.634;Cloudy;4;20;12
01/06/2019;6;2019;17.702;-3.526;15.924;10.293;-4.656;8.774;0.581459722;4.062;Cloudy;3;22;12.5
02/06/2019;6;2019;14.146;-3.556;16.9285;7.255;-3.038;10.7055;0.512865828;4.241;Cloudy;13;22;17.5
03/06/2019;6;2019;19.711;5.565;20.388;14.156;6.901;14.4125;0.718177667;4.038;Cloudy;12;22;17
04/06/2019;6;2019;21.065;1.354;19.8955;14.669;0.513;12.072;0.696368384;3.558;Cloudy;7;17;12
05/06/2019;6;2019;18.726;-2.339;18.4925;9.475;-5.194;10.787;0.505980989;3.336;Cloudy;8;21;14.5
06/06/2019;6;2019;18.259;-0.467;15.8305;12.099;2.624;9.7125;0.662632127;3.447;Cloudy;7;22;14.5
07/06/2019;6;2019;13.402;-4.857;8.875;7.326;-4.773;3.8125;0.546634831;3.82;Cloudy;7;22;14.5
08/06/2019;6;2019;4.348;-9.054;11.507;0.299;-7.027;5.1295;0.068767249;1.652;Showers;12;17;14.5
09/06/2019;6;2019;18.666;14.318;18.7515;9.96;9.661;11.63;0.533590485;3.16;Cloudy;13;24;18.5
10/06/2019;6;2019;18.837;0.171;18.8175;13.3;3.34;12.46;0.706057228;3.203;Cloudy;11;24;17.5
11/06/2019;6;2019;18.798;-0.039;17.368;11.62;-1.68;10.292;0.618150867;3.194;Cloudy;10;26;18
12/06/2019;6;2019;15.938;-2.86;15.9745;8.964;-2.656;9.747;0.562429414;3.667;Cloudy;8;24;16
13/06/2019;6;2019;16.011;0.073;16.7975;10.53;1.566;11.1675;0.65767285;3.843;Cloudy;11;25;18
14/06/2019;6;2019;17.584;1.573;17.502;11.805;1.275;10.727;0.671348954;3.637;Cloudy;17;27;22
15/06/2019;6;2019;17.42;-0.164;12.5695;9.649;-2.156;6.209;0.553903559;3.201;Cloudy;12;25;18.5
16/06/2019;6;2019;7.719;-9.701;13.472;2.769;-6.88;8.449;0.358725223;3.171;Cloudy;13;22;17.5
17/06/2019;6;2019;19.225;11.506;19.2175;14.129;11.36;13.6415;0.734928479;3.339;Cloudy;13;22;17.5
18/06/2019;6;2019;19.21;-0.015;19.084;13.154;-0.975;13.1375;0.684747527;3.269;Cloudy;5;23;14
19/06/2019;6;2019;18.958;-0.252;15.2745;13.121;-0.033;9.6625;0.692108872;3.215;Cloudy;7;23;15
20/06/2019;6;2019;11.591;-7.367;14.6795;6.204;-6.917;9.2335;0.535242861;3.93;Cloudy;9;20;14.5
21/06/2019;6;2019;17.768;6.177;18.567;12.263;6.059;11.55;0.690173345;3.313;Cloudy;13;22;17.5
22/06/2019;6;2019;19.366;1.598;19.3795;10.837;-1.426;10.7395;0.55958897;3.281;Cloudy;5;20;12.5
23/06/2019;6;2019;19.393;0.027;18.877;10.642;-0.195;11.44;0.548754705;3.448;Cloudy;4;21;12.5
24/06/2019;6;2019;18.361;-1.032;15.6955;12.238;1.596;9.7535;0.666521431;3.739;Cloudy;6;19;12.5
