Date;Mes;Ano;Gen;subGen;mmGen;Exp;subExp;mmExp;gen/exp;PP;Cond;Temp min;Temp min;Temp med
22/03/2018;3;2018;23.842;4.651;24.309;19.368;6.546;19.6515;0.812347957;5.031;Cloudy;20;27;23.5
23/03/2018;3;2018;24.776;0.934;25.271;19.935;0.567;18.924;0.804609299;5.03;Cloudy;19;28;23.5
24/03/2018;3;2018;25.766;0.99;24.294;17.913;-2.022;18.783;0.695218505;4.39;Cloudy;19;28;23.5
25/03/2018;3;2018;22.822;-2.944;23.131;19.653;1.74;21.477;0.861142757;5.025;Cloudy;17;28;22.5
26/03/2018;3;2018;23.44;0.618;18.273;23.301;3.648;18.1845;0.994069966;5.022;Cloudy;21;30;25.5
27/03/2018;3;2018;13.106;-10.334;19.8515;13.068;-10.233;17.4945;0.997100565;4.59;Cloudy;22;29;25.5
28/03/2018;3;2018;26.597;13.491;20.208;21.921;8.853;15.603;0.824190698;5.021;Cloudy;20;31;25.5
29/03/2018;3;2018;13.819;-12.778;17.1345;9.285;-12.636;12.328;0.671901006;4.673;Cloudy;20;27;23.5
30/03/2018;3;2018;20.45;6.631;23.1755;15.371;6.086;17.334;0.751638142;5.034;Cloudy;20;29;24.5
31/03/2018;3;2018;25.901;5.451;24.0125;19.297;3.926;18.1535;0.745029149;5.022;Cloudy;19;29;24
01/04/2018;4;2018;22.124;-3.777;23.609;17.01;-2.287;19.25;0.76884831;5.026;Cloudy;18;29;23.5
02/04/2018;4;2018;25.094;2.97;24.4005;21.49;4.48;20.417;0.856380011;5.016;Cloudy;18;29;23.5
03/04/2018;4;2018;23.707;-1.387;18.7385;19.344;-2.146;14.173;0.81596153;5.033;Cloudy;18;28;23
04/04/2018;4;2018;13.77;-9.937;18.0045;9.002;-10.342;13.3535;0.653740015;4.013;Cloudy;19;26;22.5
05/04/2018;4;2018;22.239;8.469;24.8515;17.705;8.703;19.261;0.796123926;4.921;Cloudy;17;27;22
06/04/2018;4;2018;27.464;5.225;26.3845;20.817;3.112;19.495;0.757974075;5.023;Cloudy;16;28;22
07/04/2018;4;2018;25.305;-2.159;23.6015;18.173;-2.644;17.124;0.718158467;5.022;Cloudy;17;28;22.5
08/04/2018;4;2018;21.898;-3.407;24.1695;16.075;-2.098;18.8725;0.734085305;5.029;Cloudy;16;28;22
09/04/2018;4;2018;26.441;4.543;25.793;21.67;5.595;20.6385;0.819560531;4.826;Cloudy;15;29;22
10/04/2018;4;2018;25.145;-1.296;24.3385;19.607;-2.063;18.8805;0.779757407;4.216;Cloudy;15;29;22
11/04/2018;4;2018;23.532;-1.613;21.589;18.154;-1.453;16.1345;0.771460139;5.027;Cloudy;19;27;23
12/04/2018;4;2018;19.646;-3.886;22.446;14.115;-4.039;16.74;0.718466863;5.02;Cloudy;18;27;22.5
13/04/2018;4;2018;25.246;5.6;20.098;19.365;5.25;14.455;0.767052206;5.015;Cloudy;16;28;22
14/04/2018;4;2018;14.95;-10.296;20.8815;9.545;-9.82;14.3435;0.638461538;4.854;Cloudy;16;27;21.5
15/04/2018;4;2018;26.813;11.863;27.0075;19.142;9.597;20.778;0.713907433;3.892;Cloudy;15;32;23.5
16/04/2018;4;2018;27.202;0.389;27.0945;22.414;3.272;22.29;0.823983531;3.919;Cloudy;13;31;22
17/04/2018;4;2018;26.987;-0.215;18.177;22.166;-0.248;13.473;0.821358432;3.873;Cloudy;14;30;22
18/04/2018;4;2018;9.367;-17.62;13.366;4.78;-17.386;8.6625;0.510302124;2.419;Cloudy;17;25;21
19/04/2018;4;2018;17.365;7.998;16.4245;12.545;7.765;12.1895;0.722430176;4.699;Cloudy;15;26;20.5
20/04/2018;4;2018;15.484;-1.881;17.7845;11.834;-0.711;13.4515;0.764272798;4.95;Cloudy;16;28;22
21/04/2018;4;2018;20.085;4.601;19.089;15.069;3.235;13.9225;0.750261389;4.975;Cloudy;15;27;21
22/04/2018;4;2018;18.093;-1.992;21.303;12.776;-2.293;16.261;0.706129442;4.795;Cloudy;14;26;20
23/04/2018;4;2018;24.513;6.42;24.5275;19.746;6.97;19.948;0.805531759;5.019;Cloudy;14;27;20.5
24/04/2018;4;2018;24.542;0.029;23.736;20.15;0.404;18.8265;0.82104148;4.348;Cloudy;13;26;19.5
25/04/2018;4;2018;22.93;-1.612;23.64;17.503;-2.647;18.7005;0.763323157;4.253;Cloudy;17;27;22
26/04/2018;4;2018;24.35;1.42;24.5845;19.898;2.395;19.8785;0.817166324;3.682;Cloudy;16;28;22
27/04/2018;4;2018;24.819;0.469;22.2105;19.859;-0.039;16.7695;0.800153109;3.865;Cloudy;14;27;20.5
28/04/2018;4;2018;19.602;-5.217;21.6995;13.68;-6.179;15.0605;0.697887971;4.629;Cloudy;15;25;20
29/04/2018;4;2018;23.797;4.195;24.0125;16.441;2.761;18.107;0.690885406;4.359;Cloudy;12;25;18.5
30/04/2018;4;2018;24.228;0.431;22.7015;19.773;3.332;18.2035;0.816121842;5.031;Cloudy;11;25;18
01/05/2018;5;2018;21.175;-3.053;18.2435;16.634;-3.139;13.846;0.785548996;4.991;Cloudy;11;25;18
02/05/2018;5;2018;15.312;-5.863;19.261;11.058;-5.576;14.923;0.722178683;4.667;Cloudy;14;26;20
03/05/2018;5;2018;23.21;7.898;22.5115;18.788;7.73;17.056;0.809478673;4.133;Cloudy;12;26;19
04/05/2018;5;2018;21.813;-1.397;20.495;15.324;-3.464;15.0795;0.702516848;4.042;Cloudy;14;28;21
05/05/2018;5;2018;19.177;-2.636;19.9515;14.835;-0.489;15.4495;0.773582938;4.174;Cloudy;15;27;21
06/05/2018;5;2018;20.726;1.549;15.56;16.064;1.229;10.9435;0.775065136;4.296;Cloudy;12;26;19
07/05/2018;5;2018;10.394;-10.332;9.6545;5.823;-10.241;5.383;0.560227054;3.89;Cloudy;13;25;19
08/05/2018;5;2018;8.915;-1.479;15.46;4.943;-0.88;11.3125;0.554458777;2.449;Cloudy;18;23;20.5
09/05/2018;5;2018;22.005;13.09;22.527;17.682;12.739;18.2345;0.803544649;3.524;Cloudy;17;27;22
10/05/2018;5;2018;23.049;1.044;23.479;18.787;1.105;19.0235;0.815089592;3.552;Cloudy;13;27;20
11/05/2018;5;2018;23.909;0.86;23.804;19.26;0.473;19.1075;0.805554394;3.766;Cloudy;10;22;16
12/05/2018;5;2018;23.699;-0.21;23.2335;18.955;-0.305;18.208;0.799822777;3.724;Cloudy;9;22;15.5
13/05/2018;5;2018;22.768;-0.931;21.7745;17.461;-1.494;16.236;0.766909698;3.581;Cloudy;10;24;17
14/05/2018;5;2018;20.781;-1.987;21.0115;15.011;-2.45;15.9255;0.722342524;3.792;Cloudy;7;24;15.5
15/05/2018;5;2018;21.242;0.461;21.4525;16.84;1.829;16.698;0.792769042;3.451;Cloudy;11;24;17.5
16/05/2018;5;2018;21.663;0.421;19.0255;16.556;-0.284;13.999;0.764252412;3.737;Cloudy;9;24;16.5
17/05/2018;5;2018;16.388;-5.275;18.6555;11.442;-5.114;14.118;0.6981938;4.411;Cloudy;8;24;16
18/05/2018;5;2018;20.923;4.535;21.1545;16.794;5.352;16.298;0.802657363;3.381;Cloudy;10;24;17
19/05/2018;5;2018;21.386;0.463;21.415;15.802;-0.992;16.2745;0.738894604;3.399;Cloudy;8;24;16
20/05/2018;5;2018;21.444;0.058;21.3685;16.747;0.945;16.534;0.780964372;3.47;Cloudy;9;25;17
21/05/2018;5;2018;21.293;-0.151;21.4195;16.321;-0.426;16.756;0.766496032;3.423;Cloudy;7;24;15.5
22/05/2018;5;2018;21.546;0.253;20.5015;17.191;0.87;17.5875;0.797874315;3.443;Cloudy;6;25;15.5
23/05/2018;5;2018;19.457;-2.089;18.746;17.984;0.793;15.886;0.924294598;3.756;Cloudy;7;25;16
24/05/2018;5;2018;18.035;-1.422;15.068;13.788;-4.196;10.8175;0.764513446;3.909;Cloudy;9;24;16.5
25/05/2018;5;2018;12.101;-5.934;14.3125;7.847;-5.941;9.633;0.648458805;4.022;Cloudy;10;24;17
26/05/2018;5;2018;16.524;4.423;15.286;11.419;3.572;9.0165;0.691055435;4.309;Cloudy;11;23;17
27/05/2018;5;2018;14.048;-2.476;14.368;6.614;-4.805;7.406;0.470814351;3.99;Cloudy;12;23;17.5
28/05/2018;5;2018;14.688;0.64;13.806;8.198;1.584;7.928;0.558142702;4.4;Cloudy;13;23;18
29/05/2018;5;2018;12.924;-1.764;15.0965;7.658;-0.54;10.2;0.592541009;4.409;Cloudy;14;24;19
30/05/2018;5;2018;17.269;4.345;19.202;12.742;5.084;14.243;0.737853958;3.664;Cloudy;10;26;18
31/05/2018;5;2018;21.135;3.866;20.7805;15.744;3.002;15.956;0.744925479;3.462;Cloudy;8;22;15
01/06/2018;6;2018;20.426;-0.709;20.353;16.168;0.424;15.884;0.791540194;3.325;Cloudy;7;21;14
02/06/2018;6;2018;20.28;-0.146;19.8975;15.6;-0.568;14.7275;0.769230769;3.301;Cloudy;4;23;13.5
03/06/2018;6;2018;19.515;-0.765;18.8315;13.855;-1.745;13.923;0.709966692;3.164;Cloudy;10;24;17
04/06/2018;6;2018;18.148;-1.367;17.7275;13.991;0.136;13.6185;0.770938946;3.357;Cloudy;7;23;15
05/06/2018;6;2018;17.307;-0.841;16.8975;13.246;-0.745;12.627;0.765355059;3.23;Cloudy;7;23;15
06/06/2018;6;2018;16.488;-0.819;13.525;12.008;-1.238;9.2915;0.728287239;3.565;Cloudy;7;23;15
07/06/2018;6;2018;10.562;-5.926;11.834;6.575;-5.433;7.3295;0.622514675;4.181;Cloudy;12;21;16.5
08/06/2018;6;2018;13.106;2.544;12.975;8.084;1.509;7.804;0.616816725;3.69;Cloudy;15;22;18.5
09/06/2018;6;2018;12.844;-0.262;14.763;7.524;-0.56;8.8605;0.585798817;3.566;Cloudy;14;23;18.5
10/06/2018;6;2018;16.682;3.838;17.781;10.197;2.673;11.704;0.611257643;4.005;Cloudy;14;23;18.5
11/06/2018;6;2018;18.88;2.198;18.1455;13.211;3.014;13.217;0.699735169;3.173;Cloudy;9;22;15.5
12/06/2018;6;2018;17.411;-1.469;16.9315;13.223;0.012;12.4585;0.759462409;3.423;Cloudy;7;22;14.5
13/06/2018;6;2018;16.452;-0.959;15.366;11.694;-1.529;10.2905;0.71079504;3.681;Cloudy;7;25;16
14/06/2018;6;2018;14.28;-2.172;15.998;8.887;-2.807;10.1575;0.622338936;3.936;Cloudy;13;23;18
15/06/2018;6;2018;17.716;3.436;18.6685;11.428;2.541;12.5785;0.645066606;3.216;Cloudy;12;23;17.5
16/06/2018;6;2018;19.621;1.905;19.8005;13.729;2.301;13.656;0.699709495;3.222;Cloudy;4;22;13
17/06/2018;6;2018;19.98;0.359;20.018;13.583;-0.146;14.1805;0.67982983;3.355;Cloudy;4;20;12
18/06/2018;6;2018;20.056;0.076;19.935;14.778;1.195;15.0665;0.736836857;3.291;Cloudy;7;18;12.5
19/06/2018;6;2018;19.814;-0.242;18.6545;15.355;0.577;14.167;0.774957101;3.276;Cloudy;7;20;13.5
20/06/2018;6;2018;17.495;-2.319;17.755;12.979;-2.376;12.6005;0.741869105;3.6;Cloudy;7;21;14
21/06/2018;6;2018;18.015;0.52;18.2545;12.222;-0.757;12.9375;0.678434638;3.109;Cloudy;5;22;13.5
22/06/2018;6;2018;18.494;0.479;18.827;13.653;1.431;12.6645;0.738239429;3.116;Cloudy;6;23;14.5
23/06/2018;6;2018;19.16;0.666;19.117;11.676;-1.977;12.294;0.609394572;3.241;Cloudy;5;22;13.5
24/06/2018;6;2018;19.074;-0.086;15.84;12.912;1.236;10.6075;0.676942435;3.172;Cloudy;5;22;13.5
25/06/2018;6;2018;12.606;-6.468;13.3665;8.303;-4.609;8.995;0.658654609;4.029;Cloudy;6;21;13.5
26/06/2018;6;2018;14.127;1.521;9.1855;9.687;1.384;5.177;0.685708218;4.27;Cloudy;11;22;16.5
27/06/2018;6;2018;4.244;-9.883;8.9445;0.667;-9.02;4.985;0.157163054;1.109;Showers;12;16;14
28/06/2018;6;2018;13.645;9.401;13.3355;9.303;8.636;9.255;0.681788201;4.507;Cloudy;12;21;16.5
29/06/2018;6;2018;13.026;-0.619;14.6745;9.207;-0.096;10.4555;0.706817135;3.561;Cloudy;10;23;16.5
30/06/2018;6;2018;16.323;3.297;12.749;11.704;2.497;7.454;0.717025057;3.689;Cloudy;10;24;17
01/07/2018;7;2018;9.175;-7.148;11.942;3.204;-8.5;6.0095;0.349209809;2.498;Cloudy;13;22;17.5
02/07/2018;7;2018;14.709;5.534;16.947;8.815;5.611;11.4145;0.59929295;3.508;Cloudy;12;23;17.5
03/07/2018;7;2018;19.185;4.476;17.888;14.014;5.199;12.8445;0.73046651;3.747;Cloudy;10;22;16
04/07/2018;7;2018;16.591;-2.594;14.207;11.675;-2.339;9.1995;0.703694774;3.911;Cloudy;11;24;17.5
05/07/2018;7;2018;11.823;-4.768;12.104;6.724;-4.951;6.734;0.568721983;3.867;Cloudy;12;23;17.5
06/07/2018;7;2018;12.385;0.562;11.329;6.744;0.02;4.928;0.544529673;4.193;Cloudy;17;25;21
07/07/2018;7;2018;10.273;-2.112;15.6325;3.112;-3.632;7.5615;0.302930011;4.189;Cloudy;17;24;20.5
08/07/2018;7;2018;20.992;10.719;20.6425;12.011;8.899;13.9285;0.572170351;3.436;Cloudy;8;20;14
09/07/2018;7;2018;20.293;-0.699;19.017;15.846;3.835;14.8845;0.780860395;3.351;Cloudy;7;20;13.5
10/07/2018;7;2018;17.741;-2.552;15.9415;13.923;-1.923;12.7435;0.784792289;4.237;Cloudy;6;22;14
11/07/2018;7;2018;14.142;-3.599;14.2855;11.564;-2.359;12.9965;0.817706124;4.197;Cloudy;4;21;12.5
12/07/2018;7;2018;14.429;0.287;17.7515;14.429;2.865;15.185;1;3.962;Cloudy;13;21;17
13/07/2018;7;2018;21.074;6.645;21.0365;15.941;1.512;14.4005;0.756429724;3.425;Cloudy;8;21;14.5
14/07/2018;7;2018;20.999;-0.075;21.085;12.86;-3.081;13.1225;0.612410115;3.413;Cloudy;4;20;12
15/07/2018;7;2018;21.171;0.172;20.9655;13.385;0.525;14.699;0.632232771;3.411;Cloudy;2;21;11.5
16/07/2018;7;2018;20.76;-0.411;20.8605;16.013;2.628;16.1885;0.771339114;3.307;Cloudy;3;23;13
17/07/2018;7;2018;20.961;0.201;20.97;16.364;0.351;16.449;0.780687944;3.382;Cloudy;2;23;12.5
18/07/2018;7;2018;20.979;0.018;20.8715;16.534;0.17;16.4355;0.788121455;3.399;Cloudy;2;24;13
19/07/2018;7;2018;20.764;-0.215;18.1155;16.337;-0.197;13.7415;0.786794452;3.357;Cloudy;0;24;12
20/07/2018;7;2018;15.467;-5.297;18.6385;11.146;-5.191;13.7995;0.720631021;4.175;Cloudy;6;25;15.5
21/07/2018;7;2018;21.81;6.343;20.9355;16.453;5.307;15.077;0.754378725;3.493;Cloudy;7;20;13.5
22/07/2018;7;2018;20.061;-1.749;19.356;13.701;-2.752;13.8975;0.682966951;3.893;Cloudy;4;21;12.5
23/07/2018;7;2018;18.651;-1.41;19.5795;14.094;0.393;15.075;0.755669937;3.955;Cloudy;4;22;13
24/07/2018;7;2018;20.508;1.857;16.585;16.056;1.962;11.8565;0.782913985;3.307;Cloudy;2;25;13.5
25/07/2018;7;2018;12.662;-7.846;16.4335;7.657;-8.399;11.771;0.604722793;4.358;Cloudy;6;23;14.5
26/07/2018;7;2018;20.205;7.543;20.1455;15.885;8.228;15.7355;0.786191537;3.285;Cloudy;12;26;19
27/07/2018;7;2018;20.086;-0.119;20.411;15.586;-0.299;13.8205;0.775963358;3.324;Cloudy;18;26;22
28/07/2018;7;2018;20.736;0.65;20.8435;12.055;-3.531;12.389;0.581356096;3.361;Cloudy;9;26;17.5
29/07/2018;7;2018;20.951;0.215;21.979;12.723;0.668;15.624;0.607274116;3.384;Cloudy;9;26;17.5
30/07/2018;7;2018;23.007;2.056;23.1045;18.525;5.802;17.965;0.805189725;3.621;Cloudy;13;24;18.5
31/07/2018;7;2018;23.202;0.195;23.249;17.405;-1.12;17.9445;0.750150849;3.636;Cloudy;6;24;15
01/08/2018;8;2018;23.296;0.094;22.845;18.484;1.079;18.098;0.793440934;3.7;Cloudy;3;24;13.5
02/08/2018;8;2018;22.394;-0.902;21.7495;17.712;-0.772;17.037;0.790926141;3.586;Cloudy;5;23;14
03/08/2018;8;2018;21.105;-1.289;21.7665;16.362;-1.35;16.194;0.775266525;4.356;Cloudy;8;24;16
04/08/2018;8;2018;22.428;1.323;22.5015;16.026;-0.336;15.442;0.714553237;3.511;Cloudy;9;27;18
05/08/2018;8;2018;22.575;0.147;21.06;14.858;-1.168;14.952;0.658161683;3.483;Cloudy;6;26;16
06/08/2018;8;2018;19.545;-3.03;18.72;15.046;0.188;14.0555;0.769813251;3.677;Cloudy;10;28;19
07/08/2018;8;2018;17.895;-1.65;21.309;13.065;-1.981;15.981;0.730092205;4.71;Cloudy;13;23;18
08/08/2018;8;2018;24.723;6.828;24.563;18.897;5.832;19.1115;0.764348987;3.761;Cloudy;2;22;12
09/08/2018;8;2018;24.403;-0.32;23.6865;19.326;0.429;15.24;0.791951809;3.717;Cloudy;2;23;12.5
10/08/2018;8;2018;22.97;-1.433;22.898;11.154;-8.172;13.59;0.4855899;4.276;Cloudy;5;23;14
11/08/2018;8;2018;22.826;-0.144;23.739;16.026;4.872;16.775;0.702094103;3.815;Cloudy;8;25;16.5
12/08/2018;8;2018;24.652;1.826;25.2735;17.524;1.498;18.9735;0.710855103;3.744;Cloudy;7;25;16
13/08/2018;8;2018;25.895;1.243;25.209;20.423;2.899;19.7525;0.788685074;3.872;Cloudy;4;22;13
14/08/2018;8;2018;24.523;-1.372;24.829;19.082;-1.341;18.6665;0.778126657;3.717;Cloudy;2;23;12.5
15/08/2018;8;2018;25.135;0.612;25.2995;18.251;-0.831;18.9035;0.726118958;3.766;Cloudy;3;26;14.5
16/08/2018;8;2018;25.464;0.329;25.492;19.556;1.305;19.1435;0.767986177;3.796;Cloudy;4;29;16.5
17/08/2018;8;2018;25.52;0.056;25.699;18.731;-0.825;18.35;0.733973354;3.753;Cloudy;4;29;16.5
18/08/2018;8;2018;25.878;0.358;27.1845;17.969;-0.762;19.826;0.694373599;3.793;Cloudy;5;28;16.5
19/08/2018;8;2018;28.491;2.613;28.575;21.683;3.714;22.271;0.761047348;4.253;Cloudy;5;23;14
20/08/2018;8;2018;28.659;0.168;28.633;22.859;1.176;23.012;0.797620294;4.229;Cloudy;8;21;14.5
21/08/2018;8;2018;28.607;-0.052;28.6775;23.165;0.306;22.895;0.80976684;4.175;Cloudy;1;23;12
22/08/2018;8;2018;28.748;0.141;27.8065;22.625;-0.54;22.068;0.78701127;4.15;Cloudy;4;24;14
23/08/2018;8;2018;26.865;-1.883;26.5995;21.511;-1.114;21.296;0.80070724;4.396;Cloudy;4;23;13.5
24/08/2018;8;2018;26.334;-0.531;23.3285;21.081;-0.43;17.4055;0.800524037;4.679;Cloudy;6;24;15
25/08/2018;8;2018;20.323;-6.011;15.383;13.73;-7.351;9.3125;0.675589234;5.031;Cloudy;10;22;16
26/08/2018;8;2018;10.443;-9.88;19.4005;4.895;-8.835;14.055;0.468735038;3.957;Cloudy;12;19;15.5
27/08/2018;8;2018;28.358;17.915;28.09;23.215;18.32;22.819;0.818640243;4.237;Cloudy;8;24;16
28/08/2018;8;2018;27.822;-0.536;28.827;22.423;-0.792;23.303;0.805944936;4.493;Cloudy;7;24;15.5
29/08/2018;8;2018;29.832;2.01;29.6755;24.183;1.76;23.8845;0.810639582;4.26;Cloudy;5;24;14.5
30/08/2018;8;2018;29.519;-0.313;29.2865;23.586;-0.597;22.771;0.799010807;4.182;Cloudy;3;24;13.5
31/08/2018;8;2018;29.054;-0.465;26.874;21.956;-1.63;19.444;0.75569629;4.116;Cloudy;7;26;16.5
01/09/2018;9;2018;24.694;-4.36;27.0785;16.932;-5.024;19.2975;0.685672633;5.018;Cloudy;14;27;20.5
02/09/2018;9;2018;29.463;4.769;22.0275;21.663;4.731;15.4385;0.735261175;4.23;Cloudy;9;27;18
03/09/2018;9;2018;14.592;-14.871;19.7065;9.214;-12.449;14.3265;0.631441886;5.029;Cloudy;9;21;15
04/09/2018;9;2018;24.821;10.229;21.6425;19.439;10.225;15.9995;0.783167479;5.023;Cloudy;10;22;16
05/09/2018;9;2018;18.464;-6.357;20.641;12.56;-6.879;14.9935;0.680242634;5.033;Cloudy;10;22;16
06/09/2018;9;2018;22.818;4.354;22.851;17.427;4.867;17.4665;0.763739153;5.028;Cloudy;10;22;16
07/09/2018;9;2018;22.884;0.066;17.728;17.506;0.079;12.297;0.764988638;5.028;Cloudy;10;25;17.5
08/09/2018;9;2018;12.572;-10.312;21.259;7.088;-10.418;14.7585;0.563792555;5.035;Cloudy;15;25;20
09/09/2018;9;2018;29.946;17.374;30.3395;22.429;15.341;23.292;0.7489815;4.378;Cloudy;11;26;18.5
10/09/2018;9;2018;30.733;0.787;28.5435;24.155;1.726;22.221;0.785962971;4.369;Cloudy;9;25;17
11/09/2018;9;2018;26.354;-4.379;27.175;20.287;-3.868;21.3535;0.769788267;4.791;Cloudy;9;25;17
12/09/2018;9;2018;27.996;1.642;29.048;22.42;2.133;23.3215;0.80082869;5.031;Cloudy;11;25;18
13/09/2018;9;2018;30.1;2.104;29.4545;24.223;1.803;23.3425;0.804750831;4.248;Cloudy;9;27;18
14/09/2018;9;2018;28.809;-1.291;29.9885;22.462;-1.761;22.269;0.779686903;5.018;Cloudy;13;26;19.5
15/09/2018;9;2018;31.168;2.359;28.892;22.076;-0.386;20.5465;0.708290554;4.321;Cloudy;11;28;19.5
16/09/2018;9;2018;26.616;-4.552;28.1365;19.017;-3.059;21.405;0.714495041;4.471;Cloudy;12;27;19.5
17/09/2018;9;2018;29.657;3.041;28.7485;23.793;4.776;22.885;0.802272651;5.017;Cloudy;11;24;17.5
18/09/2018;9;2018;27.84;-1.817;29.7855;21.977;-1.816;23.7865;0.789403736;5.032;Cloudy;9;24;16.5
19/09/2018;9;2018;31.731;3.891;29.7875;25.596;3.619;23.9865;0.806655952;4.408;Cloudy;10;26;18
20/09/2018;9;2018;27.844;-3.887;29.498;22.377;-3.219;23.944;0.803656084;5.028;Cloudy;13;29;21
21/09/2018;9;2018;31.152;3.308;29.6685;25.511;3.134;23.3145;0.818920134;5.026;Cloudy;11;24;17.5
22/09/2018;9;2018;28.185;-2.967;30.33;21.118;-4.393;23.246;0.749263793;5.027;Cloudy;8;25;16.5
23/09/2018;9;2018;32.475;4.29;28.136;25.374;4.256;21.5945;0.781339492;4.418;Cloudy;10;27;18.5
24/09/2018;9;2018;23.797;-8.678;17.361;17.815;-7.559;11.9805;0.748623776;5.027;Cloudy;11;26;18.5
25/09/2018;9;2018;10.925;-12.872;18.242;6.146;-11.669;12.7645;0.562562929;5.032;Cloudy;15;21;18
26/09/2018;9;2018;25.559;14.634;21.2595;19.383;13.237;15.459;0.758363003;5.033;Cloudy;12;24;18
27/09/2018;9;2018;16.96;-8.599;22.766;11.535;-7.848;17.1605;0.680129717;4.54;Cloudy;12;24;18
28/09/2018;9;2018;28.572;11.612;27.2215;22.786;11.251;20.608;0.79749405;5.029;Cloudy;14;28;21
29/09/2018;9;2018;25.871;-2.701;17.475;18.43;-4.356;11.506;0.712380658;5.029;Cloudy;15;29;22
30/09/2018;9;2018;9.079;-16.792;21.0665;4.582;-13.848;15.4735;0.504681132;4.609;Cloudy;16;20;18
01/10/2018;10;2018;33.054;23.975;32.9475;26.365;21.783;26.8785;0.797634174;5.016;Fine;9;25;17
02/10/2018;10;2018;32.841;-0.213;34.2135;27.392;1.027;28.525;0.834079352;5.027;Cloudy;10;25;17.5
03/10/2018;10;2018;35.586;2.745;34.8805;29.658;2.266;28.901;0.833417636;4.9;Fine;8;26;17
04/10/2018;10;2018;34.175;-1.411;25.0735;28.144;-1.514;19.049;0.823525969;4.771;Fine;10;27;18.5
05/10/2018;10;2018;15.972;-18.203;14.9415;9.954;-18.19;8.9235;0.623215627;3.738;Cloudy;16;25;20.5
06/10/2018;10;2018;13.911;-2.061;19.2225;7.893;-2.061;12.1485;0.567392711;4.318;Cloudy;15;21;18
07/10/2018;10;2018;24.534;10.623;28.4795;16.404;8.511;20.359;0.668623135;5.026;Cloudy;14;24;19
08/10/2018;10;2018;32.425;7.891;29.0285;24.314;7.91;21.7955;0.749853508;5.017;Cloudy;13;27;20
09/10/2018;10;2018;25.632;-6.793;30.089;19.277;-5.037;24.361;0.752067728;5.026;Cloudy;14;27;20.5
10/10/2018;10;2018;34.546;8.914;26.1075;29.445;10.168;21.1815;0.852341805;4.632;Fine;15;30;22.5
11/10/2018;10;2018;17.669;-16.877;14.079;12.918;-16.527;9.4425;0.731110985;5.032;Cloudy;17;25;21
12/10/2018;10;2018;10.489;-7.18;10.058;5.967;-6.951;4.67;0.568881686;2.28;Cloudy;14;21;17.5
13/10/2018;10;2018;9.627;-0.862;10.3305;3.373;-2.594;3.992;0.350368755;2.111;Cloudy;15;18;16.5
14/10/2018;10;2018;11.034;1.407;11.0245;4.611;1.238;5.219;0.417890158;2.333;Cloudy;15;20;17.5
15/10/2018;10;2018;11.015;-0.019;17.6955;5.827;1.216;12.7295;0.529005901;2.852;Cloudy;17;21;19
16/10/2018;10;2018;24.376;13.361;23.855;19.632;13.805;18.6275;0.805382343;5.031;Cloudy;19;26;22.5
17/10/2018;10;2018;23.334;-1.042;20.8465;17.623;-2.009;15.5665;0.75524985;5.031;Cloudy;17;26;21.5
18/10/2018;10;2018;18.359;-4.975;22.429;13.51;-4.113;16.8825;0.735878861;5.032;Cloudy;17;25;21
19/10/2018;10;2018;26.499;8.14;29.71;20.255;6.745;25.3415;0.764368467;5.031;Cloudy;15;26;20.5
20/10/2018;10;2018;32.921;6.422;27.874;30.428;10.173;24.545;0.92427326;4.659;Cloudy;16;28;22
21/10/2018;10;2018;22.827;-10.094;28.091;18.662;-11.766;23.5105;0.817540632;5.006;Cloudy;18;29;23.5
22/10/2018;10;2018;33.355;10.528;34.8475;28.359;9.697;29.821;0.850217359;5.014;Fine;14;28;21
23/10/2018;10;2018;36.34;2.985;35.8545;31.283;2.924;30.7725;0.860842047;4.926;Fine;16;29;22.5
24/10/2018;10;2018;35.369;-0.971;30.96;30.262;-1.021;25.8;0.855608018;4.783;Fine;17;33;25
25/10/2018;10;2018;26.551;-8.818;31.4005;21.338;-8.924;26.135;0.803660879;5.03;Cloudy;18;28;23
26/10/2018;10;2018;36.25;9.699;36.514;30.932;9.594;30.189;0.853296552;5.009;Fine;16;34;25
27/10/2018;10;2018;36.778;0.528;32.7945;29.446;-1.486;25.4585;0.800641688;5.008;Fine;17;29;23
28/10/2018;10;2018;28.811;-7.967;17.8005;21.471;-7.975;12.1845;0.745236195;5.032;Cloudy;16;30;23
29/10/2018;10;2018;6.79;-22.021;18.156;2.898;-18.573;13.3585;0.426804124;1.752;Cloudy;18;21;19.5
30/10/2018;10;2018;29.522;22.732;32.9445;23.819;20.921;26.7645;0.806822031;5.029;Cloudy;13;25;19
31/10/2018;10;2018;36.367;6.845;37.293;29.71;5.891;30.9795;0.816949432;5.024;Fine;13;27;20
01/11/2018;11;2018;38.219;1.852;35.6895;32.249;2.539;29.3145;0.843794971;5.023;Fine;13;28;20.5
02/11/2018;11;2018;33.16;-5.059;35.9075;26.38;-5.869;27.725;0.795536791;5.032;Fine;16;27;21.5
03/11/2018;11;2018;38.655;5.495;37.6855;29.07;2.69;27.69;0.752037253;4.922;Fine;14;31;22.5
04/11/2018;11;2018;36.716;-1.939;35.804;26.31;-2.76;26.802;0.716581327;4.647;Fine;17;33;25
