Date;Mes;Ano;Gen;subGen;mmGen;Exp;subExp;mmExp;exp/gen;Cond;Temp min;Temp max;Temp med
05/05/2018;5;2018;24.21;3.64;22.39;10.416;1.162;9.835;0.43023544;Cloudy;15;26;20.5
06/05/2018;5;2018;24.46;0.25;24.335;9.7;-0.716;10.058;0.396565822;Cloudy;18;26;22
07/05/2018;5;2018;6.22;-18.24;15.34;3.979;-5.721;6.8395;0.639710611;Showers;21;23;22
08/05/2018;5;2018;17.75;11.53;11.985;8.343;4.364;6.161;0.470028169;Cloudy;18;24;21
13/05/2018;5;2018;12.61;-5.14;15.18;9.442;1.099;8.8925;0.748770817;Cloudy;0;40;20
14/05/2018;5;2018;21.77;9.16;17.19;8.762;-0.68;9.102;0.402480478;Cloudy;9;24;16.5
15/05/2018;5;2018;21.8;0.03;21.785;9.136;0.374;8.949;0.419082569;Cloudy;12;23;17.5
16/05/2018;5;2018;27.21;5.41;24.505;9.852;0.716;9.494;0.362072767;Cloudy;12;23;17.5
17/05/2018;5;2018;23.94;-3.27;25.575;11.16;1.308;10.506;0.466165414;Cloudy;15;22;18.5
18/05/2018;5;2018;25.38;1.44;24.66;10.503;-0.657;10.8315;0.413829787;Cloudy;15;22;18.5
19/05/2018;5;2018;25.02;-0.36;25.2;8.792;-1.711;9.6475;0.351398881;Cloudy;11;22;16.5
20/05/2018;5;2018;23.85;-1.17;24.435;10.514;1.722;9.653;0.440838574;Cloudy;10;24;17
21/05/2018;5;2018;21.7;-2.15;22.775;8.828;-1.686;9.671;0.406820276;Cloudy;7;22;14.5
22/05/2018;5;2018;24.58;2.88;23.14;9.743;0.915;9.2855;0.39637917;Cloudy;7;24;15.5
23/05/2018;5;2018;30.59;6.01;27.585;14.094;4.351;11.9185;0.460738804;Cloudy;9;24;16.5
24/05/2018;5;2018;24.41;-6.18;27.5;9.82;-4.274;11.957;0.402294142;Cloudy;15;24;19.5
25/05/2018;5;2018;18.76;-5.65;21.585;10.013;0.193;9.9165;0.533742004;Cloudy;16;24;20
26/05/2018;5;2018;30.25;11.49;24.505;12.436;2.423;11.2245;0.411107438;Cloudy;15;23;19
27/05/2018;5;2018;23.69;-6.56;26.97;13.088;0.652;12.762;0.552469396;Cloudy;15;23;19
28/05/2018;5;2018;23.69;0;23.69;9.84;-3.248;11.464;0.415365133;Cloudy;16;21;18.5
29/05/2018;5;2018;22.24;-1.45;22.965;11.245;1.405;10.5425;0.505620504;Cloudy;16;22;19
30/05/2018;5;2018;28.51;6.27;25.375;12.891;1.646;12.068;0.452157138;Cloudy;13;24;18.5
31/05/2018;5;2018;23.36;-5.15;25.935;9.29;-3.601;11.0905;0.397688356;Cloudy;6;21;13.5
01/06/2018;6;2018;27.43;4.07;25.395;10.898;1.608;10.094;0.397302224;Cloudy;10;20;15
02/06/2018;6;2018;29.67;2.24;28.55;13.673;2.775;12.2855;0.460835861;Cloudy;6;22;14
03/06/2018;6;2018;27.04;-2.63;28.355;11.009;-2.664;12.341;0.407137574;Cloudy;7;23;15
04/06/2018;6;2018;29.55;2.51;28.295;12.082;1.073;11.5455;0.408866328;Cloudy;11;22;16.5
05/06/2018;6;2018;28.37;-1.18;28.96;14.07;1.988;13.076;0.495946422;Cloudy;14;22;18
06/06/2018;6;2018;27.88;-0.49;28.125;12.383;-1.687;13.2265;0.444153515;Cloudy;14;22;18
07/06/2018;6;2018;11.84;-16.04;19.86;10.233;-2.15;11.308;0.864273649;Cloudy;14;19;16.5
08/06/2018;6;2018;27.77;15.93;19.805;12.01;1.777;11.1215;0.432481095;Cloudy;16;22;19
09/06/2018;6;2018;24.41;-3.36;26.09;9.7;-2.31;10.855;0.397378124;Cloudy;14;23;18.5
10/06/2018;6;2018;30.09;5.68;27.25;13.462;3.762;11.581;0.44739116;Cloudy;12;23;17.5
11/06/2018;6;2018;27.4;-2.69;28.745;13.565;0.103;13.5135;0.495072993;Cloudy;10;22;16
12/06/2018;6;2018;19.28;-8.12;23.34;8.586;-4.979;11.0755;0.44533195;Cloudy;9;22;15.5
13/06/2018;6;2018;25.91;6.63;22.595;12.712;4.126;10.649;0.490621382;Cloudy;12;24;18
14/06/2018;6;2018;17.13;-8.78;21.52;9.164;-3.548;10.938;0.534967893;Cloudy;16;22;19
15/06/2018;6;2018;31.16;14.03;24.145;13.577;4.413;11.3705;0.43571887;Cloudy;11;22;16.5
16/06/2018;6;2018;28.34;-2.82;29.75;13.121;-0.456;13.349;0.46298518;Cloudy;6;21;13.5
17/06/2018;6;2018;25.15;-3.19;26.745;10.125;-2.996;11.623;0.402584493;Cloudy;7;21;14
18/06/2018;6;2018;24;-1.15;24.575;9.822;-0.303;9.9735;0.40925;Cloudy;4;18;11
19/06/2018;6;2018;29.92;5.92;26.96;11.65;1.828;10.736;0.389371658;Cloudy;7;19;13
20/06/2018;6;2018;28.79;-1.13;29.355;12.715;1.065;12.1825;0.441646405;Cloudy;4;21;12.5
21/06/2018;6;2018;30.7;1.91;29.745;11.122;-1.593;11.9185;0.36228013;Cloudy;13;21;17
22/06/2018;6;2018;29.91;-0.79;30.305;13.098;1.976;12.11;0.437913741;Cloudy;14;21;17.5
23/06/2018;6;2018;28.83;-1.08;29.37;10.488;-2.61;11.793;0.363787721;Cloudy;10;21;15.5
24/06/2018;6;2018;30.67;1.84;29.75;10.216;-0.272;10.352;0.333094229;Cloudy;7;22;14.5
25/06/2018;6;2018;8.97;-21.7;19.82;7.822;-2.394;9.019;0.872017837;Showers;8;18;13
26/06/2018;6;2018;15.42;6.45;12.195;5.993;-1.829;6.9075;0.388651102;Cloudy;14;20;17
27/06/2018;6;2018;2.91;-12.51;9.165;1.6005;-4.3925;3.79675;0.55;Showers;14;19;16.5
28/06/2018;6;2018;13.63;10.72;8.27;9.813;8.2125;5.70675;0.719955979;Cloudy;14;19;16.5
29/06/2018;6;2018;22.5;8.87;18.065;7.424;-2.389;8.6185;0.329955556;Cloudy;11;21;16
30/06/2018;6;2018;22.47;-0.03;22.485;10.984;3.56;9.204;0.488829551;Cloudy;12;22;17
01/07/2018;7;2018;8.83;-13.64;15.65;8.573;-2.411;9.7785;0.970894677;Showers;13;21;17
02/07/2018;7;2018;24.61;15.78;16.72;8.783;0.21;8.678;0.356887444;Cloudy;15;21;18
03/07/2018;7;2018;29.41;4.8;27.01;12.146;3.363;10.4645;0.412988779;Cloudy;13;22;17.5
04/07/2018;7;2018;24.58;-4.83;26.995;11.573;-0.573;11.8595;0.470829943;Cloudy;12;23;17.5
05/07/2018;7;2018;16.38;-8.2;20.48;10.874;-0.699;11.2235;0.663858364;Cloudy;15;22;18.5
06/07/2018;7;2018;20.08;3.7;18.23;6.543;-4.331;8.7085;0.325846614;Cloudy;18;22;20
07/07/2018;7;2018;15.61;-4.47;17.845;10.431;3.888;8.487;0.668225496;Cloudy;17;24;20.5
08/07/2018;7;2018;30.43;14.82;23.02;12.177;1.746;11.304;0.400164312;Cloudy;6;20;13
09/07/2018;7;2018;31.12;0.69;30.775;13.743;1.566;12.96;0.441613111;Cloudy;4;20;12
10/07/2018;7;2018;28.33;-2.79;29.725;10.396;-3.347;12.0695;0.366960819;Cloudy;8;20;14
11/07/2018;7;2018;19.44;-8.89;23.885;10.165;-0.231;10.2805;0.522890947;Cloudy;14;19;16.5
12/07/2018;7;2018;25.97;6.53;22.705;10.655;0.49;10.41;0.410281094;Cloudy;14;21;17.5
13/07/2018;7;2018;30.17;4.2;28.07;10.941;0.286;10.798;0.362645012;Cloudy;9;21;15
14/07/2018;7;2018;29.85;-0.32;30.01;9.813;-1.128;10.377;0.328743719;Cloudy;4;19;11.5
15/07/2018;7;2018;30.02;0.17;29.935;13.21;3.397;11.5115;0.440039973;Cloudy;5;20;12.5
16/07/2018;7;2018;25.9;-4.12;27.96;10.708;-2.502;11.959;0.413436293;Cloudy;8;22;15
17/07/2018;7;2018;28.87;2.97;27.385;12.266;1.558;11.487;0.424870107;Cloudy;4;21;12.5
18/07/2018;7;2018;30.47;1.6;29.67;12.355;0.089;12.3105;0.405480801;Cloudy;6;22;14
19/07/2018;7;2018;25.77;-4.7;28.12;10.82;-1.535;11.5875;0.419868064;Cloudy;4;22;13
20/07/2018;7;2018;28.46;2.69;27.115;11.719;0.899;11.2695;0.411770907;Cloudy;9;23;16
21/07/2018;7;2018;26.58;-1.88;27.52;11.993;0.274;11.856;0.451203913;Cloudy;9;19;14
22/07/2018;7;2018;24.54;-2.04;25.56;9.345;-2.648;10.669;0.380806846;Cloudy;8;21;14.5
23/07/2018;7;2018;27.5;2.96;26.02;15.011;5.666;12.178;0.545854545;Cloudy;6;20;13
24/07/2018;7;2018;30.81;3.31;29.155;13.2;-1.811;14.1055;0.428432327;Cloudy;7;23;15
25/07/2018;7;2018;22.18;-8.63;26.495;10.753;-2.447;11.9765;0.484806132;Cloudy;11;24;17.5
26/07/2018;7;2018;28.92;6.74;25.55;12.397;1.644;11.575;0.428665284;Cloudy;12;22;17
27/07/2018;7;2018;27.77;-1.15;28.345;11.196;-1.201;11.7965;0.403168887;Cloudy;15;24;19.5
28/07/2018;7;2018;24.21;-3.56;25.99;9.926;-1.27;10.561;0.409995869;Cloudy;10;24;17
29/07/2018;7;2018;22.38;-1.83;23.295;8.54;-1.386;9.233;0.381590706;Cloudy;10;24;17
30/07/2018;7;2018;25.93;3.55;24.155;9.962;1.422;9.251;0.384188199;Cloudy;13;24;18.5
31/07/2018;7;2018;25.55;-0.38;25.74;10.064;0.102;10.013;0.393894325;Cloudy;4;21;12.5
01/08/2018;8;2018;26.61;1.06;26.08;10.897;0.833;10.4805;0.409507704;Cloudy;7;22;14.5
02/08/2018;8;2018;32.05;5.44;29.33;12.398;1.501;11.6475;0.386833073;Cloudy;7;22;14.5
03/08/2018;8;2018;27.14;-4.91;29.595;10.931;-1.467;11.6645;0.402763449;Cloudy;7;22;14.5
04/08/2018;8;2018;26.84;-0.3;26.99;9.626;-1.305;10.2785;0.358643815;Cloudy;10;24;17
05/08/2018;8;2018;28.39;1.55;27.615;11.677;2.051;10.6515;0.411306798;Cloudy;9;23;16
06/08/2018;8;2018;26.37;-2.02;27.38;10.342;-1.335;11.0095;0.392188093;Cloudy;14;26;20
07/08/2018;8;2018;21.03;-5.34;23.7;8.381;-1.961;9.3615;0.398525915;Cloudy;13;22;17.5
08/08/2018;8;2018;31.89;10.86;26.46;11.699;3.318;10.04;0.366854813;Cloudy;3;20;11.5
09/08/2018;8;2018;28.93;-2.96;30.41;11.388;-0.311;11.5435;0.39363982;Cloudy;4;21;12.5
10/08/2018;8;2018;27.36;-1.57;28.145;11.085;-0.303;11.2365;0.405153509;Cloudy;9;22;15.5
11/08/2018;8;2018;25.49;-1.87;26.425;11.55;0.465;11.3175;0.45311887;Cloudy;8;23;15.5
12/08/2018;8;2018;26.91;1.42;26.2;11.16;-0.39;11.355;0.414715719;Cloudy;10;25;17.5
13/08/2018;8;2018;24.18;-2.73;25.545;9.161;-1.999;10.1605;0.378866832;Cloudy;7;19;13
14/08/2018;8;2018;24.65;0.47;24.415;10.338;1.177;9.7495;0.419391481;Cloudy;3;20;11.5
15/08/2018;8;2018;28.29;3.64;26.47;11.753;1.415;11.0455;0.415447154;Cloudy;7;25;16
16/08/2018;8;2018;25.25;-3.04;26.77;10.426;-1.327;11.0895;0.412910891;Cloudy;12;28;20
17/08/2018;8;2018;25.92;0.67;25.585;10.594;0.168;10.51;0.408719136;Cloudy;10;26;18
18/08/2018;8;2018;21.32;-4.6;23.62;8.277;-2.317;9.4355;0.388227017;Cloudy;7;24;15.5
19/08/2018;8;2018;20.68;-0.64;21;8.379;0.102;8.328;0.405174081;Cloudy;8;24;16
20/08/2018;8;2018;24.58;3.9;22.63;10.156;1.777;9.2675;0.413181448;Cloudy;10;20;15
21/08/2018;8;2018;25.58;1;25.08;10.343;0.187;10.2495;0.404339328;Cloudy;1;20;10.5
22/08/2018;8;2018;26.02;0.44;25.8;9.781;-0.562;10.062;0.375903151;Cloudy;3;24;13.5
23/08/2018;8;2018;26.98;0.96;26.5;11.498;1.717;10.6395;0.426167532;Cloudy;4;22;13
24/08/2018;8;2018;23.05;-3.93;25.015;9.944;-1.554;10.721;0.431409978;Cloudy;8;23;15.5
25/08/2018;8;2018;27.06;4.01;25.055;12.147;2.203;11.0455;0.448891353;Cloudy;12;23;17.5
26/08/2018;8;2018;15.98;-11.08;21.52;12.677;0.53;12.412;0.79330413;Cloudy;15;20;17.5
27/08/2018;8;2018;31.25;15.27;23.615;12.789;0.112;12.733;0.409248;Cloudy;8;23;15.5
28/08/2018;8;2018;27.51;-3.74;29.38;10.793;-1.996;11.791;0.392330062;Cloudy;11;21;16
29/08/2018;8;2018;29.52;2.01;28.515;12.142;1.349;11.4675;0.411314363;Cloudy;8;25;16.5
30/08/2018;8;2018;27.61;-1.91;28.565;12.055;-0.087;12.0985;0.436617168;Cloudy;4;22;13
31/08/2018;8;2018;24.34;-3.27;25.975;10.787;-1.268;11.421;0.443179951;Cloudy;7;25;16
01/09/2018;9;2018;24.28;-0.06;24.31;9.269;-1.518;10.028;0.38175453;Cloudy;12;25;18.5
02/09/2018;9;2018;25.82;1.54;25.05;11.192;1.923;10.2305;0.433462432;Cloudy;7;23;15
03/09/2018;9;2018;28.4;2.58;27.11;12.533;1.341;11.8625;0.441302817;Cloudy;12;22;17
04/09/2018;9;2018;28.44;0.04;28.42;12.517;-0.016;12.525;0.44011955;Cloudy;13;22;17.5
05/09/2018;9;2018;25.23;-3.21;26.835;11.326;-1.191;11.9215;0.448910028;Cloudy;13;22;17.5
06/09/2018;9;2018;28.48;3.25;26.855;11.942;0.616;11.634;0.419311798;Cloudy;13;23;18
07/09/2018;9;2018;30.58;2.1;29.53;13.878;1.936;12.91;0.45382603;Cloudy;12;24;18
08/09/2018;9;2018;21.99;-8.59;26.285;9.64;-4.238;11.759;0.438381082;Cloudy;16;26;21
09/09/2018;9;2018;30.19;8.2;26.09;14.612;4.972;12.126;0.484001325;Cloudy;11;24;17.5
10/09/2018;9;2018;28.15;-2.04;29.17;11.141;-3.471;12.8765;0.395772647;Cloudy;8;23;15.5
11/09/2018;9;2018;27.57;-0.58;27.86;11.408;0.267;11.2745;0.413783098;Cloudy;13;23;18
12/09/2018;9;2018;29.3;1.73;28.435;13.345;1.937;12.3765;0.455460751;Cloudy;12;24;18
13/09/2018;9;2018;26.57;-2.73;27.935;10.366;-2.979;11.8555;0.390139255;Cloudy;10;24;17
14/09/2018;9;2018;26.86;0.29;26.715;10.523;0.157;10.4445;0.391772152;Cloudy;12;24;18
15/09/2018;9;2018;21.41;-5.45;24.135;10.066;-0.457;10.2945;0.470154134;Cloudy;11;25;18
16/09/2018;9;2018;25.35;3.94;23.38;10.585;0.519;10.3255;0.417554241;Cloudy;15;29;22
17/09/2018;9;2018;28.94;3.59;27.145;11.932;1.347;11.2585;0.412301313;Cloudy;14;22;18
18/09/2018;9;2018;27.47;-1.47;28.205;10.507;-1.425;11.2195;0.382489989;Cloudy;13;23;18
19/09/2018;9;2018;25.69;-1.78;26.58;25.69;15.183;18.0985;1;Cloudy;9;24;16.5
20/09/2018;9;2018;26.16;0.47;25.925;10.824;-14.866;18.257;0.413761468;Cloudy;14;29;21.5
21/09/2018;9;2018;30.69;4.53;28.425;10.869;0.045;10.8465;0.354154448;Cloudy;14;22;18
22/09/2018;9;2018;24.9;-5.79;27.795;9.552;-1.317;10.2105;0.383614458;Cloudy;13;23;18
23/09/2018;9;2018;21.96;-2.94;23.43;9.411;-0.141;9.4815;0.428551913;Cloudy;10;23;16.5
24/09/2018;9;2018;24.87;2.91;23.415;9.164;-0.247;9.2875;0.368476076;Cloudy;11;23;17
25/09/2018;9;2018;16.18;-8.69;20.525;8.136;-1.028;8.65;0.502843016;Cloudy;15;19;17
26/09/2018;9;2018;28.97;12.79;22.575;12.257;4.121;10.1965;0.423092855;Cloudy;14;22;18
27/09/2018;9;2018;27.18;-1.79;28.075;10;-2.257;11.1285;0.367917586;Cloudy;12;23;17.5
28/09/2018;9;2018;26.09;-1.09;26.635;10.425;0.425;10.2125;0.399578383;Cloudy;16;24;20
29/09/2018;9;2018;25.63;-0.46;25.86;9.152;-1.273;9.7885;0.357081545;Cloudy;15;26;20.5
30/09/2018;9;2018;8.35;-17.28;16.99;7.516;-1.636;8.334;0.90011976;Showers;16;20;18
01/10/2018;10;2018;29.83;21.48;19.09;8.645;1.129;8.0805;0.289808917;Cloudy;14;22;18
02/10/2018;10;2018;18.6;-11.23;24.215;8.432;-0.213;8.5385;0.453333333;Cloudy;14;22;18
03/10/2018;10;2018;26.25;7.65;22.425;10.281;1.849;9.3565;0.391657143;Cloudy;14;23;18.5
04/10/2018;10;2018;9.43;-16.82;17.84;4.85645;-5.42455;7.568725;0.515;Showers;11;23;17
05/10/2018;10;2018;29.04;19.61;19.235;9.604;4.74755;7.230225;0.330716253;Cloudy;14;24;19
06/10/2018;10;2018;24.77;-4.27;26.905;10.904;1.3;10.254;0.440209931;Cloudy;15;22;18.5
07/10/2018;10;2018;28.02;3.25;26.395;10.991;0.087;10.9475;0.392255532;Cloudy;16;22;19
08/10/2018;10;2018;23.26;-4.76;25.64;9.492;-1.499;10.2415;0.408082545;Cloudy;14;24;19
09/10/2018;10;2018;21.23;-2.03;22.245;9.271;-0.221;9.3815;0.436693358;Cloudy;14;25;19.5
10/10/2018;10;2018;22.86;1.63;22.045;9.862;0.591;9.5665;0.431408574;Cloudy;15;27;21
11/10/2018;10;2018;15.61;-7.25;19.235;8.312;-1.55;9.087;0.53247918;Cloudy;19;23;21
12/10/2018;10;2018;10.72;-4.89;13.165;6.112;-2.2;7.212;0.570149254;Cloudy;17;20;18.5
13/10/2018;10;2018;12.17;1.45;11.445;5.074;-1.038;5.593;0.416926869;Cloudy;16;19;17.5
14/10/2018;10;2018;8.49;-3.68;10.33;7.338;2.264;6.206;0.864310954;Showers;17;21;19
15/10/2018;10;2018;24.24;15.75;16.365;11.068;3.73;9.203;0.45660066;Cloudy;17;23;20
16/10/2018;10;2018;21.26;-2.98;22.75;10.579;-0.489;10.8235;0.497601129;Cloudy;19;24;21.5
17/10/2018;10;2018;24.47;3.21;22.865;9.103;-1.476;9.841;0.372006539;Cloudy;19;24;21.5
18/10/2018;10;2018;20.31;-4.16;22.39;7.861;-1.242;8.482;0.387050714;Cloudy;18;23;20.5
19/10/2018;10;2018;31.44;11.13;25.875;12.391;4.53;10.126;0.394115776;Cloudy;19;25;22
20/10/2018;10;2018;27.54;-3.9;29.49;13.219;0.828;12.805;0.479992738;Cloudy;16;25;20.5
21/10/2018;10;2018;25.96;-1.58;26.75;11.858;-1.361;12.5385;0.456779661;Cloudy;17;26;21.5
22/10/2018;10;2018;24.18;-1.78;25.07;6.292;-5.566;9.075;0.260215054;Cloudy;15;25;20
23/10/2018;10;2018;26.8;2.62;25.49;12.254;5.962;9.273;0.457238806;Cloudy;17;25;21
24/10/2018;10;2018;29.84;3.04;28.32;12.353;0.099;12.3035;0.413974531;Cloudy;17;27;22
25/10/2018;10;2018;25.04;-4.8;27.44;10.989;-1.364;11.671;0.438857827;Cloudy;19;27;23
26/10/2018;10;2018;24.34;-0.7;24.69;9.909;-1.08;10.449;0.407107642;Cloudy;18;34;26
27/10/2018;10;2018;30.35;6.01;27.345;13.315;3.406;11.612;0.438714992;Cloudy;20;26;23
28/10/2018;10;2018;21.96;-8.39;26.155;10.842;-2.473;12.0785;0.493715847;Cloudy;17;27;22
29/10/2018;10;2018;6.89;-15.07;14.425;5.612;-5.23;8.227;0.814513788;Showers;20;22;21
30/10/2018;10;2018;29.01;22.12;17.95;12.123;6.511;8.8675;0.417890383;Cloudy;17;25;21
31/10/2018;10;2018;26.05;-2.96;27.53;11.44;-0.683;11.7815;0.43915547;Cloudy;14;26;20
01/11/2018;11;2018;23.45;-2.6;24.75;8.843;-2.597;10.1415;0.377100213;Cloudy;14;26;20
02/11/2018;11;2018;22.95;-0.5;23.2;9.337;0.494;9.09;0.406840959;Cloudy;20;26;23
03/11/2018;11;2018;27.84;4.89;25.395;10.098;0.761;9.7175;0.362715517;Cloudy;15;29;22
04/11/2018;11;2018;26.64;-1.2;27.24;10.205;0.107;10.1515;0.383070571;Cloudy;18;31;24.5
05/11/2018;11;2018;33.44;6.8;30.04;13.723;3.518;11.964;0.410376794;Cloudy;20;32;26
06/11/2018;11;2018;32.33;-1.11;32.885;11.61;-2.113;12.6665;0.359109187;Cloudy;21;30;25.5
07/11/2018;11;2018;29.64;-2.69;30.985;12.065;0.455;11.8375;0.407051282;Cloudy;19;30;24.5
08/11/2018;11;2018;15.93;-13.71;22.785;10.693;-1.372;11.379;0.671249215;Cloudy;21;23;22
09/11/2018;11;2018;27.78;11.85;21.855;12.034;1.341;11.3635;0.433189345;Cloudy;17;25;21
10/11/2018;11;2018;23.29;-4.49;25.535;10.859;-1.175;11.4465;0.46625161;Cloudy;14;25;19.5
11/11/2018;11;2018;25.31;2.02;24.3;11.699;0.84;11.279;0.462228368;Cloudy;15;26;20.5
12/11/2018;11;2018;27.6;2.29;26.455;13.056;1.357;12.3775;0.473043478;Cloudy;17;26;21.5
13/11/2018;11;2018;30.63;3.03;29.115;12.438;-0.618;12.747;0.406072478;Cloudy;17;27;22
14/11/2018;11;2018;27.38;-3.25;29.005;11.325;-1.113;11.8815;0.413623083;Cloudy;16;27;21.5
15/11/2018;11;2018;27.82;0.44;27.6;11.452;0.127;11.3885;0.411646298;Cloudy;17;27;22
16/11/2018;11;2018;32.08;4.26;29.95;11.762;0.31;11.607;0.366645885;Cloudy;17;27;22
17/11/2018;11;2018;27.98;-4.1;30.03;12.189;0.427;11.9755;0.435632595;Cloudy;17;28;22.5
18/11/2018;11;2018;26.83;-1.15;27.405;12.066;-0.123;12.1275;0.449720462;Cloudy;17;26;21.5
19/11/2018;11;2018;28.12;1.29;27.475;13.26;1.194;12.663;0.471550498;Cloudy;21;26;23.5
20/11/2018;11;2018;26.68;-1.44;27.4;11.939;-1.321;12.5995;0.447488756;Cloudy;15;26;20.5
21/11/2018;11;2018;24.7;-1.98;25.69;10.268;-1.671;11.1035;0.415708502;Cloudy;17;30;23.5
22/11/2018;11;2018;21.92;-2.78;23.31;10.826;0.558;10.547;0.493886861;Cloudy;21;30;25.5
23/11/2018;11;2018;25.8;3.88;23.86;11.242;0.416;11.034;0.435736434;Cloudy;17;31;24
24/11/2018;11;2018;28.77;2.97;27.285;11.923;0.681;11.5825;0.414424748;Cloudy;12;32;22
25/11/2018;11;2018;31.17;2.4;29.97;11.972;0.049;11.9475;0.384087263;Cloudy;13;30;21.5
26/11/2018;11;2018;34.58;3.41;32.875;12.975;1.003;12.4735;0.375216888;Cloudy;15;35;25
27/11/2018;11;2018;24.36;-10.22;29.47;11.558;-1.417;12.2665;0.474466338;Cloudy;22;26;24
28/11/2018;11;2018;26.39;2.03;25.375;13.652;2.094;12.605;0.517317166;Cloudy;21;34;27.5
29/11/2018;11;2018;26.56;0.17;26.475;12.687;-0.965;13.1695;0.477673193;Cloudy;15;32;23.5
30/11/2018;11;2018;27.96;1.4;27.26;12.613;-0.074;12.65;0.451108727;Cloudy;20;27;23.5
01/12/2018;12;2018;36.28;8.32;32.12;13.806;1.193;13.2095;0.380540243;Cloudy;18;29;23.5
02/12/2018;12;2018;39.66;3.38;37.97;12.248;-1.558;13.027;0.308825013;Cloudy;21;35;28
03/12/2018;12;2018;31.68;-7.98;35.67;12.132;-0.116;12.19;0.382954545;Cloudy;23;29;26
04/12/2018;12;2018;14.51;-17.17;23.095;8.648;-3.484;10.39;0.596002757;Cloudy;22;27;24.5
05/12/2018;12;2018;25.54;11.03;20.025;13.264;4.616;10.956;0.519342208;Cloudy;20;27;23.5
06/12/2018;12;2018;30.66;5.12;28.1;11.104;-2.16;12.184;0.362165688;Cloudy;20;24;22
07/12/2018;12;2018;10.74;-19.92;20.7;7.63;-3.474;9.367;0.710428305;Cloudy;21;25;23
08/12/2018;12;2018;21.3;10.56;16.02;9.641;2.011;8.6355;0.452629108;Cloudy;22;25;23.5
09/12/2018;12;2018;25.85;4.55;23.575;9.944;0.303;9.7925;0.384680851;Cloudy;19;27;23
10/12/2018;12;2018;29.88;4.03;27.865;13.377;3.433;11.6605;0.447690763;Cloudy;21;27;24
11/12/2018;12;2018;25.35;-4.53;27.615;10.234;-3.143;11.8055;0.403708087;Cloudy;18;27;22.5
12/12/2018;12;2018;25.67;0.32;25.51;11.58;1.346;10.907;0.451110245;Cloudy;19;27;23
13/12/2018;12;2018;22.35;-3.32;24.01;10.346;-1.234;10.963;0.462908277;Cloudy;18;27;22.5
14/12/2018;12;2018;22.29;-0.06;22.32;10.86;0.514;10.603;0.487213997;Cloudy;22;27;24.5
15/12/2018;12;2018;23.85;1.56;23.07;10.495;-0.365;10.6775;0.440041929;Cloudy;21;28;24.5
16/12/2018;12;2018;6.07;-17.78;14.96;4.458;-6.037;7.4765;0.734431631;Showers;23;25;24
17/12/2018;12;2018;22.57;16.5;14.32;8.939;4.481;6.6985;0.396056712;Cloudy;22;27;24.5
18/12/2018;12;2018;24.27;1.7;23.42;10.091;1.152;9.515;0.415780799;Cloudy;22;27;24.5
19/12/2018;12;2018;23.58;-0.69;23.925;9.276;-0.815;9.6835;0.393384224;Cloudy;24;28;26
20/12/2018;12;2018;20.4;-3.18;21.99;7.367;-1.909;8.3215;0.361127451;Cloudy;21;29;25
21/12/2018;12;2018;25.54;5.14;22.97;8.744;1.377;8.0555;0.342364918;Cloudy;22;32;27
22/12/2018;12;2018;26.4;0.86;25.97;11.925;3.181;10.3345;0.451704545;Cloudy;23;35;29
23/12/2018;12;2018;32.48;6.08;29.44;31.24;19.315;21.5825;0.96182266;Cloudy;21;26;23.5
24/12/2018;12;2018;25.76;-6.72;29.12;25.76;-5.48;28.5;1;Cloudy;0;43;21.5
25/12/2018;12;2018;37.32;11.56;31.54;37.32;11.56;31.54;1;Cloudy;16;27;21.5
26/12/2018;12;2018;22.83;-14.49;30.075;22.83;-14.49;30.075;1;Cloudy;15;28;21.5
27/12/2018;12;2018;27.09;4.26;24.96;27.09;4.26;24.96;1;Cloudy;17;27;22
28/12/2018;12;2018;31.28;4.19;29.185;31.28;4.19;29.185;1;Cloudy;23;28;25.5
29/12/2018;12;2018;30.28;-1;30.78;30.28;-1;30.78;1;Cloudy;23;29;26
30/12/2018;12;2018;30.06;-0.22;30.17;30.06;-0.22;30.17;1;Cloudy;23;29;26
31/12/2018;12;2018;29.69;-0.37;29.875;29.69;-0.37;29.875;1;Cloudy;23;29;26
01/01/2019;1;2019;26.33;-3.36;28.01;26.33;-3.36;28.01;1;Cloudy;21;29;25
02/01/2019;1;2019;30.18;3.85;28.255;30.18;3.85;28.255;1;Cloudy;18;29;23.5
03/01/2019;1;2019;28.39;-1.79;29.285;28.39;-1.79;29.285;1;Cloudy;22;29;25.5
04/01/2019;1;2019;28.19;-0.2;28.29;28.19;-0.2;28.29;1;Cloudy;24;29;26.5
05/01/2019;1;2019;26.48;-1.71;27.335;26.48;-1.71;27.335;1;Cloudy;24;30;27
06/01/2019;1;2019;26.07;-0.41;26.275;26.07;-0.41;26.275;1;Cloudy;22;30;26
07/01/2019;1;2019;21.43;-4.64;23.75;21.43;-4.64;23.75;1;Cloudy;24;29;26.5
08/01/2019;1;2019;31.89;10.46;26.66;31.89;10.46;26.66;1;Cloudy;24;29;26.5
09/01/2019;1;2019;25.84;-6.05;28.865;25.84;-6.05;28.865;1;Cloudy;24;29;26.5
10/01/2019;1;2019;28.11;2.27;26.975;28.11;2.27;26.975;1;Cloudy;22;30;26
11/01/2019;1;2019;27.81;-0.3;27.96;27.81;-0.3;27.96;1;Cloudy;24;29;26.5
