Date;Mes;Ano;Gen;subGen;mmGen;Exp;subExp;mmExp;exp/gen;Cond;Temp min;Temp max;Temp med
12/01/2019;1;2019;25.16;-2.65;26.485;25.16;-2.65;26.485;1;Cloudy;24;29;26.5
13/01/2019;1;2019;24.02;-1.14;24.59;20.346;-4.814;22.753;0.84704413;Cloudy;20;29;24.5
14/01/2019;1;2019;27.38;3.36;25.7;27.38;7.034;23.863;1;Cloudy;24;29;26.5
15/01/2019;1;2019;27.81;0.43;27.595;27.81;0.43;27.595;1;Cloudy;21;29;25
16/01/2019;1;2019;29.38;1.57;28.595;29.38;1.57;28.595;1;Cloudy;19;29;24
17/01/2019;1;2019;31.1;1.72;30.24;31.1;1.72;30.24;1;Cloudy;21;29;25
18/01/2019;1;2019;20.72;-10.38;25.91;20.72;-10.38;25.91;1;Cloudy;19;30;24.5
19/01/2019;1;2019;23.82;3.1;22.27;23.82;3.1;22.27;1;Cloudy;18;29;23.5
20/01/2019;1;2019;26.44;2.62;25.13;26.44;2.62;25.13;1;Cloudy;19;30;24.5
21/01/2019;1;2019;26.09;-0.35;26.265;26.09;-0.35;26.265;1;Cloudy;20;30;25
22/01/2019;1;2019;33.02;6.93;29.555;33.02;6.93;29.555;1;Cloudy;21;30;25.5
23/01/2019;1;2019;32.37;-0.65;32.695;32.37;-0.65;32.695;1;Cloudy;20;30;25
24/01/2019;1;2019;36;3.63;34.185;36;3.63;34.185;1;Cloudy;20;30;25
25/01/2019;1;2019;40.18;4.18;38.09;40.17;4.17;38.085;0.99975112;Cloudy;22;30;26
26/01/2019;1;2019;28.83;-11.35;34.505;28.83;-11.34;34.5;1;Cloudy;21;30;25.5
27/01/2019;1;2019;37.4;8.57;33.115;37.4;8.57;33.115;1;Cloudy;20;30;25
28/01/2019;1;2019;34.31;-3.09;35.855;34.31;-3.09;35.855;1;Cloudy;20;30;25
29/01/2019;1;2019;35.32;1.01;34.815;35.32;1.01;34.815;1;Cloudy;21;30;25.5
30/01/2019;1;2019;27.91;-7.41;31.615;27.91;-7.41;31.615;1;Cloudy;22;30;26
31/01/2019;1;2019;35.63;7.72;31.77;35.63;7.72;31.77;1;Cloudy;22;29;25.5
01/02/2019;2;2019;31.8;-3.83;33.715;31.8;-3.83;33.715;1;Cloudy;20;30;25
02/02/2019;2;2019;25.65;-6.15;28.725;25.65;-6.15;28.725;1;Cloudy;23;30;26.5
03/02/2019;2;2019;25.51;-0.14;25.58;25.51;-0.14;25.58;1;Cloudy;24;27;25.5
04/02/2019;2;2019;26.53;1.02;26.02;26.53;1.02;26.02;1;Cloudy;23;28;25.5
05/02/2019;2;2019;29.64;3.11;28.085;29.64;3.11;28.085;1;Cloudy;22;29;25.5
06/02/2019;2;2019;28.12;-1.52;28.88;28.12;-1.52;28.88;1;Cloudy;22;29;25.5
07/02/2019;2;2019;27.01;-1.11;27.565;27.01;-1.11;27.565;1;Cloudy;21;29;25
08/02/2019;2;2019;28.56;1.55;27.785;28.56;1.55;27.785;1;Cloudy;22;28;25
09/02/2019;2;2019;25.42;-3.14;26.99;25.42;-3.14;26.99;1;Cloudy;21;29;25
10/02/2019;2;2019;32.55;7.13;28.985;10.446;-14.974;17.933;0.320921659;Cloudy;22;30;26
11/02/2019;2;2019;26.46;-6.09;29.505;10.098;-0.348;10.272;0.381632653;Cloudy;25;29;27
12/02/2019;2;2019;30.17;3.71;28.315;7.221;-2.877;8.6595;0.239343719;Cloudy;22;30;26
13/02/2019;2;2019;32.24;2.07;31.205;8.07;0.849;7.6455;0.250310174;Cloudy;22;31;26.5
14/02/2019;2;2019;18.38;-13.86;25.31;7.803;-0.267;7.9365;0.424537541;Cloudy;24;31;27.5
15/02/2019;2;2019;25.87;7.49;22.125;8.732;0.929;8.2675;0.337533823;Cloudy;23;29;26
16/02/2019;2;2019;27.98;2.11;26.925;8.018;-0.714;8.375;0.28656183;Cloudy;21;29;25
17/02/2019;2;2019;23.23;-4.75;25.605;8.803;0.785;8.4105;0.378949634;Cloudy;21;29;25
18/02/2019;2;2019;28.22;4.99;25.725;10.078;1.275;9.4405;0.357122608;Cloudy;20;29;24.5
19/02/2019;2;2019;25.2;-3.02;26.71;7.327;-2.751;8.7025;0.290753968;Cloudy;19;29;24
20/02/2019;2;2019;21.34;-3.86;23.27;6.173;-1.154;6.75;0.289268978;Cloudy;19;30;24.5
21/02/2019;2;2019;25.73;4.39;23.535;6.774;0.601;6.4735;0.263272445;Cloudy;25;31;28
22/02/2019;2;2019;18.25;-7.48;21.99;4.584;-2.19;5.679;0.251178082;Cloudy;22;29;25.5
23/02/2019;2;2019;29.57;11.32;23.91;12.1;7.516;8.342;0.409198512;Cloudy;21;29;25
24/02/2019;2;2019;28.71;-0.86;29.14;6.902;-5.198;9.501;0.24040404;Cloudy;21;28;24.5
25/02/2019;2;2019;24.09;-4.62;26.4;9.228;2.326;8.065;0.383063512;Cloudy;20;27;23.5
26/02/2019;2;2019;27.78;3.69;25.935;8.84;-0.388;9.034;0.318214543;Cloudy;19;27;23
27/02/2019;2;2019;23.74;-4.04;25.76;7.759;-1.081;8.2995;0.32683235;Cloudy;18;27;22.5
28/02/2019;2;2019;26.95;3.21;25.345;8.223;0.464;7.991;0.305120594;Cloudy;23;28;25.5
01/03/2019;3;2019;23.35;-3.6;25.15;9.676;1.453;8.9495;0.414389722;Cloudy;21;28;24.5
02/03/2019;3;2019;24.53;1.18;23.94;9.431;-0.245;9.5535;0.384467998;Cloudy;22;28;25
03/03/2019;3;2019;26.74;2.21;25.635;9.667;0.236;9.549;0.361518325;Cloudy;21;27;24
04/03/2019;3;2019;25.53;-1.21;26.135;9.587;-0.08;9.627;0.375518997;Cloudy;22;28;25
05/03/2019;3;2019;26.42;0.89;25.975;10.139;0.552;9.863;0.383762301;Cloudy;23;28;25.5
06/03/2019;3;2019;23.89;-2.53;25.155;8.853;-1.286;9.496;0.370573462;Cloudy;22;29;25.5
07/03/2019;3;2019;30.04;6.15;26.965;10.283;1.43;9.568;0.342310253;Cloudy;22;29;25.5
08/03/2019;3;2019;29.38;-0.66;29.71;10.718;0.435;10.5005;0.36480599;Cloudy;23;29;26
09/03/2019;3;2019;34.18;4.8;31.78;11.337;0.619;11.0275;0.331685196;Cloudy;24;29;26.5
10/03/2019;3;2019;28.47;-5.71;31.325;6.723;-4.614;9.03;0.236143309;Cloudy;19;29;24
11/03/2019;3;2019;24.24;-4.23;26.355;7.137;0.414;6.93;0.294430693;Cloudy;23;33;28
15/03/2019;3;2019;21.77;-2.47;23.005;9.387;2.25;8.262;0.431189711;Cloudy;22;32;27
16/03/2019;3;2019;22.06;0.29;21.915;9.099;-0.288;9.243;0.412466002;Cloudy;20;27;23.5
17/03/2019;3;2019;19.46;-2.6;20.76;12.373;3.274;10.736;0.635817061;Cloudy;21;28;24.5
18/03/2019;3;2019;24.65;5.19;22.055;8.896;-3.477;10.6345;0.360892495;Cloudy;20;29;24.5
19/03/2019;3;2019;23.51;-1.14;24.08;8.891;-0.005;8.8935;0.378179498;Cloudy;19;29;24
20/03/2019;3;2019;29.23;5.72;26.37;9.69;0.799;9.2905;0.331508724;Cloudy;21;29;25
21/03/2019;3;2019;29.22;-0.01;29.225;13.091;3.401;11.3905;0.448015058;Cloudy;20;29;24.5
22/03/2019;3;2019;6.77;-22.45;17.995;4.242;-8.849;8.6665;0.626587888;Showers;21;29;25
23/03/2019;3;2019;12;5.23;9.385;4.465;0.223;4.3535;0.372083333;Cloudy;21;29;25
25/03/2019;3;2019;8.57;-3.43;10.285;4.7135;0.2485;4.58925;0.55;Showers;20;31;25.5
26/03/2019;3;2019;10.49;1.92;9.53;4.868;0.1545;4.79075;0.46406101;Cloudy;21;29;25
27/03/2019;3;2019;2.52;-7.97;6.505;1.386;-3.482;3.127;0.55;Showers;22;24;23
28/03/2019;3;2019;4.92;2.4;3.72;2.706;1.32;2.046;0.55;Showers;19;24;21.5
29/03/2019;3;2019;7.41;2.49;6.165;4.0755;1.3695;3.39075;0.55;Showers;21;28;24.5
30/03/2019;3;2019;5.73;-1.68;6.57;3.1515;-0.924;3.6135;0.55;Showers;23;27;25
31/03/2019;3;2019;10.46;4.73;8.095;5.753;2.6015;4.45225;0.55;Cloudy;14;25;19.5
01/04/2019;4;2019;11.8;1.34;11.13;6.49;0.737;6.1215;0.55;Cloudy;16;26;21
02/04/2019;4;2019;11.48;-0.32;11.64;6.314;-0.176;6.402;0.55;Cloudy;18;27;22.5
03/04/2019;4;2019;10.81;-0.67;11.145;5.9455;-0.3685;6.12975;0.55;Cloudy;19;25;22
04/04/2019;4;2019;10.19;-0.62;10.5;5.6045;-0.341;5.775;0.55;Cloudy;19;25;22
05/04/2019;4;2019;10.69;0.5;10.44;5.8795;0.275;5.742;0.55;Cloudy;18;25;21.5
06/04/2019;4;2019;11.49;0.8;11.09;7.231;1.3515;6.55525;0.629329852;Cloudy;18;25;21.5
07/04/2019;4;2019;9.9;-1.59;10.695;5.445;-1.786;6.338;0.55;Showers;16;26;21
08/04/2019;4;2019;9.28;-0.62;9.59;5.104;-0.341;5.2745;0.55;Showers;16;26;21
09/04/2019;4;2019;9.15;-0.13;9.215;5.0325;-0.0715;5.06825;0.55;Showers;16;28;22
10/04/2019;4;2019;11.14;1.99;10.145;6.104;1.0715;5.56825;0.547935368;Cloudy;18;27;22.5
11/04/2019;4;2019;10.56;-0.58;10.85;5.808;-0.296;5.956;0.55;Cloudy;19;24;21.5
12/04/2019;4;2019;10.59;0.03;10.575;5.8245;0.0165;5.81625;0.55;Cloudy;17;25;21
13/04/2019;4;2019;11.56;0.97;11.075;6.358;0.5335;6.09125;0.55;Cloudy;18;25;21.5
14/04/2019;4;2019;10.18;-1.38;10.87;5.599;-0.759;5.9785;0.55;Cloudy;17;25;21
15/04/2019;4;2019;10.68;0.5;10.43;5.874;0.275;5.7365;0.55;Cloudy;18;24;21
16/04/2019;4;2019;10.21;-0.47;10.445;5.505;-0.369;5.6895;0.539177277;Cloudy;18;24;21
17/04/2019;4;2019;11.08;0.87;10.645;6.094;0.589;5.7995;0.55;Cloudy;18;24;21
18/04/2019;4;2019;11.82;0.74;11.45;6.501;0.407;6.2975;0.55;Cloudy;19;25;22
19/04/2019;4;2019;11.34;-0.48;11.58;6.237;-0.264;6.369;0.55;Cloudy;19;25;22
20/04/2019;4;2019;11.07;-0.27;11.205;6.0885;-0.1485;6.16275;0.55;Cloudy;21;26;23.5
21/04/2019;4;2019;11.07;0;11.07;6.0885;0;6.0885;0.55;Cloudy;21;26;23.5
22/04/2019;4;2019;9.78;-1.29;10.425;5.379;-0.7095;5.73375;0.55;Showers;20;25;22.5
23/04/2019;4;2019;7.13;-2.65;8.455;3.9215;-1.4575;4.65025;0.55;Showers;20;25;22.5
24/04/2019;4;2019;10.6;3.47;8.865;5.83;1.9085;4.87575;0.55;Cloudy;20;25;22.5
25/04/2019;4;2019;12.13;1.53;11.365;6.6715;0.8415;6.25075;0.55;Cloudy;19;26;22.5
26/04/2019;4;2019;3.77;-8.36;7.95;2.0735;-4.598;4.3725;0.55;Showers;19;22;20.5
27/04/2019;4;2019;10.79;7.02;7.28;5.9345;3.861;4.004;0.55;Cloudy;16;26;21
28/04/2019;4;2019;6.79;-4;8.79;3.7345;-2.2;4.8345;0.55;Showers;18;25;21.5
29/04/2019;4;2019;5.88;-0.91;6.335;3.0282;-0.7063;3.38135;0.515;Showers;16;24;20
30/04/2019;4;2019;11.91;6.03;8.895;6.5505;3.5223;4.78935;0.55;Cloudy;18;24;21
01/05/2019;5;2019;9.72;-2.19;10.815;5.346;-1.2045;5.94825;0.55;Showers;20;26;23
02/05/2019;5;2019;6.53;-3.19;8.125;3.5915;-1.7545;4.46875;0.55;Showers;20;25;22.5
03/05/2019;5;2019;11.45;4.92;8.99;6.2975;2.706;4.9445;0.55;Cloudy;18;24;21
04/05/2019;5;2019;2.87;-8.58;7.16;1.5785;-4.719;3.938;0.55;Showers;18;21;19.5
05/05/2019;5;2019;8.03;5.16;5.45;4.4165;2.838;2.9975;0.55;Showers;12;23;17.5
06/05/2019;5;2019;8.55;0.52;8.29;4.7025;0.286;4.5595;0.55;Showers;10;22;16
07/05/2019;5;2019;7.59;-0.96;8.07;4.1745;-0.528;4.4385;0.55;Showers;12;24;18
08/05/2019;5;2019;4.76;-2.83;6.175;2.618;-1.5565;3.39625;0.55;Showers;13;27;20
09/05/2019;5;2019;9.67;4.91;7.215;5.3185;2.7005;3.96825;0.55;Showers;12;24;18
10/05/2019;5;2019;8.55;-1.12;9.11;4.7025;-0.616;5.0105;0.55;Showers;15;25;20
11/05/2019;5;2019;9.67;1.12;9.11;5.3185;0.616;5.0105;0.55;Showers;12;22;17
12/05/2019;5;2019;7.35;-2.32;8.51;4.0425;-1.276;4.6805;0.55;Showers;9;21;15
13/05/2019;5;2019;10.28;2.93;8.815;5.654;1.6115;4.84825;0.55;Cloudy;17;24;20.5
14/05/2019;5;2019;6.69;-3.59;8.485;3.6795;-1.9745;4.66675;0.55;Showers;17;21;19
15/05/2019;5;2019;8.78;2.09;7.735;4.829;1.1495;4.25425;0.55;Showers;17;21;19
16/05/2019;5;2019;9.93;1.15;9.355;5.4615;0.6325;5.14525;0.55;Showers;17;23;20
17/05/2019;5;2019;11.83;1.9;10.88;6.5065;1.045;5.984;0.55;Cloudy;17;23;20
18/05/2019;5;2019;10.97;-0.86;11.4;6.0335;-0.473;6.27;0.55;Cloudy;16;23;19.5
19/05/2019;5;2019;14.13;3.16;12.55;7.7715;1.738;6.9025;0.55;Cloudy;16;22;19
20/05/2019;5;2019;8.43;-5.7;11.28;4.6365;-3.135;6.204;0.55;Showers;16;21;18.5
21/05/2019;5;2019;10.44;2.01;9.435;5.742;1.1055;5.18925;0.55;Cloudy;17;23;20
22/05/2019;5;2019;7.8;-2.64;9.12;4.29;-1.452;5.016;0.55;Showers;15;23;19
23/05/2019;5;2019;9.63;1.83;8.715;5.2965;1.0065;4.79325;0.55;Showers;17;23;20
24/05/2019;5;2019;10.94;1.31;10.285;6.017;0.7205;5.65675;0.55;Cloudy;16;23;19.5
25/05/2019;5;2019;11.78;0.84;11.36;6.479;0.462;6.248;0.55;Cloudy;15;23;19
26/05/2019;5;2019;12.25;0.47;12.015;6.7375;0.2585;6.60825;0.55;Cloudy;15;24;19.5
27/05/2019;5;2019;8.41;-3.84;10.33;4.6255;-2.112;5.6815;0.55;Showers;15;27;21
28/05/2019;5;2019;8.35;-0.06;8.38;4.5925;-0.033;4.609;0.55;Showers;8;22;15
29/05/2019;5;2019;11.04;2.69;9.695;6.072;1.4795;5.33225;0.55;Cloudy;6;23;14.5
30/05/2019;5;2019;9.64;-1.4;10.34;5.302;-0.77;5.687;0.55;Showers;6;22;14
31/05/2019;5;2019;10.68;1.04;10.16;5.874;0.572;5.588;0.55;Cloudy;9;18;13.5
01/06/2019;6;2019;12.72;2.04;11.7;7.823;1.949;6.8485;0.615015723;Cloudy;5;21;13
02/06/2019;6;2019;8.11;-4.61;10.415;3.361;-4.462;5.592;0.414426634;Showers;13;21;17
03/06/2019;6;2019;11.02;2.91;9.565;6.061;2.7;4.711;0.55;Cloudy;13;22;17.5
04/06/2019;6;2019;9.58;-1.44;10.3;5.269;-0.792;5.665;0.55;Showers;8;16;12
05/06/2019;6;2019;14.3;4.72;11.94;7.975;2.706;6.622;0.557692308;Cloudy;8;20;14
06/06/2019;6;2019;13.48;-0.82;13.89;7.414;-0.561;7.6945;0.55;Cloudy;13;20;16.5
07/06/2019;6;2019;9.71;-3.77;11.595;4.854;-2.56;6.134;0.499897013;Showers;14;21;17.5
08/06/2019;6;2019;4.08;-5.63;6.895;2.244;-2.61;3.549;0.55;Showers;14;18;16
09/06/2019;6;2019;12.51;8.43;8.295;6.8805;4.6365;4.56225;0.55;Cloudy;14;21;17.5
10/06/2019;6;2019;12.68;0.17;12.595;6.974;0.0935;6.92725;0.55;Cloudy;11;22;16.5
11/06/2019;6;2019;9.48;-3.2;11.08;5.214;-1.76;6.094;0.55;Showers;13;23;18
12/06/2019;6;2019;5.1;-4.38;7.29;2.805;-2.409;4.0095;0.55;Showers;13;23;18
13/06/2019;6;2019;8.09;2.99;6.595;4.4495;1.6445;3.62725;0.55;Showers;13;22;17.5
14/06/2019;6;2019;11.12;3.03;9.605;6.116;1.6665;5.28275;0.55;Cloudy;15;26;20.5
15/06/2019;6;2019;8.73;-2.39;9.925;4.8015;-1.3145;5.45875;0.55;Showers;13;23;18
16/06/2019;6;2019;8.01;-0.72;8.37;4.4055;-0.396;4.6035;0.55;Showers;14;24;19
17/06/2019;6;2019;10.83;2.82;9.42;5.9565;1.551;5.181;0.55;Cloudy;15;21;18
18/06/2019;6;2019;12.27;1.44;11.55;6.7485;0.792;6.3525;0.55;Cloudy;7;21;14
19/06/2019;6;2019;8.35;-3.92;10.31;4.5925;-2.156;5.6705;0.55;Showers;8;22;15
20/06/2019;6;2019;4.35;-4;6.35;2.3925;-2.2;3.4925;0.55;Showers;12;18;15
21/06/2019;6;2019;7.89;3.54;6.12;3.753;1.3605;3.07275;0.475665399;Showers;15;21;18
22/06/2019;6;2019;6.22;-1.67;7.055;3.421;-0.332;3.587;0.55;Showers;11;19;15
23/06/2019;6;2019;11.05;4.83;8.635;6.285;2.864;4.853;0.568778281;Cloudy;10;20;15
24/06/2019;6;2019;10.29;-0.76;10.67;5.6595;-0.6255;5.97225;0.55;Cloudy;13;19;16
25/06/2019;6;2019;7.4;-2.89;8.845;4.07;-1.5895;4.86475;0.55;Showers;13;20;16.5
26/06/2019;6;2019;2.37;-5.03;4.885;1.3035;-2.7665;2.68675;0.55;Showers;15;16;15.5
27/06/2019;6;2019;8.51;6.14;5.44;4.6805;3.377;2.992;0.55;Showers;15;22;18.5
28/06/2019;6;2019;11.59;3.08;10.05;6.3745;1.694;5.5275;0.55;Cloudy;15;21;18
29/06/2019;6;2019;13.2;1.61;12.395;7.26;0.8855;6.81725;0.55;Cloudy;15;22;18.5
30/06/2019;6;2019;7.76;-5.44;10.48;4.268;-2.992;5.764;0.55;Cloudy;15;22;18.5
