Date;Mes;Ano;Gen;subGen;mmGen;Exp;subExp;mmExp;gen/exp;PP;Cond;Temp min;Temp max;Temp med
30/06/2017;6;2017;8.984;0.411;9.29;6;0;6;0.667853963;1.765;Cloudy;16;23;19.5
01/07/2017;7;2017;9.596;0.612;9.5175;6;1;6.5;0.625260525;1.636;Fine;10;20;15
02/07/2017;7;2017;9.439;-0.157;8.8245;7;0;7;0.741603983;1.591;Cloudy;8;22;15
03/07/2017;7;2017;8.21;-1.229;8.2775;7;-1;6.5;0.852618758;2.001;Cloudy;8;22;15
04/07/2017;7;2017;8.345;0.135;8.444;6;0;6;0.718993409;1.943;Cloudy;14;24;19
05/07/2017;7;2017;8.543;0.198;8.7945;6;2;7;0.702329392;1.512;Cloudy;9;26;17.5
06/07/2017;7;2017;9.046;0.503;5.399;8;-7;4.5;0.884368782;1.574;Cloudy;12;24;18
07/07/2017;7;2017;1.752;-7.294;5.758;1;5;3.5;0.570776256;0.519;Showers;12;16;14
08/07/2017;7;2017;9.764;8.012;9.2385;6;0;6;0.614502253;1.636;Cloudy;9;22;15.5
09/07/2017;7;2017;8.713;-1.051;7.545;6;-3;4.5;0.688626191;1.908;Cloudy;7;22;14.5
10/07/2017;7;2017;6.377;-2.336;7.7375;3;3;4.5;0.470440646;2.342;Cloudy;12;22;17
11/07/2017;7;2017;9.098;2.721;8.6755;6;0;6;0.659485601;1.616;Cloudy;14;23;18.5
12/07/2017;7;2017;8.253;-0.845;8.396;6;1;6.5;0.727008361;1.776;Cloudy;11;21;16
13/07/2017;7;2017;8.539;0.286;8.5535;7;-1;6.5;0.819768123;2.103;Cloudy;11;21;16
14/07/2017;7;2017;8.568;0.029;8.805;6;1;6.5;0.700280112;1.85;Cloudy;9;23;16
15/07/2017;7;2017;9.042;0.474;8.497;7;-2;6;0.774165008;2.076;Cloudy;11;25;18
16/07/2017;7;2017;7.952;-1.09;8.215;5;1;5.5;0.628772636;1.868;Cloudy;15;23;19
17/07/2017;7;2017;8.478;0.526;8.9825;6;1;6.5;0.707714084;2.013;Cloudy;12;23;17.5
18/07/2017;7;2017;9.487;1.009;9.961;7;2;8;0.737851797;1.585;Cloudy;14;26;20
19/07/2017;7;2017;10.435;0.948;10.4205;9;-1;8.5;0.862482032;1.785;Cloudy;14;19;16.5
20/07/2017;7;2017;10.406;-0.029;10.4085;8;-1;7.5;0.768787238;1.725;Cloudy;9;21;15
21/07/2017;7;2017;10.411;0.005;10.209;7;1;7.5;0.672365767;1.712;Cloudy;8;22;15
22/07/2017;7;2017;10.007;-0.404;10.1415;8;-1;7.5;0.799440392;1.658;Cloudy;8;22;15
23/07/2017;7;2017;10.276;0.269;10.2575;7;2;8;0.68119891;1.737;Fine;8;23;15.5
24/07/2017;7;2017;10.239;-0.037;10.3245;9;-1;8.5;0.878992089;1.658;Cloudy;6;25;15.5
25/07/2017;7;2017;10.41;0.171;10.3025;8;1;8.5;0.768491835;1.702;Fine;8;24;16
26/07/2017;7;2017;10.195;-0.215;10.2675;9;0;9;0.882785679;1.648;Cloudy;8;26;17
27/07/2017;7;2017;10.34;0.145;10.1215;9;-2;8;0.87040619;1.7;Cloudy;10;23;16.5
28/07/2017;7;2017;9.903;-0.437;10.1425;7;0;7;0.706856508;1.716;Cloudy;10;26;18
29/07/2017;7;2017;10.382;0.479;10.355;7;1;7.5;0.674243884;1.7;Cloudy;10;25;17.5
30/07/2017;7;2017;10.328;-0.054;10.333;8;0;8;0.774593338;1.682;Cloudy;8;24;16
31/07/2017;7;2017;10.338;0.01;10.6365;8;1;8.5;0.77384407;1.86;Cloudy;11;26;18.5
01/08/2017;8;2017;10.935;0.597;10.4145;9;-1;8.5;0.823045267;1.813;Cloudy;10;23;16.5
02/08/2017;8;2017;9.894;-1.041;9.7345;8;0;8;0.808570851;1.735;Cloudy;9;23;16
03/08/2017;8;2017;9.575;-0.319;10.365;8;1;8.5;0.835509138;2.5;Cloudy;11;23;17
04/08/2017;8;2017;11.155;1.58;11.22;9;0;9;0.806813088;1.833;Cloudy;14;22;18
05/08/2017;8;2017;11.285;0.13;10.4425;9;-2;8;0.79751883;1.842;Cloudy;9;23;16
06/08/2017;8;2017;9.6;-1.685;10.031;7;1;7.5;0.729166667;1.896;Cloudy;9;25;17
07/08/2017;8;2017;10.462;0.862;11.1775;8;2;9;0.764672147;2.249;Cloudy;14;26;20
08/08/2017;8;2017;11.893;1.431;11.649;10;-1;9.5;0.840830741;1.935;Cloudy;10;23;16.5
09/08/2017;8;2017;11.405;-0.488;11.3195;9;1;9.5;0.789127576;1.819;Cloudy;9;24;16.5
10/08/2017;8;2017;11.234;-0.171;11.1835;10;-2;9;0.890154887;1.797;Cloudy;8;24;16
11/08/2017;8;2017;11.133;-0.101;10.3405;8;-1;7.5;0.718584389;1.759;Cloudy;9;26;17.5
12/08/2017;8;2017;9.548;-1.585;10.4195;7;1;7.5;0.73313783;2.129;Cloudy;10;29;19.5
13/08/2017;8;2017;11.291;1.743;10.5245;8;-3;6.5;0.708528917;1.79;Cloudy;12;27;19.5
14/08/2017;8;2017;9.758;-1.533;10.4585;5;4;7;0.512400082;2.045;Cloudy;12;27;19.5
15/08/2017;8;2017;11.159;1.401;11.192;9;0;9;0.806523882;1.763;Cloudy;11;27;19
16/08/2017;8;2017;11.225;0.066;11.1905;9;-1;8.5;0.801781737;1.796;Cloudy;10;29;19.5
17/08/2017;8;2017;11.156;-0.069;11.802;8;2;9;0.717102904;1.781;Cloudy;14;32;23
18/08/2017;8;2017;12.448;1.292;12.6575;10;0;10;0.803341902;2.001;Cloudy;14;26;20
19/08/2017;8;2017;12.867;0.419;12.689;10;0;10;0.777181938;2.048;Cloudy;12;21;16.5
20/08/2017;8;2017;12.511;-0.356;11.548;10;-2;9;0.799296619;2.001;Cloudy;9;22;15.5
21/08/2017;8;2017;10.585;-1.926;10.7535;8;1;8.5;0.75578649;2.403;Cloudy;8;22;15
22/08/2017;8;2017;10.922;0.337;10.3915;9;-1;8.5;0.824024904;2.153;Cloudy;13;25;19
23/08/2017;8;2017;9.861;-1.061;8.428;8;-3;6.5;0.811276747;2.252;Cloudy;14;27;20.5
24/08/2017;8;2017;6.995;-2.866;8.8055;5;3;6.5;0.714796283;2.092;Cloudy;16;24;20
25/08/2017;8;2017;10.616;3.621;11.3835;8;1;8.5;0.753579503;2.482;Cloudy;12;23;17.5
26/08/2017;8;2017;12.151;1.535;11.4135;9;-1;8.5;0.740679779;1.984;Cloudy;12;24;18
27/08/2017;8;2017;10.676;-1.475;12.0895;8;3;9.5;0.749344324;2.702;Cloudy;10;24;17
28/08/2017;8;2017;13.503;2.827;13.1355;11;0;11;0.814633785;2.109;Cloudy;8;23;15.5
29/08/2017;8;2017;12.768;-0.735;12.741;11;-1;10.5;0.861528822;2.267;Cloudy;9;22;15.5
30/08/2017;8;2017;12.714;-0.054;12.005;10;-1;9.5;0.786534529;2.212;Cloudy;11;26;18.5
31/08/2017;8;2017;11.296;-1.418;12.056;9;2;10;0.79674221;2.429;Cloudy;10;23;16.5
01/09/2017;9;2017;12.816;1.52;12.471;11;-2;10;0.858302122;2.291;Cloudy;12;24;18
02/09/2017;9;2017;12.126;-0.69;12.547;9;-1;8.5;0.742206828;2.489;Cloudy;13;25;19
03/09/2017;9;2017;12.968;0.842;12.357;8;2;9;0.616903146;2.114;Cloudy;13;27;20
04/09/2017;9;2017;11.746;-1.222;12.848;10;2;11;0.851353652;2.27;Cloudy;14;28;21
05/09/2017;9;2017;13.95;2.204;14.1565;12;0;12;0.860215054;2.123;Cloudy;13;28;20.5
06/09/2017;9;2017;14.363;0.413;14.2745;12;0;12;0.835480053;2.187;Cloudy;8;27;17.5
07/09/2017;9;2017;14.186;-0.177;14.258;12;0;12;0.845904413;2.151;Cloudy;12;27;19.5
08/09/2017;9;2017;14.33;0.144;14.1455;12;-1;11.5;0.837404047;2.155;Cloudy;10;27;18.5
09/09/2017;9;2017;13.961;-0.369;13.6995;11;-1;10.5;0.787909176;2.143;Cloudy;11;25;18
10/09/2017;9;2017;13.438;-0.523;13.5495;10;2;11;0.744158357;2.427;Cloudy;12;24;18
11/09/2017;9;2017;13.661;0.223;13.465;12;-1;11.5;0.878413001;2.121;Cloudy;13;26;19.5
12/09/2017;9;2017;13.269;-0.392;13.284;11;-1;10.5;0.828999925;2.182;Cloudy;13;28;20.5
13/09/2017;9;2017;13.299;0.03;12.987;10;0;10;0.751936236;2.039;Cloudy;15;27;21
14/09/2017;9;2017;12.675;-0.624;13.6355;10;2;11;0.788954635;2.223;Cloudy;18;24;21
15/09/2017;9;2017;14.596;1.921;14.4225;12;0;12;0.822143053;2.176;Cloudy;9;25;17
16/09/2017;9;2017;14.249;-0.347;13.1535;12;-4;10;0.842164362;2.145;Cloudy;10;27;18.5
17/09/2017;9;2017;12.058;-2.191;12.619;8;2;9;0.663459944;2.585;Cloudy;14;24;19
18/09/2017;9;2017;13.18;1.122;13.6125;10;2;11;0.758725341;2.525;Cloudy;13;24;18.5
19/09/2017;9;2017;14.045;0.865;14.1275;12;0;12;0.854396582;2.058;Cloudy;12;28;20
20/09/2017;9;2017;14.21;0.165;13.61;12;-2;11;0.844475721;2.137;Cloudy;16;26;21
21/09/2017;9;2017;13.01;-1.2;12.727;10;0;10;0.768639508;2.663;Cloudy;15;26;20.5
22/09/2017;9;2017;12.444;-0.566;13.225;10;1;10.5;0.803600129;2.212;Cloudy;18;28;23
23/09/2017;9;2017;14.006;1.562;14.0665;11;0;11;0.785377695;2.061;Cloudy;15;29;22
24/09/2017;9;2017;14.127;0.121;13.9685;11;0;11;0.778650811;2.083;Cloudy;16;29;22.5
25/09/2017;9;2017;13.81;-0.317;12.2375;11;-3;9.5;0.796524258;2.049;Cloudy;18;30;24
26/09/2017;9;2017;10.665;-3.145;7.925;8;-6;5;0.750117206;2.769;Cloudy;18;30;24
27/09/2017;9;2017;5.185;-5.48;9.691;2;10;7;0.385728062;1.725;Cloudy;18;25;21.5
28/09/2017;9;2017;14.197;9.012;14.189;12;-1;11.5;0.845248996;2.026;Cloudy;19;31;25
29/09/2017;9;2017;14.181;-0.016;14.1295;11;0;11;0.775685777;2.091;Cloudy;18;37;27.5
30/09/2017;9;2017;14.078;-0.103;10.3885;11;-7;7.5;0.781360989;2.772;Cloudy;18;34;26
01/10/2017;10;2017;6.699;-7.379;5.139;4;-3;2.5;0.597104045;2.023;Cloudy;18;26;22
02/10/2017;10;2017;3.579;-3.12;6.584;1;6;4;0.279407656;1.093;Cloudy;16;22;19
03/10/2017;10;2017;9.589;6.01;10.035;7;1;7.5;0.730003129;2.592;Cloudy;16;26;21
04/10/2017;10;2017;10.481;0.892;12.678;8;4;10;0.763285946;2.862;Cloudy;19;28;23.5
05/10/2017;10;2017;14.875;4.394;14.444;12;0;12;0.806722689;2.229;Cloudy;19;30;24.5
06/10/2017;10;2017;14.013;-0.862;9.7115;12;-10;7;0.856347677;2.146;Cloudy;20;31;25.5
07/10/2017;10;2017;5.41;-8.603;7.841;2;5;4.5;0.369685767;1.884;Cloudy;20;24;22
08/10/2017;10;2017;10.272;4.862;10.7175;7;0;7;0.681464174;2.836;Cloudy;19;27;23
09/10/2017;10;2017;11.163;0.891;13.0775;7;4;9;0.627071576;2.64;Cloudy;20;29;24.5
10/10/2017;10;2017;14.992;3.829;11.938;11;-5;8.5;0.733724653;2.662;Cloudy;21;33;27
11/10/2017;10;2017;8.884;-6.108;6.4175;6;-5;3.5;0.675371454;2.606;Cloudy;22;29;25.5
12/10/2017;10;2017;3.951;-4.933;9.4185;1;11;6.5;0.253100481;0.941;Cloudy;22;24;23
13/10/2017;10;2017;14.886;10.935;10.3155;12;-9;7.5;0.806126562;2.68;Cloudy;21;30;25.5
14/10/2017;10;2017;5.745;-9.141;5.896;3;1;3.5;0.522193211;2.005;Cloudy;21;27;24
15/10/2017;10;2017;6.047;0.302;5.103;4;-3;2.5;0.661485034;2.054;Cloudy;18;23;20.5
16/10/2017;10;2017;4.159;-1.888;3.619;1;0;1;0.240442414;1.15;Cloudy;17;23;20
17/10/2017;10;2017;3.079;-1.08;5.0145;1;3;2.5;0.324780773;0.959;Cloudy;19;22;20.5
18/10/2017;10;2017;6.95;3.871;8.484;4;5;6.5;0.575539568;2.865;Cloudy;18;24;21
19/10/2017;10;2017;10.018;3.068;11.5875;9;2;10;0.898382911;2.867;Cloudy;17;25;21
20/10/2017;10;2017;13.157;3.139;7.591;11;-10;6;0.836056852;2.875;Cloudy;18;26;22
21/10/2017;10;2017;2.025;-11.132;9.228;1;14;8;0.49382716;0.575;Showers;19;20;19.5
22/10/2017;10;2017;16.431;14.406;13.733;15;-5;12.5;0.912908527;2.872;Fine;14;26;20
23/10/2017;10;2017;11.035;-5.396;13.8335;10;3;11.5;0.906207522;2.868;Cloudy;16;23;19.5
24/10/2017;10;2017;16.632;5.597;17.1065;13;0;13;0.781625782;2.87;Cloudy;14;26;20
25/10/2017;10;2017;17.581;0.949;17.0415;13;0;13;0.739434617;2.528;Fine;15;27;21
26/10/2017;10;2017;16.502;-1.079;17.698;13;2;14;0.787783299;2.463;Fine;18;31;24.5
27/10/2017;10;2017;18.894;2.392;17.762;15;-3;13.5;0.793902826;2.525;Fine;24;30;27
28/10/2017;10;2017;16.63;-2.264;16.746;12;0;12;0.721587492;2.588;Cloudy;18;29;23.5
29/10/2017;10;2017;16.862;0.232;15.476;12;-1;11.5;0.711659352;2.23;Fine;22;30;26
30/10/2017;10;2017;14.09;-2.772;15.695;11;4;13;0.780695529;2.712;Cloudy;22;31;26.5
31/10/2017;10;2017;17.3;3.21;16.0865;15;-3;13.5;0.867052023;2.653;Fine;22;30;26
01/11/2017;11;2017;14.873;-2.427;15.6705;12;1;12.5;0.806831171;2.872;Cloudy;17;26;21.5
02/11/2017;11;2017;16.468;1.595;16.418;13;0;13;0.789409764;2.875;Fine;16;28;22
03/11/2017;11;2017;16.368;-0.1;17.192;13;1;13.5;0.794232649;2.874;Fine;18;29;23.5
04/11/2017;11;2017;18.016;1.648;17.5985;14;-1;13.5;0.777087034;2.331;Fine;18;30;24
05/11/2017;11;2017;17.181;-0.835;14.1695;13;-5;10.5;0.756649788;2.736;Fine;22;29;25.5
06/11/2017;11;2017;11.158;-6.023;11.6355;8;2;9;0.716974368;2.268;Cloudy;20;28;24
07/11/2017;11;2017;12.113;0.955;11.021;10;-3;8.5;0.825559316;2.87;Cloudy;19;28;23.5
08/11/2017;11;2017;9.929;-2.184;12.73;7;5;9.5;0.705005539;2.868;Cloudy;18;26;22
09/11/2017;11;2017;15.531;5.602;13.623;12;-3;10.5;0.772648252;2.872;Fine;15;25;20
10/11/2017;11;2017;11.715;-3.816;11.152;9;-3;7.5;0.768245839;2.869;Cloudy;16;24;20
11/11/2017;11;2017;10.589;-1.126;12.536;6;5;8.5;0.566625744;2.867;Cloudy;16;26;21
12/11/2017;11;2017;14.483;3.894;15.309;11;2;12;0.759511151;2.876;Cloudy;15;26;20.5
13/11/2017;11;2017;16.135;1.652;17.6775;13;2;14;0.80570189;2.872;Fine;15;26;20.5
14/11/2017;11;2017;19.22;3.085;16.839;15;-4;13;0.780437045;2.751;Fine;15;26;20.5
15/11/2017;11;2017;14.458;-4.762;15.0635;11;2;12;0.760824457;2.871;Cloudy;16;27;21.5
16/11/2017;11;2017;15.669;1.211;14.6475;13;-2;12;0.829663667;2.87;Fine;16;28;22
17/11/2017;11;2017;13.626;-2.043;8.6905;11;-9;6.5;0.8072802;2.872;Cloudy;18;27;22.5
18/11/2017;11;2017;3.755;-9.871;6.3435;2;3;3.5;0.532623169;0.929;Cloudy;18;20;19
19/11/2017;11;2017;8.932;5.177;12.1045;5;7;8.5;0.559785043;1.855;Cloudy;16;24;20
20/11/2017;11;2017;15.277;6.345;14.5285;12;-1;11.5;0.785494534;2.87;Cloudy;19;26;22.5
21/11/2017;11;2017;13.78;-1.497;12.9855;11;-1;10.5;0.798258345;2.847;Cloudy;17;26;21.5
22/11/2017;11;2017;12.191;-1.589;12.707;10;-2;9;0.820277254;2.751;Cloudy;17;26;21.5
23/11/2017;11;2017;13.223;1.032;14.926;8;6;11;0.605006428;2.87;Cloudy;16;26;21
24/11/2017;11;2017;16.629;3.406;14.4815;14;-6;11;0.8419027;2.871;Cloudy;17;29;23
25/11/2017;11;2017;12.334;-4.295;13.8645;8;3;9.5;0.648613588;2.871;Cloudy;19;29;24
26/11/2017;11;2017;15.395;3.061;15.439;11;1;11.5;0.714517701;2.873;Fine;20;30;25
27/11/2017;11;2017;15.483;0.088;14.7805;12;-1;11.5;0.775043596;2.873;Cloudy;20;29;24.5
28/11/2017;11;2017;14.078;-1.405;8.692;11;-9;6.5;0.781360989;2.872;Cloudy;20;29;24.5
29/11/2017;11;2017;3.306;-10.772;7.2755;2;6;5;0.604960678;0.915;Cloudy;21;24;22.5
30/11/2017;11;2017;11.245;7.939;14.1565;8;6;11;0.711427301;2.536;Cloudy;20;28;24
01/12/2017;12;2017;17.068;5.823;16.215;14;-4;12;0.820248418;2.869;Cloudy;22;28;25
02/12/2017;12;2017;15.362;-1.706;13.4405;10;-4;8;0.650956907;2.87;Cloudy;22;29;25.5
03/12/2017;12;2017;11.519;-3.843;8.8195;6;-2;5;0.520878548;2.87;Cloudy;23;30;26.5
04/12/2017;12;2017;6.12;-5.399;9.8475;4;6;7;0.653594771;1.913;Cloudy;21;28;24.5
05/12/2017;12;2017;13.575;7.455;16.816;10;7;13.5;0.73664825;2.871;Cloudy;20;30;25
06/12/2017;12;2017;20.057;6.482;19.876;17;0;17;0.847584385;2.771;Fine;18;31;24.5
07/12/2017;12;2017;19.695;-0.362;16.0515;17;-8;13;0.863163239;2.397;Fine;17;33;25
08/12/2017;12;2017;12.408;-7.287;14.818;9;3;10.5;0.725338491;2.429;Cloudy;22;31;26.5
09/12/2017;12;2017;17.228;4.82;16.11;12;-2;11;0.696540515;2.371;Cloudy;20;30;25
10/12/2017;12;2017;14.992;-2.236;14.247;10;1;10.5;0.667022412;2.876;Cloudy;19;29;24
11/12/2017;12;2017;13.502;-1.49;15.5095;11;3;12.5;0.814694119;2.865;Cloudy;19;29;24
12/12/2017;12;2017;17.517;4.015;16.4305;14;-2;13;0.799223611;2.874;Cloudy;18;29;23.5
13/12/2017;12;2017;15.344;-2.173;17.028;12;3;13.5;0.782064651;2.869;Cloudy;19;29;24
14/12/2017;12;2017;18.712;3.368;17.972;15;-1;14.5;0.801624626;2.745;Cloudy;18;30;24
15/12/2017;12;2017;17.232;-1.48;18.377;14;0;14;0.812441968;2.869;Fine;20;30;25
16/12/2017;12;2017;19.522;2.29;18.907;14;-1;13.5;0.717139637;2.83;Fine;22;31;26.5
17/12/2017;12;2017;18.292;-1.23;18.0885;13;1;13.5;0.710693199;2.869;Fine;20;30;25
18/12/2017;12;2017;17.885;-0.407;18.0375;14;0;14;0.782778865;2.876;Fine;20;29;24.5
19/12/2017;12;2017;18.19;0.305;18.9655;14;2;15;0.769653656;2.565;Fine;20;31;25.5
20/12/2017;12;2017;19.741;1.551;18.855;16;-3;14.5;0.810495922;2.373;Fine;22;32;27
21/12/2017;12;2017;17.969;-1.772;15.509;13;-5;10.5;0.723468195;2.499;Fine;23;33;28
22/12/2017;12;2017;13.049;-4.92;14.21;8;2;9;0.613073799;2.819;Cloudy;22;32;27
23/12/2017;12;2017;15.371;2.322;17.391;10;1;10.5;0.65057576;2.853;Cloudy;22;32;27
24/12/2017;12;2017;19.411;4.04;18.5465;11;-5;8.5;0.566688991;2.363;Fine;21;33;27
25/12/2017;12;2017;17.682;-1.729;14.749;6;0;6;0.33932813;2.336;Cloudy;22;36;29
26/12/2017;12;2017;11.816;-5.866;13.013;6;1;6.5;0.507786053;2.867;Cloudy;19;30;24.5
27/12/2017;12;2017;14.21;2.394;13.7185;7;1;7.5;0.492610837;2.874;Cloudy;21;30;25.5
28/12/2017;12;2017;13.227;-0.983;15.234;8;3;9.5;0.604823467;2.868;Cloudy;21;29;25
29/12/2017;12;2017;17.241;4.014;15.874;11;-1;10.5;0.638014036;2.842;Fine;22;30;26
30/12/2017;12;2017;14.507;-2.734;12.0725;10;-5;7.5;0.689322396;2.84;Cloudy;23;32;27.5
31/12/2017;12;2017;9.638;-4.869;10.4315;5;0;5;0.51877983;2.728;Cloudy;25;34;29.5
01/01/2018;1;2018;11.225;1.587;10.1495;5;0;5;0.445434298;2.862;Cloudy;24;32;28
02/01/2018;1;2018;9.074;-2.151;12.422;5;6;8;0.551024906;2.87;Cloudy;23;31;27
03/01/2018;1;2018;15.77;6.696;14.8625;11;-1;10.5;0.69752695;2.548;Cloudy;22;31;26.5
04/01/2018;1;2018;13.955;-1.815;12.9145;10;-4;8;0.716589036;2.871;Cloudy;21;30;25.5
05/01/2018;1;2018;11.874;-2.081;15.207;6;7;9.5;0.50530571;2.49;Cloudy;22;29;25.5
06/01/2018;1;2018;18.54;6.666;19.004;13;2;14;0.701186624;2.856;Cloudy;21;31;26
07/01/2018;1;2018;19.468;0.928;19.4175;15;0;15;0.770495172;2.607;Fine;21;32;26.5
08/01/2018;1;2018;19.367;-0.101;19.2535;15;0;15;0.774513347;2.581;Fine;22;32;27
09/01/2018;1;2018;19.14;-0.227;18.915;15;-1;14.5;0.78369906;0.155;Fine;22;32;27
10/01/2018;1;2018;18.69;-0.45;16.6125;14;-3;12.5;0.74906367;2.838;Fine;22;32;27
11/01/2018;1;2018;14.535;-4.155;15.3925;11;0;11;0.756793946;2.835;Cloudy;24;31;27.5
12/01/2018;1;2018;16.25;1.715;16.819;11;-4;9;0.676923077;2.869;Fine;24;33;28.5
13/01/2018;1;2018;17.388;1.138;17.652;7;4;9;0.40257649;2.353;Fine;24;36;30
14/01/2018;1;2018;17.916;0.528;18.183;11;3;12.5;0.613976334;2.868;Fine;24;38;31
15/01/2018;1;2018;18.45;0.534;18.8605;14;1;14.5;0.758807588;2.864;Fine;17;30;23.5
16/01/2018;1;2018;19.271;0.821;19.446;15;0;15;0.778371647;2.875;Fine;18;31;24.5
17/01/2018;1;2018;19.621;0.35;19.3515;15;0;15;0.764487029;2.428;Fine;18;29;23.5
18/01/2018;1;2018;19.082;-0.539;19.309;15;0;15;0.786081124;2.866;Fine;20;30;25
19/01/2018;1;2018;19.536;0.454;18.976;15;-3;13.5;0.767813268;2.412;Fine;17;31;24
20/01/2018;1;2018;18.416;-1.12;15.1985;12;-4;10;0.651607298;2.87;Fine;19;32;25.5
21/01/2018;1;2018;11.981;-6.435;13.1075;8;2;9;0.667723896;2.868;Cloudy;21;30;25.5
22/01/2018;1;2018;14.234;2.253;15.35;10;3;11.5;0.702543206;2.873;Cloudy;21;32;26.5
23/01/2018;1;2018;16.466;2.232;16.1815;13;-2;12;0.789505648;2.697;Cloudy;20;32;26
24/01/2018;1;2018;15.897;-0.569;16.473;11;2;12;0.691954457;2.727;Cloudy;22;32;27
25/01/2018;1;2018;17.049;1.152;17.328;13;-1;12.5;0.762508065;2.649;Fine;24;31;27.5
26/01/2018;1;2018;17.607;0.558;17.049;12;-1;11.5;0.681547112;2.75;Fine;23;32;27.5
27/01/2018;1;2018;16.491;-1.116;14.7555;11;-4;9;0.667030501;2.87;Fine;24;33;28.5
28/01/2018;1;2018;13.02;-3.471;12.666;7;2;8;0.537634409;2.873;Cloudy;24;30;27
29/01/2018;1;2018;12.312;-0.708;12.27;9;-1;8.5;0.730994152;2.874;Cloudy;22;32;27
30/01/2018;1;2018;12.228;-0.084;13.8015;8;4;10;0.654236179;2.877;Cloudy;22;33;27.5
31/01/2018;1;2018;15.375;3.147;9.9565;12;-10;7;0.780487805;2.87;Fine;22;35;28.5
01/02/2018;2;2018;4.538;-10.837;4.5125;2;0;2;0.440722785;1.916;Cloudy;21;26;23.5
02/02/2018;2;2018;4.487;-0.051;4.373;2;-1;1.5;0.445732115;1.385;Cloudy;18;22;20
03/02/2018;2;2018;4.259;-0.228;9.9035;1;10;6;0.234796901;1.063;Cloudy;19;21;20
04/02/2018;2;2018;15.548;11.289;15.539;11;1;11.5;0.707486493;2.873;Fine;18;28;23
05/02/2018;2;2018;15.53;-0.018;15.058;12;-1;11.5;0.772698004;2.867;Fine;18;30;24
06/02/2018;2;2018;14.586;-0.944;15.752;11;2;12;0.754147813;2.874;Cloudy;19;29;24
07/02/2018;2;2018;16.918;2.332;14.9525;13;-4;11;0.768412342;2.822;Cloudy;18;29;23.5
08/02/2018;2;2018;12.987;-3.931;15.528;9;6;12;0.693000693;2.873;Cloudy;19;29;24
09/02/2018;2;2018;18.069;5.082;17.842;15;-5;12.5;0.830151087;2.628;Fine;18;31;24.5
10/02/2018;2;2018;17.615;-0.454;17.07;10;4;12;0.567697985;2.248;Fine;19;33;26
11/02/2018;2;2018;16.525;-1.09;16.7705;14;-9;9.5;0.84720121;2.436;Fine;23;34;28.5
12/02/2018;2;2018;17.016;0.491;14.762;5;5;7.5;0.293841091;2.213;Cloudy;21;34;27.5
13/02/2018;2;2018;12.508;-4.508;14.7135;10;4;12;0.799488327;2.805;Cloudy;26;33;29.5
14/02/2018;2;2018;16.919;4.411;15;14;-3;12.5;0.827472073;2.262;Fine;22;33;27.5
15/02/2018;2;2018;13.081;-3.838;13.0995;11;-3;9.5;0.840914303;2.646;Cloudy;25;36;30.5
16/02/2018;2;2018;13.118;0.037;12.5615;8;1;8.5;0.609849062;2.709;Cloudy;27;33;30
17/02/2018;2;2018;12.005;-1.113;13.5865;9;3;10.5;0.74968763;2.873;Cloudy;22;32;27
18/02/2018;2;2018;15.168;3.163;15.7485;12;1;12.5;0.791139241;2.786;Cloudy;22;32;27
19/02/2018;2;2018;16.329;1.161;14.833;13;-2;12;0.796129585;2.22;Fine;20;33;26.5
20/02/2018;2;2018;13.337;-2.992;10.06;11;-7;7.5;0.824773187;2.873;Cloudy;23;31;27
21/02/2018;2;2018;6.783;-6.554;5.8995;4;-2;3;0.589709568;2.77;Cloudy;22;28;25
22/02/2018;2;2018;5.016;-1.767;4.2305;2;-1;1.5;0.398724083;0.928;Cloudy;21;27;24
23/02/2018;2;2018;3.445;-1.571;5.969;1;5;3.5;0.290275762;1.403;Cloudy;22;26;24
24/02/2018;2;2018;8.493;5.048;10.56;6;0;6;0.706464147;2.872;Cloudy;22;28;25
25/02/2018;2;2018;12.627;4.134;12.1825;6;3;7.5;0.47517225;2.87;Cloudy;23;32;27.5
26/02/2018;2;2018;11.738;-0.889;9.5385;9;-5;6.5;0.766740501;2.872;Cloudy;23;33;28
27/02/2018;2;2018;7.339;-4.399;9.9625;4;5;6.5;0.545033383;2.728;Cloudy;22;28;25
28/02/2018;2;2018;12.586;5.247;14.297;9;4;11;0.715080248;2.874;Cloudy;20;30;25
01/03/2018;3;2018;16.008;3.422;11.1675;13;-9;8.5;0.812093953;2.283;Fine;21;35;28
02/03/2018;3;2018;6.327;-9.681;8.1575;4;0;4;0.632211159;2.769;Cloudy;25;29;27
03/03/2018;3;2018;9.988;3.661;11.8405;4;7;7.5;0.400480577;2.874;Cloudy;24;31;27.5
04/03/2018;3;2018;13.693;3.705;10.1935;11;-7;7.5;0.803330169;2.652;Cloudy;24;35;29.5
05/03/2018;3;2018;6.694;-6.999;4.9225;4;-3;2.5;0.597550045;1.613;Cloudy;24;29;26.5
06/03/2018;3;2018;3.151;-3.543;4.9845;1;3;2.5;0.317359568;0.895;Cloudy;20;24;22
07/03/2018;3;2018;6.818;3.667;8.364;4;0;4;0.586682312;2.143;Cloudy;19;26;22.5
08/03/2018;3;2018;9.91;3.092;10.276;4;4;6;0.403632694;2.848;Cloudy;19;27;23
09/03/2018;3;2018;10.642;0.732;10.2175;8;-1;7.5;0.751738395;2.868;Cloudy;19;27;23
