Date;Mes;Ano;Gen;subGen;mmGen;Exp;subExp;mmExp;gen/exp;PP;Cond;Temp min;Temp max;Temp med
10/03/2018;3;2018;9.793;-0.849;9.754;7;0;7;0.714796283;2.832;Cloudy;20;27;23.5
11/03/2018;3;2018;9.715;-0.078;11.1165;7;3;8.5;0.720535255;2.868;Cloudy;19;26;22.5
12/03/2018;3;2018;12.518;2.803;9.583;10;-6;7;0.798849656;2.861;Cloudy;18;29;23.5
13/03/2018;3;2018;6.648;-5.87;9.484;4;6;7;0.601684717;1.999;Cloudy;19;27;23
14/03/2018;3;2018;12.32;5.672;12.385;10;-1;9.5;0.811688312;2.871;Cloudy;20;29;24.5
15/03/2018;3;2018;12.45;0.13;13.663;9;2;10;0.722891566;2.868;Cloudy;20;29;24.5
16/03/2018;3;2018;14.876;2.426;14.68;11;1;11.5;0.739446088;2.129;Cloudy;18;31;24.5
17/03/2018;3;2018;14.484;-0.392;13.05;12;-4;10;0.828500414;2.078;Cloudy;20;31;25.5
18/03/2018;3;2018;11.616;-2.868;12.226;8;2;9;0.688705234;2.772;Cloudy;21;31;26
19/03/2018;3;2018;12.836;1.22;12.466;10;0;10;0.779058897;2.617;Cloudy;22;31;26.5
20/03/2018;3;2018;12.096;-0.74;9.2975;10;-6;7;0.826719577;2.709;Cloudy;21;30;25.5
21/03/2018;3;2018;6.499;-5.597;8.473;4;1;4.5;0.615479305;2.073;Cloudy;21;26;23.5
22/03/2018;3;2018;10.447;3.948;10.752;5;4;7;0.478606298;2.867;Cloudy;20;28;24
23/03/2018;3;2018;11.057;0.61;10.672;9;-1;8.5;0.813964005;2.87;Cloudy;20;28;24
24/03/2018;3;2018;10.287;-0.77;9.515;8;-2;7;0.777680568;2.084;Cloudy;20;28;24
25/03/2018;3;2018;8.743;-1.544;8.8595;6;0;6;0.686263296;2.84;Cloudy;20;28;24
26/03/2018;3;2018;8.976;0.233;7.002;6;-3;4.5;0.668449198;2.552;Cloudy;22;29;25.5
27/03/2018;3;2018;5.028;-3.948;8.3215;3;6;6;0.596658711;2.414;Cloudy;24;28;26
28/03/2018;3;2018;11.615;6.587;9.6995;9;-3;7.5;0.774860095;2.738;Cloudy;21;31;26
29/03/2018;3;2018;7.784;-3.831;7.7365;6;-3;4.5;0.770811922;2.865;Cloudy;21;29;25
30/03/2018;3;2018;7.689;-0.095;9.5995;3;6;6;0.390167772;2.792;Cloudy;21;29;25
31/03/2018;3;2018;11.51;3.821;11.1575;9;-1;8.5;0.781928758;2.501;Cloudy;21;29;25
01/04/2018;4;2018;10.805;-0.705;11.4115;8;0;8;0.740397964;2.377;Cloudy;20;29;24.5
02/04/2018;4;2018;12.018;1.213;11.1785;8;-1;7.5;0.665668164;2.562;Cloudy;21;29;25
03/04/2018;4;2018;10.339;-1.679;8.147;7;-4;5;0.67704807;2.732;Cloudy;20;28;24
04/04/2018;4;2018;5.955;-4.384;8.5325;3;5;5.5;0.503778338;2.214;Cloudy;20;26;23
05/04/2018;4;2018;11.11;5.155;11.265;8;0;8;0.720072007;2.689;Cloudy;18;28;23
06/04/2018;4;2018;11.42;0.31;11.805;8;1;8.5;0.700525394;2.615;Cloudy;18;28;23
07/04/2018;4;2018;12.19;0.77;11.499;9;-1;8.5;0.73831009;2.459;Cloudy;19;28;23.5
08/04/2018;4;2018;10.808;-1.382;11.789;8;3;9.5;0.74019245;2.654;Cloudy;19;28;23.5
09/04/2018;4;2018;12.77;1.962;12.0095;11;-2;10;0.861393892;2.123;Cloudy;18;29;23.5
10/04/2018;4;2018;11.249;-1.521;11.4835;9;0;9;0.800071117;2.404;Cloudy;18;30;24
11/04/2018;4;2018;11.718;0.469;10.0755;9;-3;7.5;0.768049155;2.41;Cloudy;20;27;23.5
12/04/2018;4;2018;8.433;-3.285;8.962;6;1;6.5;0.711490573;2.869;Cloudy;18;26;22
13/04/2018;4;2018;9.491;1.058;8.026;7;-3;5.5;0.737540828;2.635;Cloudy;18;28;23
14/04/2018;4;2018;6.561;-2.93;9.0465;4;4;6;0.609663161;1.967;Cloudy;19;28;23.5
15/04/2018;4;2018;11.532;4.971;11.8455;8;1;8.5;0.693721818;2.168;Cloudy;18;30;24
16/04/2018;4;2018;12.159;0.627;11.9715;9;1;9.5;0.74019245;1.874;Cloudy;15;32;23.5
17/04/2018;4;2018;11.784;-0.375;8.042;10;-8;6;0.848608282;1.871;Cloudy;17;31;24
18/04/2018;4;2018;4.3;-7.484;5.9495;2;4;4;0.465116279;2.063;Cloudy;19;25;22
19/04/2018;4;2018;7.599;3.299;6.9085;6;-1;5.5;0.789577576;2.254;Cloudy;18;27;22.5
20/04/2018;4;2018;6.218;-1.381;7.2335;5;0;5;0.804117079;2.645;Cloudy;19;28;23.5
21/04/2018;4;2018;8.249;2.031;8.4095;5;0;5;0.606134077;2.658;Cloudy;18;27;22.5
22/04/2018;4;2018;8.57;0.321;9.5335;5;3;6.5;0.583430572;2.862;Cloudy;17;26;21.5
23/04/2018;4;2018;10.497;1.927;10.7425;8;1;8.5;0.762122511;2.28;Cloudy;17;28;22.5
24/04/2018;4;2018;10.988;0.491;10.733;9;-2;8;0.819075355;1.865;Cloudy;16;27;21.5
25/04/2018;4;2018;10.478;-0.51;10.761;7;2;8;0.668066425;2.346;Cloudy;18;28;23
26/04/2018;4;2018;11.044;0.566;10.943;9;0;9;0.81492213;1.867;Cloudy;18;29;23.5
27/04/2018;4;2018;10.842;-0.202;9.8795;9;-2;8;0.830105147;2.1;Cloudy;18;28;23
28/04/2018;4;2018;8.917;-1.925;9.7765;7;1;7.5;0.785017383;2.26;Cloudy;17;26;21.5
29/04/2018;4;2018;10.636;1.719;10.056;8;-1;7.5;0.752162467;2.561;Cloudy;16;26;21
30/04/2018;4;2018;9.476;-1.16;9.2585;7;0;7;0.738708316;2.282;Cloudy;15;26;20.5
01/05/2018;5;2018;9.041;-0.435;8.351;7;-1;6.5;0.774250636;2.365;Cloudy;15;25;20
02/05/2018;5;2018;7.661;-1.38;8.478;6;1;6.5;0.783187573;2.459;Cloudy;17;26;21.5
03/05/2018;5;2018;9.295;1.634;9.81;7;1;7.5;0.753093061;2.059;Cloudy;16;27;21.5
04/05/2018;5;2018;10.325;1.03;10.187;8;0;8;0.774818402;2.028;Cloudy;16;28;22
05/05/2018;5;2018;10.049;-0.276;9.827;8;-1;7.5;0.796099114;1.985;Cloudy;18;27;22.5
06/05/2018;5;2018;9.605;-0.444;7;7;-4;5;0.72878709;2.172;Cloudy;16;26;21
07/05/2018;5;2018;4.395;-5.21;3.9095;3;-2;2;0.682593857;2.224;Cloudy;17;24;20.5
08/05/2018;5;2018;3.424;-0.971;6.937;1;7;4.5;0.292056075;1.766;Cloudy;18;22;20
09/05/2018;5;2018;10.45;7.026;10.461;8;0;8;0.765550239;1.814;Cloudy;18;27;22.5
10/05/2018;5;2018;10.472;0.022;10.802;8;1;8.5;0.76394194;1.747;Cloudy;14;28;21
11/05/2018;5;2018;11.132;0.66;11.0715;9;1;9.5;0.808480057;1.856;Cloudy;15;23;19
12/05/2018;5;2018;11.011;-0.121;10.818;10;-2;9;0.908182726;1.847;Fine;12;22;17
13/05/2018;5;2018;10.625;-0.386;10.452;8;0;8;0.752941176;1.759;Fine;11;24;17.5
14/05/2018;5;2018;10.279;-0.346;10.0985;8;0;8;0.778285825;1.718;Cloudy;11;25;18
15/05/2018;5;2018;9.918;-0.361;9.941;8;0;8;0.806614237;1.7;Cloudy;13;25;19
16/05/2018;5;2018;9.964;0.046;8.545;8;-2;7;0.802890405;1.737;Cloudy;12;24;18
17/05/2018;5;2018;7.126;-2.838;8.432;6;1;6.5;0.84198709;2.202;Cloudy;13;24;18.5
18/05/2018;5;2018;9.738;2.612;9.8165;7;0;7;0.718833436;1.667;Cloudy;13;25;19
19/05/2018;5;2018;9.895;0.157;9.8935;7;0;7;0.707427994;1.637;Cloudy;12;25;18.5
20/05/2018;5;2018;9.892;-0.003;9.9255;7;1;7.5;0.707642539;1.657;Cloudy;12;25;18.5
21/05/2018;5;2018;9.959;0.067;10.034;8;0;8;0.803293503;1.667;Cloudy;10;20;15
22/05/2018;5;2018;10.109;0.15;9.5805;8;-1;7.5;0.791374023;1.696;Cloudy;11;26;18.5
23/05/2018;5;2018;9.052;-1.057;8.6385;7;-1;6.5;0.773309766;1.921;Cloudy;11;25;18
24/05/2018;5;2018;8.225;-0.827;7.386;6;-2;5;0.729483283;1.984;Cloudy;13;24;18.5
25/05/2018;5;2018;6.547;-1.678;6.8515;4;1;4.5;0.610966855;1.811;Cloudy;14;25;19.5
26/05/2018;5;2018;7.156;0.609;6.438;5;-1;4.5;0.698714366;2.169;Cloudy;15;24;19.5
27/05/2018;5;2018;5.72;-1.436;5.887;4;0;4;0.699300699;1.849;Cloudy;14;23;18.5
28/05/2018;5;2018;6.054;0.334;6.0605;4;0;4;0.660720185;2.233;Cloudy;15;23;19
29/05/2018;5;2018;6.067;0.013;7.605;4;3;5.5;0.659304434;1.986;Cloudy;16;24;20
30/05/2018;5;2018;9.143;3.076;9.182;7;0;7;0.765613037;1.635;Cloudy;13;26;19.5
31/05/2018;5;2018;9.221;0.078;9.455;7;1;7.5;0.759136753;1.672;Fine;10;24;17
01/06/2018;6;2018;9.689;0.468;9.656;8;0;8;0.825678605;1.672;Fine;10;22;16
02/06/2018;6;2018;9.623;-0.066;9.2585;8;-1;7.5;0.831341577;1.672;Fine;15;23;19
03/06/2018;6;2018;8.894;-0.729;8.7975;7;-2;6;0.787047448;1.672;Fine;13;25;19
04/06/2018;6;2018;8.701;-0.193;8.296;5;1;5.5;0.574646592;1.58;Cloudy;12;24;18
05/06/2018;6;2018;7.891;-0.81;7.7135;6;0;6;0.760359904;1.693;Cloudy;12;23;17.5
06/06/2018;6;2018;7.536;-0.355;5.1385;6;-3;4.5;0.796178344;1.992;Cloudy;12;23;17.5
07/06/2018;6;2018;2.741;-4.795;4.821;3;2;4;1.094491062;1.824;Cloudy;14;14;14
08/06/2018;6;2018;6.901;4.16;6.665;5;-1;4.5;0.724532676;1.953;Cloudy;14;22;18
09/06/2018;6;2018;6.429;-0.472;6.866;4;0;4;0.622180744;1.851;Cloudy;16;24;20
10/06/2018;6;2018;7.303;0.874;8.239;4;4;6;0.547720115;1.911;Cloudy;16;24;20
11/06/2018;6;2018;9.175;1.872;8.738;8;-2;7;0.871934605;1.548;Cloudy;12;23;17.5
12/06/2018;6;2018;8.301;-0.874;7.876;6;-1;5.5;0.722804481;1.787;Cloudy;9;23;16
13/06/2018;6;2018;7.451;-0.85;6.5605;5;-1;4.5;0.671050866;2.188;Cloudy;10;25;17.5
14/06/2018;6;2018;5.67;-1.781;7.6235;4;4;6;0.705467372;2.037;Cloudy;14;24;19
15/06/2018;6;2018;9.577;3.907;9.462;8;-1;7.5;0.835334656;1.601;Cloudy;12;24;18
16/06/2018;6;2018;9.347;-0.23;9.328;7;-1;6.5;0.748903391;1.619;Cloudy;7;23;15
17/06/2018;6;2018;9.309;-0.038;9.432;6;2;7;0.644537544;1.711;Cloudy;9;20;14.5
18/06/2018;6;2018;9.555;0.246;9.5395;8;-1;7.5;0.83725798;1.639;Cloudy;10;18;14
19/06/2018;6;2018;9.524;-0.031;8.398;7;-1;6.5;0.7349853;1.617;Cloudy;8;20;14
20/06/2018;6;2018;7.272;-2.252;7.5645;6;0;6;0.825082508;1.942;Cloudy;9;22;15.5
21/06/2018;6;2018;7.857;0.585;8.043;6;0;6;0.763650248;1.888;Cloudy;10;22;16
22/06/2018;6;2018;8.229;0.372;8.5725;6;0;6;0.729128691;1.566;Cloudy;11;23;17
23/06/2018;6;2018;8.916;0.687;8.978;6;0;6;0.67294751;1.668;Cloudy;9;23;16
24/06/2018;6;2018;9.04;0.124;7.9945;6;-1;5.5;0.663716814;1.549;Cloudy;9;23;16
25/06/2018;6;2018;6.949;-2.091;6.3735;5;-1;4.5;0.71952799;1.987;Cloudy;10;22;16
26/06/2018;6;2018;5.798;-1.151;3.6705;4;-3;2.5;0.689893067;2.316;Cloudy;13;22;17.5
27/06/2018;6;2018;1.543;-4.255;2.6175;1;2;2;0.64808814;0.318;Showers;14;17;15.5
28/06/2018;6;2018;3.692;2.149;5.649;3;2;4;0.812567714;2.088;Cloudy;16;20;18
29/06/2018;6;2018;7.606;3.914;7.5715;5;0;5;0.657375756;1.564;Cloudy;12;24;18
30/06/2018;6;2018;7.537;-0.069;5.7045;5;-4;3;0.663393923;1.862;Cloudy;13;25;19
01/07/2018;7;2018;3.872;-3.665;5.8785;1;5;3.5;0.258264463;1.562;Cloudy;15;22;18.5
02/07/2018;7;2018;7.885;4.013;8.3215;6;1;6.5;0.760938491;1.82;Cloudy;15;24;19.5
03/07/2018;7;2018;8.758;0.873;8.3025;7;-1;6.5;0.79926924;1.689;Cloudy;13;23;18
04/07/2018;7;2018;7.847;-0.911;6.7915;6;-3;4.5;0.764623423;2.01;Cloudy;15;24;19.5
05/07/2018;7;2018;5.736;-2.111;6.0305;3;1;3.5;0.523012552;2.376;Cloudy;15;23;19
06/07/2018;7;2018;6.325;0.589;5.676;4;-1;3.5;0.632411067;2.162;Cloudy;18;24;21
07/07/2018;7;2018;5.027;-1.298;7.419;3;3;4.5;0.596777402;1.422;Cloudy;18;25;21.5
08/07/2018;7;2018;9.811;4.784;9.395;6;0;6;0.611558455;1.671;Cloudy;10;20;15
09/07/2018;7;2018;8.979;-0.832;8.4065;6;-1;5.5;0.66822586;1.609;Cloudy;9;21;15
10/07/2018;7;2018;7.834;-1.145;6.629;5;-1;4.5;0.638243554;1.875;Cloudy;9;22;15.5
11/07/2018;7;2018;5.424;-2.41;6.5565;4;3;5.5;0.737463127;1.797;Cloudy;11;21;16
12/07/2018;7;2018;7.689;2.265;8.865;7;1;7.5;0.910391468;2.058;Cloudy;14;22;18
13/07/2018;7;2018;10.041;2.352;9.973;8;-1;7.5;0.796733393;1.702;Fine;11;22;16.5
14/07/2018;7;2018;9.905;-0.136;9.8725;7;0;7;0.706713781;1.645;Fine;7;21;14
15/07/2018;7;2018;9.84;-0.065;8.492;7;0;7;0.711382114;1.642;Fine;5;22;13.5
16/07/2018;7;2018;7.144;-2.696;8.4865;7;0;7;0.979843225;1.609;Fine;6;24;15
17/07/2018;7;2018;9.829;2.685;9.766;7;-1;6.5;0.712178248;1.642;Cloudy;7;24;15.5
18/07/2018;7;2018;9.703;-0.126;9.719;6;0;6;0.618365454;1.598;Fine;6;25;15.5
19/07/2018;7;2018;9.735;0.032;8.1365;6;-2;5;0.61633282;1.617;Fine;6;24;15
20/07/2018;7;2018;6.538;-3.197;8.3615;4;4;6;0.611807892;2.201;Cloudy;10;25;17.5
21/07/2018;7;2018;10.185;3.647;9.4525;8;-2;7;0.785468827;1.693;Cloudy;10;20;15
22/07/2018;7;2018;8.72;-1.465;9.077;6;1;6.5;0.688073394;2.088;Cloudy;8;21;14.5
23/07/2018;7;2018;9.434;0.714;9.4815;7;0;7;0.741997032;1.951;Cloudy;8;22;15
24/07/2018;7;2018;9.529;0.095;8.1625;7;-2;6;0.734599643;1.576;Cloudy;8;24;16
25/07/2018;7;2018;6.796;-2.733;8.0675;5;2;6;0.735726898;1.875;Cloudy;10;24;17
26/07/2018;7;2018;9.339;2.543;9.498;7;1;7.5;0.749544919;1.569;Cloudy;14;26;20
27/07/2018;7;2018;9.657;0.318;9.5965;8;-1;7.5;0.828414622;1.607;Cloudy;11;26;18.5
28/07/2018;7;2018;9.536;-0.121;9.667;7;-1;6.5;0.734060403;1.585;Cloudy;12;26;19
29/07/2018;7;2018;9.798;0.262;10.256;6;3;7.5;0.612369871;1.623;Cloudy;12;26;19
30/07/2018;7;2018;10.714;0.916;10.6315;9;0;9;0.840022401;1.791;Cloudy;12;24;18
31/07/2018;7;2018;10.549;-0.165;10.4595;9;-1;8.5;0.853161437;1.722;Cloudy;8;23;15.5
01/08/2018;8;2018;10.37;-0.179;9.943;8;0;8;0.771456123;1.783;Cloudy;7;25;16
02/08/2018;8;2018;9.516;-0.854;9.6185;8;-1;7.5;0.840689365;1.902;Cloudy;9;23;16
03/08/2018;8;2018;9.721;0.205;9.8375;7;0;7;0.720090526;2.06;Cloudy;11;24;17.5
04/08/2018;8;2018;9.954;0.233;10.048;7;1;7.5;0.70323488;1.73;Cloudy;12;27;19.5
05/08/2018;8;2018;10.142;0.188;9.9635;8;-1;7.5;0.788799053;1.687;Cloudy;10;25;17.5
06/08/2018;8;2018;9.785;-0.357;9.1435;7;0;7;0.715380685;1.682;Cloudy;12;28;20
07/08/2018;8;2018;8.502;-1.283;9.804;7;2;8;0.823335686;2.405;Cloudy;16;23;19.5
08/08/2018;8;2018;11.106;2.604;11.1105;9;0;9;0.810372771;0.069;Showers;5;19;12
09/08/2018;8;2018;11.115;0.009;10.948;9;-1;8.5;0.809716599;1.805;Cloudy;7;23;15
10/08/2018;8;2018;10.781;-0.334;10.4735;8;0;8;0.742046192;1.993;Cloudy;10;23;16.5
11/08/2018;8;2018;10.166;-0.615;10.7345;8;0;8;0.786936848;2.126;Cloudy;11;25;18
12/08/2018;8;2018;11.303;1.137;11.356;8;2;9;0.707776696;1.839;Cloudy;12;24;18
13/08/2018;8;2018;11.409;0.106;11.2775;10;-1;9.5;0.876501008;1.863;Cloudy;8;22;15
14/08/2018;8;2018;11.146;-0.263;11.1985;9;-1;8.5;0.807464561;1.803;Cloudy;7;23;15
15/08/2018;8;2018;11.251;0.105;11.3;8;1;8.5;0.711047907;1.781;Cloudy;8;25;16.5
16/08/2018;8;2018;11.349;0.098;11.3785;9;0;9;0.793021412;1.829;Cloudy;8;30;19
17/08/2018;8;2018;11.408;0.059;11.448;9;0;9;0.788920056;1.832;Cloudy;9;29;19
18/08/2018;8;2018;11.488;0.08;11.9605;9;1;9.5;0.783426184;1.849;Fine;9;28;18.5
19/08/2018;8;2018;12.433;0.945;12.5155;10;1;10.5;0.804311108;2.016;Cloudy;8;23;15.5
20/08/2018;8;2018;12.598;0.165;12.423;11;-1;10.5;0.873154469;2.012;Cloudy;10;22;16
21/08/2018;8;2018;12.248;-0.35;12.3315;10;0;10;0.81645983;1.948;Cloudy;7;24;15.5
22/08/2018;8;2018;12.415;0.167;11.391;10;-1;9.5;0.805477245;1.985;Cloudy;5;24;14.5
23/08/2018;8;2018;10.367;-2.048;11.21;9;0;9;0.868139288;0.061;Showers;8;8;8
24/08/2018;8;2018;12.053;1.686;10.96;9;-2;8;0.746702066;1.989;Cloudy;11;24;17.5
25/08/2018;8;2018;9.867;-2.186;7.3715;7;-5;4.5;0.709435492;2.622;Cloudy;12;22;17
26/08/2018;8;2018;4.876;-4.991;8.5535;2;8;6;0.410172272;1.257;Cloudy;14;20;17
27/08/2018;8;2018;12.231;7.355;12.079;10;0;10;0.817594637;2.41;Cloudy;10;24;17
28/08/2018;8;2018;11.927;-0.304;12.6045;10;1;10.5;0.838433806;2.252;Cloudy;11;23;17
29/08/2018;8;2018;13.282;1.355;12.8315;11;-1;10.5;0.828188526;2.067;Cloudy;10;25;17.5
30/08/2018;8;2018;12.381;-0.901;12.5345;10;1;10.5;0.807689201;2.11;Cloudy;9;24;16.5
31/08/2018;8;2018;12.688;0.307;12.6055;11;-4;9;0.866960908;2.28;Cloudy;10;26;18
01/09/2018;9;2018;12.523;-0.165;12.76;7;1;7.5;0.558971492;2.866;Cloudy;18;27;22.5
02/09/2018;9;2018;12.997;0.474;9.448;8;-4;6;0.61552666;1.954;Cloudy;12;26;19
03/09/2018;9;2018;5.899;-7.098;6.5775;4;1;4.5;0.678081031;2.277;Cloudy;12;21;16.5
04/09/2018;9;2018;7.256;1.357;8.4585;5;2;6;0.689084895;2.607;Cloudy;12;22;17
05/09/2018;9;2018;9.661;2.405;9.78;7;1;7.5;0.724562675;2.864;Cloudy;12;22;17
06/09/2018;9;2018;9.899;0.238;10.045;8;-1;7.5;0.808162441;2.677;Cloudy;13;23;18
07/09/2018;9;2018;10.191;0.292;8.156;7;-3;5.5;0.686880581;2.718;Cloudy;13;25;19
08/09/2018;9;2018;6.121;-4.07;9.9555;4;4;6;0.653487992;2.608;Cloudy;18;25;21.5
09/09/2018;9;2018;13.79;7.669;13.809;8;4;10;0.580130529;2.064;Cloudy;14;27;20.5
10/09/2018;9;2018;13.828;0.038;12.8335;12;-3;10.5;0.867804455;2.045;Cloudy;13;25;19
11/09/2018;9;2018;11.839;-1.989;11.987;9;1;9.5;0.760199341;2.441;Cloudy;12;25;18.5
12/09/2018;9;2018;12.135;0.296;12.843;10;1;10.5;0.824062629;2.602;Cloudy;13;25;19
13/09/2018;9;2018;13.551;1.416;12.916;11;-1;10.5;0.81174821;2.072;Cloudy;14;26;20
14/09/2018;9;2018;12.281;-1.27;13.1035;10;-1;9.5;0.814265939;2.386;Cloudy;14;26;20
15/09/2018;9;2018;13.926;1.645;13.0335;9;-2;8;0.646273158;2.029;Cloudy;14;27;20.5
16/09/2018;9;2018;12.141;-1.785;12.219;7;3;8.5;0.576558768;2.649;Cloudy;15;28;21.5
17/09/2018;9;2018;12.297;0.156;12.489;10;-1;9.5;0.813206473;2.617;Cloudy;13;23;18
18/09/2018;9;2018;12.681;0.384;13.5775;9;2;10;0.709723208;2.867;Cloudy;12;24;18
19/09/2018;9;2018;14.474;1.793;14.199;11;1;11.5;0.759983419;2.109;Cloudy;12;25;18.5
20/09/2018;9;2018;13.924;-0.55;13.6435;12;-1;11.5;0.861821316;2.597;Cloudy;15;29;22
21/09/2018;9;2018;13.363;-0.561;11.8625;11;-7;7.5;0.82316845;2.747;Cloudy;13;24;18.5
22/09/2018;9;2018;10.362;-3.001;12.4475;4;4;6;0.386025864;2.865;Cloudy;12;25;18.5
23/09/2018;9;2018;14.533;4.171;12.3035;8;0;8;0.550471341;2.134;Cloudy;13;26;19.5
24/09/2018;9;2018;10.074;-4.459;7.4925;8;-5;5.5;0.794123486;2.777;Cloudy;14;26;20
25/09/2018;9;2018;4.911;-5.163;8.1225;3;3;4.5;0.610873549;1.426;Cloudy;16;21;18.5
26/09/2018;9;2018;11.334;6.423;9.9445;6;0;6;0.529380625;2.801;Cloudy;14;24;19
27/09/2018;9;2018;8.555;-2.779;10.507;6;3;7.5;0.701344243;2.087;Cloudy;14;24;19
28/09/2018;9;2018;12.459;3.904;12.4115;9;1;9.5;0.722369372;2.723;Cloudy;16;27;21.5
29/09/2018;9;2018;12.364;-0.095;7.863;10;-9;5.5;0.808799741;2.452;Cloudy;16;29;22.5
30/09/2018;9;2018;3.362;-9.002;8.724;1;6;4;0.297441999;1.948;Cloudy;17;20;18.5
01/10/2018;10;2018;14.086;10.724;13.8935;7;4;9;0.496947324;2.864;Cloudy;13;24;18.5
02/10/2018;10;2018;13.701;-0.385;12.907;11;1;11.5;0.802861105;2.863;Cloudy;13;25;19
03/10/2018;10;2018;12.113;-1.588;13.996;12;1;12.5;0.99067118;2.609;Cloudy;12;24;18
04/10/2018;10;2018;15.879;3.766;12.2985;13;-7;9.5;0.818691353;2.241;Fine;13;26;19.5
05/10/2018;10;2018;8.718;-7.161;7.8685;6;-2;5;0.688231246;2.86;Cloudy;18;25;21.5
06/10/2018;10;2018;7.019;-1.699;7.888;4;1;4.5;0.56988175;2.627;Cloudy;16;22;19
07/10/2018;10;2018;8.757;1.738;10.621;5;5;7.5;0.570971794;2.859;Cloudy;15;24;19.5
08/10/2018;10;2018;12.485;3.728;11.594;10;-2;9;0.800961153;2.733;Cloudy;15;28;21.5
09/10/2018;10;2018;10.703;-1.782;13.0765;8;4;10;0.747453985;2.87;Cloudy;16;26;21
10/10/2018;10;2018;15.45;4.747;10.199;12;-11;6.5;0.776699029;2.182;Fine;16;28;22
11/10/2018;10;2018;4.948;-10.502;4.324;1;1;1.5;0.202101859;2.403;Cloudy;18;26;22
12/10/2018;10;2018;3.7;-1.248;3.8855;2;0;2;0.540540541;1.013;Cloudy;17;21;19
13/10/2018;10;2018;4.071;0.371;4.6955;2;0;2;0.491279784;1.176;Cloudy;15;19;17
14/10/2018;10;2018;5.32;1.249;5.6045;2;2;3;0.37593985;1.374;Cloudy;16;21;18.5
15/10/2018;10;2018;5.889;0.569;8.814;4;5;6.5;0.679232467;2.238;Cloudy;18;23;20.5
16/10/2018;10;2018;11.739;5.85;11.935;9;-1;8.5;0.766675185;2.868;Cloudy;19;26;22.5
17/10/2018;10;2018;12.131;0.392;9.495;8;-3;6.5;0.65946748;2.87;Cloudy;18;25;21.5
18/10/2018;10;2018;6.859;-5.272;9.213;5;3;6.5;0.728969237;2.579;Cloudy;18;25;21.5
19/10/2018;10;2018;11.567;4.708;12.992;8;3;9.5;0.69162272;2.868;Cloudy;18;26;22
20/10/2018;10;2018;14.417;2.85;11.9275;11;-5;8.5;0.762988139;2.867;Cloudy;18;28;23
21/10/2018;10;2018;9.438;-4.979;11.9255;6;6;9;0.635727908;2.869;Cloudy;19;28;23.5
22/10/2018;10;2018;14.413;4.975;15.5205;12;2;13;0.832581697;2.686;Cloudy;15;28;21.5
23/10/2018;10;2018;16.628;2.215;16.6315;14;0;14;0.841953332;2.763;Cloudy;18;29;23.5
24/10/2018;10;2018;16.635;0.007;13.635;14;-6;11;0.841599038;2.179;Fine;18;32;25
25/10/2018;10;2018;10.635;-6;13.3805;8;5;10.5;0.752233192;0.88;Showers;18;22;20
26/10/2018;10;2018;16.126;5.491;16.614;13;0;13;0.806151556;2.734;Fine;18;32;25
27/10/2018;10;2018;17.102;0.976;15.4015;13;-3;11.5;0.760145012;2.403;Fine;19;29;24
28/10/2018;10;2018;13.701;-3.401;8.3025;10;-9;5.5;0.729873732;2.572;Cloudy;18;30;24
29/10/2018;10;2018;2.904;-10.797;9.1925;1;12;7;0.344352617;1.266;Showers;18;21;19.5
30/10/2018;10;2018;15.481;12.577;15.598;13;-1;12.5;0.839739035;2.868;Fine;16;26;21
31/10/2018;10;2018;15.715;0.234;16.5515;12;2;13;0.763601654;2.563;Fine;16;27;21.5
01/11/2018;11;2018;17.388;1.673;17.091;14;0;14;0.805152979;2.701;Fine;16;28;22
02/11/2018;11;2018;16.794;-0.594;16.867;14;-1;13.5;0.833631059;2.877;Fine;18;27;22.5
03/11/2018;11;2018;16.94;0.146;16.91;13;0;13;0.767414404;2.273;Cloudy;18;31;24.5
04/11/2018;11;2018;16.88;-0.06;16.839;13;0;13;0.77014218;2.246;Fine;18;31;24.5
05/11/2018;11;2018;16.798;-0.082;15.839;13;-1;12.5;0.773901655;2.213;Fine;21;31;26
06/11/2018;11;2018;14.88;-1.918;16.1015;12;3;13.5;0.806451613;2.368;Cloudy;24;32;28
07/11/2018;11;2018;17.323;2.443;12.1585;15;-10;10;0.865900825;2.278;Fine;22;31;26.5
08/11/2018;11;2018;6.994;-10.329;9.538;5;4;7;0.714898484;2.526;Cloudy;22;25;23.5
09/11/2018;11;2018;12.082;5.088;14.249;9;3;10.5;0.744909783;2.868;Cloudy;16;25;20.5
10/11/2018;11;2018;16.416;4.334;16.27;12;-1;11.5;0.730994152;2.867;Cloudy;14;27;20.5
11/11/2018;11;2018;16.124;-0.292;16.7025;11;3;12.5;0.68221285;2.865;Fine;17;28;22.5
12/11/2018;11;2018;17.281;1.157;16.1865;14;-2;13;0.810138302;2.872;Fine;17;28;22.5
13/11/2018;11;2018;15.092;-2.189;14.5925;12;-1;11.5;0.795123244;2.871;Cloudy;17;27;22
14/11/2018;11;2018;14.093;-0.999;14.55;11;1;11.5;0.780529341;2.867;Cloudy;17;28;22.5
15/11/2018;11;2018;15.007;0.914;15.7925;12;1;12.5;0.799626841;2.87;Cloudy;21;30;25.5
16/11/2018;11;2018;16.578;1.571;14.4695;13;-3;11.5;0.784171794;2.662;Fine;19;30;24.5
