Date;Mes;Ano;Gen;subGen;mmGen;Exp;subExp;mmExp;PP;Cond;Temp min;Temp min;Temp med;exp/gen
01/04/2019;4;2019;26.72;-6.711;25.778;19.003;-1.726;18.14;5.107;Fine;15;27;21;0.71119012
02/04/2019;4;2019;24.836;-1.884;21.9605;17.277;-6.841;13.8565;5.028;Fine;17;27;22;0.695643421
03/04/2019;4;2019;19.085;-5.751;24.0285;10.436;9.924;15.398;5.051;Fine;18;26;22;0.546816872
04/04/2019;4;2019;28.972;9.887;30.1085;20.36;2.478;21.599;5.056;Fine;18;27;22.5;0.70274748
05/04/2019;4;2019;31.245;2.273;29.013;22.838;-10.32;17.678;5.024;Fine;17;27;22;0.730932949
06/04/2019;4;2019;26.781;-4.464;26.877;12.518;1.951;13.4935;5.047;Fine;18;27;22.5;0.467420933
07/04/2019;4;2019;26.973;0.192;28.5045;14.469;1.755;15.3465;5.043;Fine;18;29;23.5;0.536425314
08/04/2019;4;2019;30.036;3.063;29.3665;16.224;0.967;16.7075;4.848;Fine;18;29;23.5;0.540151818
09/04/2019;4;2019;28.697;-1.339;24.3605;17.191;-9.103;12.6395;4.262;Fine;18;29;23.5;0.599052166
10/04/2019;4;2019;20.024;-8.673;21.956;8.088;4.54;10.358;5.048;Fine;18;27;22.5;0.403915302
11/04/2019;4;2019;23.888;3.864;22.8625;12.628;-3.514;10.871;5.038;Fine;19;26;22.5;0.528633624
12/04/2019;4;2019;21.837;-2.051;22.7945;9.114;1.721;9.9745;5.06;Fine;16;25;20.5;0.417365023
13/04/2019;4;2019;23.752;1.915;24.8605;10.835;0.265;10.9675;5.051;Fine;16;26;21;0.456172112
14/04/2019;4;2019;25.969;2.217;22.0195;11.1;-3.524;9.338;5.066;Fine;16;26;21;0.427432708
15/04/2019;4;2019;18.07;-7.899;18.271;7.576;0.781;7.9665;5.03;Cloudy;17;25;21;0.419258439
16/04/2019;4;2019;18.472;0.402;20.447;8.357;3.277;9.9955;5.054;Cloudy;16;26;21;0.452414465
17/04/2019;4;2019;22.422;3.95;23.755;11.634;2.084;12.676;5.037;Fine;17;27;22;0.5188654
18/04/2019;4;2019;25.088;2.666;22.71;13.718;-2.185;12.6255;5.043;Fine;17;28;22.5;0.546795281
19/04/2019;4;2019;20.332;-4.756;16.8725;11.533;-6.754;8.156;5.048;Fine;18;27;22.5;0.567233917
20/04/2019;4;2019;13.413;-6.919;15.8915;4.779;3.618;6.588;5.031;Cloudy;19;25;22;0.356296131
21/04/2019;4;2019;18.37;4.957;19.0025;8.397;1.188;8.991;5.044;Cloudy;19;26;22.5;0.457103974
22/04/2019;4;2019;19.635;1.265;15.107;9.585;-7.093;6.0385;4.993;Fine;18;26;22;0.4881589
23/04/2019;4;2019;10.579;-9.056;18.108;2.492;18.273;11.6285;4.709;Cloudy;18;25;21.5;0.235561017
24/04/2019;4;2019;25.637;15.058;23.01;20.765;-9.796;15.867;5.043;Fine;17;26;21.5;0.809962164
25/04/2019;4;2019;20.383;-5.254;19.4165;10.969;-0.241;10.8485;5.051;Fine;19;26;22.5;0.538144532
26/04/2019;4;2019;18.45;-1.933;22.0875;10.728;4.184;12.82;4.095;Cloudy;18;27;22.5;0.581463415
27/04/2019;4;2019;25.725;7.275;25.541;14.912;-1.3;14.262;4.682;Fine;17;28;22.5;0.579669582
28/04/2019;4;2019;25.357;-0.368;20.443;13.612;-5.809;10.7075;4.886;Fine;17;27;22;0.536814292
29/04/2019;4;2019;15.529;-9.828;15.4545;7.803;1.543;8.5745;4.636;Cloudy;17;25;21;0.502479232
30/04/2019;4;2019;15.38;-0.149;17.767;9.346;2.811;10.7515;4.929;Cloudy;17;24;20.5;0.607672302
01/05/2019;5;2019;20.154;4.774;19.916;12.157;1.535;12.9245;5.06;Fine;19;26;22.5;0.603205319
02/05/2019;5;2019;19.678;-0.476;17.4445;13.692;-4.296;11.544;4.878;Fine;18;26;22;0.695802419
03/05/2019;5;2019;15.211;-4.467;10.9005;9.396;-8.615;5.0885;4.458;Cloudy;18;25;21.5;0.617710867
04/05/2019;5;2019;6.59;-8.621;17.853;0.781;19.018;10.29;1.655;Cloudy;20;24;22;0.118512898
05/05/2019;5;2019;29.116;22.526;29.0015;19.799;-0.455;19.5715;4.123;Fine;13;24;18.5;0.680004121
06/05/2019;5;2019;28.887;-0.229;28.7035;19.344;0.656;19.672;4.136;Fine;12;25;18.5;0.669643784
07/05/2019;5;2019;28.52;-0.367;28.375;20;0.629;20.3145;4.255;Fine;12;26;19;0.701262272
08/05/2019;5;2019;28.23;-0.29;28.366;20.629;0.772;21.015;4.697;Fine;13;27;20;0.730747432
09/05/2019;5;2019;28.502;0.272;24.609;21.401;-5.928;18.437;4.05;Fine;12;27;19.5;0.750859589
10/05/2019;5;2019;20.716;-7.786;25.2865;15.473;4.089;17.5175;5.046;Fine;15;27;21;0.746910601
11/05/2019;5;2019;29.857;9.141;25.1385;19.562;-10.859;14.1325;4.276;Fine;13;23;18;0.655189738
12/05/2019;5;2019;20.42;-9.437;15.546;8.703;-4.897;6.2545;5.043;Fine;10;24;17;0.426199804
13/05/2019;5;2019;10.672;-9.748;12.626;3.806;2.657;5.1345;5.031;Cloudy;16;25;20.5;0.356634183
14/05/2019;5;2019;14.58;3.908;14.322;6.463;0.027;6.4765;5.035;Cloudy;16;24;20;0.443278464
15/05/2019;5;2019;14.064;-0.516;16.2555;6.49;4.475;8.7275;4.65;Cloudy;16;24;20;0.461461889
16/05/2019;5;2019;18.447;4.383;15.2825;10.965;-5.067;8.4315;4.684;Fine;16;25;20.5;0.594405594
17/05/2019;5;2019;12.118;-6.329;13.1095;5.898;-0.138;5.829;4.966;Cloudy;16;23;19.5;0.486713979
18/05/2019;5;2019;14.101;1.983;14.5285;5.76;0.171;5.8455;4.742;Cloudy;15;23;19;0.408481668
19/05/2019;5;2019;14.956;0.855;13.065;5.931;-1.328;5.267;5.056;Cloudy;15;25;20;0.396563252
20/05/2019;5;2019;11.174;-3.782;14.2865;4.603;6.286;7.746;5.034;Cloudy;16;22;19;0.411938428
21/05/2019;5;2019;17.399;6.225;17.4345;10.889;-0.203;10.7875;4.608;Fine;17;25;21;0.625840566
22/05/2019;5;2019;17.47;0.071;18.049;10.686;1.272;11.322;4.67;Fine;14;23;18.5;0.611677161
23/05/2019;5;2019;18.628;1.158;18.991;11.958;0.337;12.1265;4.844;Fine;14;24;19;0.641936869
24/05/2019;5;2019;19.354;0.726;20.593;12.295;-3.038;10.776;4.666;Fine;14;25;19.5;0.635269195
25/05/2019;5;2019;21.832;2.478;21.8345;9.257;5.732;12.123;4.677;Fine;13;24;18.5;0.424010627
26/05/2019;5;2019;21.837;0.005;22.641;14.989;1.889;15.9335;3.819;Fine;14;26;20;0.68640381
27/05/2019;5;2019;23.445;1.608;25.61;16.878;2.278;18.017;4.334;Fine;12;27;19.5;0.719897633
28/05/2019;5;2019;27.775;4.33;27.8705;19.156;0.105;19.2085;4.071;Fine;10;22;16;0.689684968
29/05/2019;5;2019;27.966;0.191;27.4815;19.261;-0.345;19.0885;4.137;Fine;7;23;15;0.688729171
30/05/2019;5;2019;26.997;-0.969;26.3135;18.916;-1.082;18.375;4.026;Fine;7;23;15;0.700670445
31/05/2019;5;2019;25.63;-1.367;22.293;17.834;-11.817;11.9255;4.239;Fine;8;20;14;0.695825205
01/06/2019;6;2019;18.956;-6.674;17.295;6.017;0.869;6.4515;4.244;Fine;7;22;14.5;0.317419287
02/06/2019;6;2019;15.634;-3.322;20.2365;6.886;10.868;12.32;5.032;Cloudy;14;22;18;0.440450301
03/06/2019;6;2019;24.839;9.205;26.4735;17.754;1.212;18.36;4.737;Fine;14;22;18;0.714763074
04/06/2019;6;2019;28.108;3.269;25.4645;18.966;-3.613;17.1595;4.223;Fine;9;16;12.5;0.674754518
05/06/2019;6;2019;22.821;-5.287;22.027;15.353;-2.783;13.9615;4.005;Fine;10;22;16;0.672757548
06/06/2019;6;2019;21.233;-1.588;18.2055;12.57;-5.33;9.905;4.304;Fine;11;22;16.5;0.592003014
07/06/2019;6;2019;15.178;-6.055;9.5405;7.24;-4.64;4.92;4.097;Cloudy;10;22;16;0.477006193
08/06/2019;6;2019;3.903;-11.275;13.9265;2.6;10.036;7.618;0.998;Cloudy;13;18;15.5;0.018959775
09/06/2019;6;2019;23.95;20.047;23.6975;12.636;2.826;14.049;3.778;Fine;14;24;19;0.527599165
10/06/2019;6;2019;23.445;-0.505;23.38;15.462;1.11;16.017;4.242;Fine;13;24;18.5;0.65950096
11/06/2019;6;2019;23.315;-0.13;14.389;16.572;-13.548;9.798;3.744;Fine;13;25;19;0.710787047
