Date;Mes;Ano;Gen;subGen;mmGen;Exp;subExp;mmExp;PP;Cond;Temp min;Temp min;Temp med;exp/gen
01/07/2015;7;2015;21.734;1.997;22.7325;15.83;1.067;16.3635;4.816;Fine;12;23;17.5;0.728351891
02/07/2015;7;2015;23.731;1.997;25.846;16.897;3.202;18.498;4.439;Fine;12;19;15.5;0.712022249
03/07/2015;7;2015;27.961;4.23;22.9995;20.099;-10.756;14.721;4.169;Fine;7;20;13.5;0.718822646
04/07/2015;7;2015;18.038;-9.923;20.377;9.343;3.159;10.9225;4.699;Fine;9;21;15;0.51796208
05/07/2015;7;2015;22.716;4.678;25.012;12.502;8.088;16.546;5.043;Fine;9;22;15.5;0.550360979
06/07/2015;7;2015;27.308;4.592;27.64;20.59;1.584;21.382;4.039;Fine;9;24;16.5;0.753991504
07/07/2015;7;2015;27.972;0.664;24.6485;22.174;-6.114;19.117;4.117;Fine;10;23;16.5;0.792721293
08/07/2015;7;2015;21.325;-6.647;17.7035;16.06;-7.952;12.084;5.039;Fine;7;20;13.5;0.753106682
09/07/2015;7;2015;14.082;-7.243;15.3355;8.108;2.886;9.551;4.281;Cloudy;11;19;15;0.575770487
10/07/2015;7;2015;16.589;2.507;16.935;10.994;-1.562;10.213;5.028;Cloudy;9;20;14.5;0.662728314
11/07/2015;7;2015;17.281;0.692;23.368;9.432;2.728;10.796;5.043;Cloudy;11;21;16;0.545801748
12/07/2015;7;2015;29.455;12.174;28.704;12.16;9.91;17.115;4.408;Fine;12;18;15;0.412833135
13/07/2015;7;2015;27.953;-1.502;28.545;22.07;-1.457;21.3415;4.785;Fine;8;18;13;0.789539584
14/07/2015;7;2015;29.137;1.184;23.0575;20.613;-8.688;16.269;4.295;Fine;10;19;14.5;0.707451007
15/07/2015;7;2015;16.978;-12.159;17.2445;11.925;-0.535;11.6575;4.467;Cloudy;5;18;11.5;0.70237955
16/07/2015;7;2015;17.511;0.533;23.8905;11.39;12.841;17.8105;4.747;Cloudy;7;17;12;0.65044829
17/07/2015;7;2015;30.27;12.759;29.541;24.231;-10.558;18.952;4.511;Fine;10;16;13;0.80049554
18/07/2015;7;2015;28.812;-1.458;23.187;13.673;-5.136;11.105;4.215;Fine;6;19;12.5;0.474559211
19/07/2015;7;2015;17.562;-11.25;18.9225;8.537;4.752;10.913;4.705;Cloudy;8;19;13.5;0.486106366
20/07/2015;7;2015;20.283;2.721;19.3955;13.289;-0.86;12.859;5.028;Fine;11;20;15.5;0.655179214
21/07/2015;7;2015;18.508;-1.775;15.017;12.429;-6.403;9.2275;5.024;Fine;10;21;15.5;0.671547439
22/07/2015;7;2015;11.526;-6.982;14.395;6.026;3.181;7.6165;5.051;Cloudy;10;18;14;0.522817977
23/07/2015;7;2015;17.264;5.738;17.7965;9.207;1.676;10.045;5.018;Cloudy;14;23;18.5;0.533306302
24/07/2015;7;2015;18.329;1.065;15.413;10.883;-3.57;9.098;4.517;Fine;14;24;19;0.593758525
25/07/2015;7;2015;12.497;-5.832;15.5655;7.313;3.021;8.8235;4.436;Cloudy;16;24;20;0.585180443
26/07/2015;7;2015;18.634;6.137;21.163;10.334;6.264;13.466;4.492;Fine;13;25;19;0.554577654
27/07/2015;7;2015;23.692;5.058;24.4825;16.598;2.474;17.835;5.043;Fine;13;22;17.5;0.700574033
28/07/2015;7;2015;25.273;1.581;27.1025;19.072;0.4;19.272;4.613;Fine;10;21;15.5;0.754639338
29/07/2015;7;2015;28.932;3.659;28.4235;19.472;1.967;20.4555;4.265;Fine;7;21;14;0.673026407
30/07/2015;7;2015;27.915;-1.017;28.3665;21.439;0.445;21.6615;4.787;Fine;10;22;16;0.76801003
31/07/2015;7;2015;28.818;0.903;28.685;21.884;-1.88;20.944;4.41;Fine;9;24;16.5;0.759386495
01/08/2015;8;2015;28.552;-0.266;28.6925;20.004;-3.261;18.3735;4.165;Fine;9;23;16;0.700616419
02/08/2015;8;2015;28.833;0.281;28.4355;16.743;5.199;19.3425;4.213;Fine;10;25;17.5;0.580688794
03/08/2015;8;2015;28.038;-0.795;23.391;21.942;-9.746;17.069;4.143;Fine;10;26;18;0.782580783
04/08/2015;8;2015;18.744;-9.294;25.1905;12.196;13.243;18.8175;5.065;Cloudy;13;21;17;0.650661545
05/08/2015;8;2015;31.637;12.893;31.0935;25.439;-1.348;24.765;4.52;Fine;7;19;13;0.804090148
06/08/2015;8;2015;30.55;-1.087;27.793;24.091;-6.862;20.66;4.401;Fine;6;21;13.5;0.788576105
07/08/2015;8;2015;25.036;-5.514;27.221;17.229;-1.182;16.638;4.866;Fine;7;21;14;0.688169037
08/08/2015;8;2015;29.406;4.37;28.8885;16.047;2.644;17.369;4.308;Fine;7;22;14.5;0.545704958
09/08/2015;8;2015;28.371;-1.035;28.3945;18.691;1.99;19.686;4.788;Fine;7;22;14.5;0.658806528
10/08/2015;8;2015;28.418;0.047;29.147;20.681;1.658;21.51;5.033;Fine;9;23;16;0.72774298
11/08/2015;8;2015;29.876;1.458;27.224;22.339;-5.863;19.4075;4.203;Fine;8;26;17;0.747723926
12/08/2015;8;2015;24.572;-5.304;28.4275;16.476;8.86;20.906;4.479;Fine;11;28;19.5;0.67051929
13/08/2015;8;2015;32.283;7.711;31.5715;25.336;-1.722;24.475;4.57;Fine;12;22;17;0.784809342
14/08/2015;8;2015;30.86;-1.423;28.713;23.614;-1.051;23.0885;4.373;Fine;8;23;15.5;0.765197667
15/08/2015;8;2015;26.566;-4.294;21.3045;22.563;-16.312;14.407;4.881;Fine;8;22;15;0.849318678
16/08/2015;8;2015;16.043;-10.523;21.81;6.251;12.912;12.707;5.057;Cloudy;10;21;15.5;0.389640342
17/08/2015;8;2015;27.577;11.534;24.3135;19.163;-3.715;17.3055;5.045;Fine;11;23;17;0.69489067
19/08/2015;8;2015;21.05;-6.527;19.572;15.448;-3.546;13.675;5.063;Cloudy;10;22;16;0.733871734
20/08/2015;8;2015;18.094;-2.956;15.6705;11.902;-4.699;9.5525;4.514;Cloudy;11;22;16.5;0.657787112
21/08/2015;8;2015;13.247;-4.847;18.0335;7.203;6.915;10.6605;4.928;Cloudy;15;22;18.5;0.543745754
22/08/2015;8;2015;22.82;9.573;18.5625;14.118;-9.279;9.4785;5.068;Fine;16;24;20;0.618667835
23/08/2015;8;2015;14.305;-8.515;16.8785;4.839;7.128;8.403;5.049;Cloudy;16;24;20;0.338273331
24/08/2015;8;2015;19.452;5.147;22.355;11.967;6.782;15.358;5.042;Cloudy;17;25;21;0.615206663
25/08/2015;8;2015;25.258;5.806;26.078;18.749;0.439;18.9685;5.053;Fine;16;29;22.5;0.742299469
26/08/2015;8;2015;26.898;1.64;18.4795;19.188;-14.958;11.709;4.815;Fine;15;28;21.5;0.713361588
27/08/2015;8;2015;10.061;-16.837;15.8385;4.23;10.439;9.4495;4.873;Cloudy;16;23;19.5;0.420435344
28/08/2015;8;2015;21.616;11.555;19.9295;14.669;-4.125;12.6065;4.863;Fine;14;24;19;0.678617691
29/08/2015;8;2015;18.243;-3.373;25.1935;10.544;12.369;16.7285;5.024;Cloudy;11;22;16.5;0.577975114
30/08/2015;8;2015;32.144;13.901;32.2645;22.913;1.674;23.75;4.596;Fine;14;23;18.5;0.712823544
31/08/2015;8;2015;32.385;0.241;33.1315;24.587;2.096;25.635;5.035;Fine;11;23;17;0.759209511
01/09/2015;9;2015;33.878;1.493;31.0835;26.683;-6.321;23.5225;4.67;Fine;9;25;17;0.787620285
02/09/2015;9;2015;28.289;-5.589;26.7095;20.362;-4.551;18.0865;5.053;Fine;7;25;16;0.719785075
03/09/2015;9;2015;25.13;-3.159;29.064;15.811;10.859;21.2405;5.046;Fine;16;25;20.5;0.629168325
04/09/2015;9;2015;32.998;7.868;29.3055;26.67;-11.513;20.9135;4.53;Fine;12;24;18;0.808230802
05/09/2015;9;2015;25.613;-7.385;22.5865;15.157;-2.769;13.7725;5.07;Fine;12;23;17.5;0.591769804
06/09/2015;9;2015;19.56;-6.053;21.966;12.388;4.329;14.5525;5.051;Cloudy;13;24;18.5;0.633333333
07/09/2015;9;2015;24.372;4.812;25.9305;16.717;4.128;18.781;5.045;Fine;13;25;19;0.685910061
08/09/2015;9;2015;27.489;3.117;30.796;20.845;5.93;23.81;5.048;Fine;14;28;21;0.758303321
09/09/2015;9;2015;34.103;6.614;31.5155;26.775;-4.681;24.4345;4.672;Fine;10;25;17.5;0.785121544
10/09/2015;9;2015;28.928;-5.175;21.679;22.094;-14.532;14.828;5.03;Fine;11;25;18;0.763758296
11/09/2015;9;2015;14.43;-14.498;19.6135;7.562;6.971;11.0475;3.889;Cloudy;13;21;17;0.524047124
12/09/2015;9;2015;24.797;10.367;23.9165;14.533;0.384;14.725;5.056;Fine;15;24;19.5;0.586078961
13/09/2015;9;2015;23.036;-1.761;25.5755;14.917;5.244;17.539;5.032;Cloudy;13;25;19;0.647551658
14/09/2015;9;2015;28.115;5.079;27.7155;20.161;-0.636;19.843;5.083;Fine;12;25;18.5;0.717090521
15/09/2015;9;2015;27.316;-0.799;30.0355;19.525;4.074;21.562;5.058;Fine;13;25;19;0.714782545
16/09/2015;9;2015;32.755;5.439;19.697;23.599;-22.457;12.3705;4.503;Fine;13;27;20;0.720470157
17/09/2015;9;2015;6.639;-26.116;16.3015;1.142;15.931;9.1075;5.033;Cloudy;16;19;17.5;0.172013858
18/09/2015;9;2015;25.964;19.325;27.4445;17.073;0.913;17.5295;5.076;Fine;12;22;17;0.65756432
19/09/2015;9;2015;28.925;2.961;27.172;17.986;-1.953;17.0095;5.065;Fine;13;24;18.5;0.621815039
20/09/2015;9;2015;25.419;-3.506;27.1425;16.033;4.445;18.2555;5.065;Fine;13;23;18;0.630748653
21/09/2015;9;2015;28.866;3.447;31.2485;20.478;6.113;23.5345;5.05;Fine;14;24;19;0.709415922
22/09/2015;9;2015;33.631;4.765;28.586;26.591;-10.459;21.3615;4.904;Fine;13;29;21;0.790669323
23/09/2015;9;2015;23.541;-10.09;29.265;16.132;11.881;22.0725;5.054;Cloudy;14;23;18.5;0.685272503
24/09/2015;9;2015;34.989;11.448;29.3345;28.013;-12.655;21.6855;4.802;Fine;11;23;17;0.800623053
25/09/2015;9;2015;23.68;-11.309;22.1925;15.358;-3.887;13.4145;5.051;Cloudy;9;23;16;0.648564189
26/09/2015;9;2015;20.705;-2.975;24.0835;11.471;8.204;15.573;5.049;Cloudy;13;23;18;0.554020768
27/09/2015;9;2015;27.462;6.757;29.884;19.675;5.749;22.5495;5.065;Fine;12;24;18;0.716444542
28/09/2015;9;2015;32.306;4.844;30.501;25.424;-2.625;24.1115;5.062;Fine;11;24;17.5;0.786974556
29/09/2015;9;2015;28.696;-3.61;31.5475;22.799;4.452;25.025;5.051;Fine;13;25;19;0.794500976
30/09/2015;9;2015;34.399;5.703;34.5855;27.251;0.89;27.696;4.618;Fine;12;26;19;0.792203262
01/10/2015;10;2015;34.772;0.373;34.9705;28.141;-0.416;27.933;4.643;Fine;14;27;20.5;0.809300587
02/10/2015;10;2015;35.169;0.397;35.6035;27.725;-0.414;27.518;4.647;Fine;14;29;21.5;0.788336319
03/10/2015;10;2015;36.038;0.869;35.495;27.311;-1.378;26.622;4.771;Fine;15;27;21;0.757838948
04/10/2015;10;2015;34.952;-1.086;34.8325;25.933;-0.53;25.668;4.59;Fine;14;29;21.5;0.741960403
05/10/2015;10;2015;34.713;-0.239;34.7265;25.403;1.404;26.105;4.501;Fine;13;33;23;0.731800766
06/10/2015;10;2015;34.74;0.027;35.0745;26.807;1.235;27.4245;4.654;Fine;12;30;21;0.771646517
07/10/2015;10;2015;35.409;0.669;25.6855;28.042;-18.773;18.6555;4.696;Fine;14;28;21;0.791945551
08/10/2015;10;2015;15.962;-19.447;16.9875;9.269;1.46;9.999;5.088;Cloudy;17;25;21;0.580691643
09/10/2015;10;2015;18.013;2.051;22.299;10.729;5.313;13.3855;5.048;Cloudy;18;25;21.5;0.595625382
10/10/2015;10;2015;26.585;8.572;31.108;16.042;11.498;21.791;5.057;Fine;17;25;21;0.603422983
11/10/2015;10;2015;35.631;9.046;35.668;27.54;0.078;27.579;5.037;Fine;14;25;19.5;0.772922455
12/10/2015;10;2015;35.705;0.074;34.012;27.618;-2.983;26.1265;4.733;Fine;15;27;21;0.773505111
13/10/2015;10;2015;32.319;-3.386;31.376;24.635;-1.942;23.664;4.7;Fine;16;28;22;0.762245119
14/10/2015;10;2015;30.433;-1.886;30.3965;22.693;0.172;22.779;5.058;Fine;18;27;22.5;0.745670818
15/10/2015;10;2015;30.36;-0.073;32.627;22.865;3.794;24.762;5.063;Fine;17;26;21.5;0.753129117
16/10/2015;10;2015;34.894;4.534;35.456;26.659;-0.542;26.388;5.051;Fine;16;26;21;0.763999541
17/10/2015;10;2015;36.018;1.124;31.9375;26.117;-5.794;23.22;5.037;Fine;16;27;21.5;0.725109667
18/10/2015;10;2015;27.857;-8.161;28.1115;20.323;0.138;20.392;5.082;Fine;17;27;22;0.729547331
19/10/2015;10;2015;28.366;0.509;31.066;20.461;5.636;23.279;5.073;Fine;15;26;20.5;0.7213213
20/10/2015;10;2015;33.766;5.4;34.307;26.097;0.393;26.2935;5.065;Fine;14;26;20;0.772878043
21/10/2015;10;2015;34.848;1.082;31.7095;26.49;-10.429;21.2755;5.061;Fine;15;27;21;0.760158402
22/10/2015;10;2015;28.571;-6.277;29.737;16.061;7.057;19.5895;5.055;Fine;20;29;24.5;0.562143432
23/10/2015;10;2015;30.903;2.332;23.388;23.118;-15.843;15.1965;5.052;Fine;18;27;22.5;0.74808271
24/10/2015;10;2015;15.873;-15.03;18.505;7.275;5.477;10.0135;4.782;Cloudy;17;24;20.5;0.458325458
25/10/2015;10;2015;21.137;5.264;27.7895;12.752;15.198;20.351;5.065;Cloudy;18;25;21.5;0.603302266
27/10/2015;10;2015;34.442;13.305;22.1955;27.95;-24.315;15.7925;5.039;Fine;17;30;23.5;0.811509204
28/10/2015;10;2015;9.949;-24.493;10.6415;3.635;1.716;4.493;2.768;Cloudy;17;22;19.5;0.365363353
29/10/2015;10;2015;11.334;1.385;14.735;5.351;5.08;7.891;4.009;Cloudy;17;21;19;0.472119287
30/10/2015;10;2015;18.136;6.802;25.386;10.431;12.581;16.7215;5.056;Cloudy;18;24;21;0.575154389
31/10/2015;10;2015;32.636;14.5;31.4245;23.012;-1.814;22.105;5.043;Fine;16;25;20.5;0.70511092
01/11/2015;11;2015;30.213;-2.423;32.1835;21.198;5.264;23.83;5.015;Fine;16;27;21.5;0.701618509
02/11/2015;11;2015;34.154;3.941;34.577;26.462;0.058;26.491;5.051;Fine;18;29;23.5;0.774784798
03/11/2015;11;2015;35;0.846;33.1985;26.52;-3.565;24.7375;4.586;Fine;18;30;24;0.757714286
04/11/2015;11;2015;31.397;-3.603;27.2635;22.955;-7.794;19.058;5.037;Fine;20;29;24.5;0.731120808
05/11/2015;11;2015;23.13;-8.267;24.489;15.161;3.562;16.942;5.045;Cloudy;22;29;25.5;0.655469088
06/11/2015;11;2015;25.848;2.718;29.3;18.723;3.301;20.3735;4.687;Fine;19;29;24;0.724350046
07/11/2015;11;2015;32.752;6.904;23.1445;22.024;-16.675;13.6865;4.631;Fine;0;63;31.5;0.672447484
08/11/2015;11;2015;13.537;-19.215;16.7035;5.349;6.229;8.4635;3.338;Cloudy;22;25;23.5;0.395139248
09/11/2015;11;2015;19.87;6.333;26.1895;11.578;13.779;18.4675;5.05;Cloudy;18;25;21.5;0.582687469
10/11/2015;11;2015;32.509;12.639;26.303;25.357;-13.943;18.3855;5.052;Fine;17;26;21.5;0.779999385
11/11/2015;11;2015;20.097;-12.412;24.296;11.414;8.976;15.902;5.042;Cloudy;17;26;21.5;0.567945464
12/11/2015;11;2015;28.495;8.398;29.0765;20.39;2.002;21.391;5.047;Fine;17;26;21.5;0.715564134
13/11/2015;11;2015;29.658;1.163;20.898;22.392;-16.662;14.061;5.063;Fine;19;28;23.5;0.755007081
14/11/2015;11;2015;12.138;-17.52;18.1195;5.73;5.863;8.6615;5.061;Cloudy;19;26;22.5;0.472071181
15/11/2015;11;2015;24.101;11.963;26.791;11.593;10.431;16.8085;5.072;Cloudy;19;27;23;0.481017385
16/11/2015;11;2015;29.481;5.38;29.5175;22.024;5.263;24.6555;5.049;Fine;17;27;22;0.747057427
17/11/2015;11;2015;29.554;0.073;32.8695;27.287;2.777;28.6755;5.048;Fine;16;26;21;0.923292955
18/11/2015;11;2015;36.185;6.631;35.7625;30.064;-2.288;28.92;4.904;Fine;16;28;22;0.830841509
19/11/2015;11;2015;35.34;-0.845;35.775;27.776;-0.415;27.5685;4.466;Fine;17;33;25;0.785964912
20/11/2015;11;2015;36.21;0.87;35.8635;27.361;-3.649;25.5365;4.693;Fine;18;30;24;0.755619994
21/11/2015;11;2015;35.517;-0.693;22.8555;23.712;-21.315;13.0545;4.51;Fine;19;33;26;0.667623955
22/11/2015;11;2015;10.194;-25.323;22.1525;2.397;23.627;14.2105;2.851;Cloudy;22;26;24;0.235138317
23/11/2015;11;2015;34.111;23.917;31.8105;26.024;-4.346;23.851;4.788;Fine;22;29;25.5;0.762921052
24/11/2015;11;2015;29.51;-4.601;28.909;21.678;-2.635;20.3605;5.05;Fine;20;30;25;0.734598441
25/11/2015;11;2015;28.308;-1.202;31.6115;19.043;12.936;25.511;5.057;Fine;23;31;27;0.672707362
26/11/2015;11;2015;34.915;6.607;31.257;31.979;-12.888;25.535;3.229;Fine;21;31;26;0.915910067
27/11/2015;11;2015;27.599;-7.316;25.203;19.091;-6.306;15.938;5.057;Fine;23;31;27;0.691727961
28/11/2015;11;2015;22.807;-4.792;25.51;12.785;6.832;16.201;5.052;Cloudy;23;30;26.5;0.560573508
29/11/2015;11;2015;28.213;5.406;28.22;19.617;2.599;20.9165;5.046;Fine;24;31;27.5;0.695317761
30/11/2015;11;2015;28.227;0.014;29.195;22.216;1.233;22.8325;5.051;Fine;20;31;25.5;0.787047862
01/12/2015;12;2015;30.163;1.936;20.286;23.449;-18.846;14.026;4.909;Fine;22;31;26.5;0.777409409
02/12/2015;12;2015;10.409;-19.754;15.5995;4.603;8.969;9.0875;2.256;Cloudy;23;27;25;0.442213469
03/12/2015;12;2015;20.79;10.381;20.0335;13.572;0.56;13.852;4.54;Cloudy;21;27;24;0.652813853
04/12/2015;12;2015;19.277;-1.513;22.9615;14.132;3.867;16.0655;4.879;Cloudy;17;25;21;0.733101624
05/12/2015;12;2015;26.646;7.369;30.6545;17.999;9.732;22.865;5.086;Fine;16;28;22;0.675486002
06/12/2015;12;2015;34.663;8.017;34.3895;27.731;-1.101;27.1805;5.064;Fine;17;29;23;0.80001731
07/12/2015;12;2015;34.116;-0.547;34.715;26.63;1.363;27.3115;5.052;Fine;18;29;23.5;0.780572166
08/12/2015;12;2015;35.314;1.198;31.682;27.993;-8.515;23.7355;4.95;Fine;18;30;24;0.792688452
09/12/2015;12;2015;28.05;-7.264;28.3465;19.478;1.344;20.15;5.073;Fine;20;30;25;0.694402852
10/12/2015;12;2015;28.643;0.593;30.7025;20.822;2.538;22.091;4.947;Fine;23;32;27.5;0.726948993
11/12/2015;12;2015;32.762;4.119;18.8605;23.36;-23.345;11.6875;4.61;Fine;20;32;26;0.713021183
12/12/2015;12;2015;4.959;-27.803;11.572;0.015;8.283;4.1565;0.929;Showers;22;22;22;0.003024803
13/12/2015;12;2015;18.185;13.226;27.146;8.298;19.995;18.2955;5.05;Cloudy;19;27;23;0.456310146
14/12/2015;12;2015;36.107;17.922;32.7635;28.293;-7.246;24.67;4.932;Fine;17;29;23;0.78358767
15/12/2015;12;2015;29.42;-6.687;21.564;21.047;-15.181;13.4565;5.082;Fine;19;29;24;0.715397689
16/12/2015;12;2015;13.708;-15.712;21.853;5.866;15.512;13.622;2.632;Cloudy;21;27;24;0.427925299
17/12/2015;12;2015;29.998;16.29;26.7345;21.378;-7.167;17.7945;5.056;Fine;19;29;24;0.71264751
18/12/2015;12;2015;23.471;-6.527;26.6815;14.211;4.325;16.3735;5.057;Cloudy;18;28;23;0.605470581
19/12/2015;12;2015;29.892;6.421;32.3995;18.536;5.889;21.4805;5.054;Fine;18;28;23;0.620099023
20/12/2015;12;2015;34.907;5.015;35.8935;24.425;3.895;26.3725;5.043;Fine;18;30;24;0.699716389
21/12/2015;12;2015;36.88;1.973;34.178;28.32;-5.753;25.4435;4.751;Fine;21;31;26;0.767895879
22/12/2015;12;2015;31.476;-5.404;32.817;22.567;1.447;23.2905;5.047;Fine;21;30;25.5;0.716958953
23/12/2015;12;2015;34.158;2.682;23.3755;24.014;-18.887;14.5705;5.03;Fine;20;30;25;0.703027109
24/12/2015;12;2015;12.593;-21.565;19.2935;5.127;11.784;11.019;3.346;Cloudy;20;28;24;0.407130946
25/12/2015;12;2015;25.994;13.401;30.1;16.911;6.502;20.162;5.051;Fine;19;28;23.5;0.650573209
26/12/2015;12;2015;34.206;8.212;25.401;23.413;-17.129;14.8485;5.04;Fine;19;32;25.5;0.684470561
27/12/2015;12;2015;16.596;-17.61;18.776;6.284;6.508;9.538;4.665;Cloudy;23;31;27;0.378645457
28/12/2015;12;2015;20.956;4.36;21.129;12.792;-0.348;12.618;5.058;Cloudy;20;29;24.5;0.610421836
29/12/2015;12;2015;21.302;0.346;25.4875;12.444;7.729;16.3085;5.045;Cloudy;18;26;22;0.5841705
30/12/2015;12;2015;29.673;8.371;28.962;20.173;-1.252;19.547;5.058;Fine;19;29;24;0.679843629
31/12/2015;12;2015;28.251;-1.422;29.1875;18.921;0.406;19.124;5.05;Fine;19;29;24;0.669746204
01/01/2016;1;2016;30.124;1.873;32.9585;19.327;6.735;22.6945;5.078;Fine;19;30;24.5;0.641581463
02/01/2016;1;2016;35.793;5.669;27.1855;26.062;-16.092;18.016;4.973;Fine;18;30;24;0.728131199
03/01/2016;1;2016;18.578;-17.215;17.9445;9.97;-0.084;9.928;3.501;Cloudy;21;28;24.5;0.53665626
04/01/2016;1;2016;17.311;-1.267;12.0045;9.886;-9.024;5.374;5.028;Cloudy;18;26;22;0.571081971
05/01/2016;1;2016;6.698;-10.613;21.625;0.862;27.928;14.826;1.369;Cloudy;20;22;21;0.128695133
06/01/2016;1;2016;36.552;29.854;35.4745;28.79;-3.938;26.821;4.65;Fine;21;31;26;0.787644999
07/01/2016;1;2016;34.397;-2.155;31.104;24.852;-6.557;21.5735;5.024;Fine;21;30;25.5;0.72250487
08/01/2016;1;2016;27.811;-6.586;29.9755;18.295;3.972;20.281;5.053;Fine;20;29;24.5;0.657833231
09/01/2016;1;2016;32.14;4.329;30.3505;22.267;-1.471;21.5315;5.055;Fine;19;30;24.5;0.692812694
10/01/2016;1;2016;28.561;-3.579;31.7405;20.796;6.016;23.804;5.058;Fine;20;30;25;0.728125766
11/01/2016;1;2016;34.92;6.359;35.598;26.812;0.324;26.974;4.796;Fine;19;30;24.5;0.767812142
12/01/2016;1;2016;36.276;1.356;36.0225;27.136;-1.23;26.521;4.664;Fine;22;31;26.5;0.748042783
13/01/2016;1;2016;35.769;-0.507;35.751;25.906;1.315;26.5635;4.61;Fine;21;30;25.5;0.724258436
14/01/2016;1;2016;35.733;-0.036;33.4005;27.221;-9.502;22.47;5.055;Fine;20;31;25.5;0.761788823
15/01/2016;1;2016;31.068;-4.665;22.4025;17.719;-12.039;11.6995;5.045;Fine;21;31;26;0.5703296
16/01/2016;1;2016;13.737;-17.331;21.819;5.68;13.005;12.1825;3.311;Cloudy;18;25;21.5;0.413481837
17/01/2016;1;2016;29.901;16.164;29.0745;18.685;1.556;19.463;5.061;Fine;18;28;23;0.624895488
18/01/2016;1;2016;28.248;-1.653;30.9295;20.241;5.827;23.1545;5.066;Fine;19;28;23.5;0.716546304
19/01/2016;1;2016;33.611;5.363;35.08;26.068;1.798;26.967;5.045;Fine;18;29;23.5;0.775579423
20/01/2016;1;2016;36.549;2.938;36.4385;27.866;-0.139;27.7965;4.775;Fine;19;30;24.5;0.762428521
21/01/2016;1;2016;36.328;-0.221;34.6875;27.727;-6.187;24.6335;4.722;Fine;21;30;25.5;0.763240476
22/01/2016;1;2016;33.047;-3.281;24.1495;21.54;-15.108;13.986;5.036;Fine;21;32;26.5;0.651798953
23/01/2016;1;2016;15.252;-17.795;21.2475;6.432;11.231;12.0475;5.032;Cloudy;23;30;26.5;0.421715185
24/01/2016;1;2016;27.243;11.991;26.0095;17.663;-1.456;16.935;5.03;Fine;21;31;26;0.648350035
25/01/2016;1;2016;24.776;-2.467;17.9915;16.207;-13.846;9.284;5.061;Fine;21;30;25.5;0.654141104
26/01/2016;1;2016;11.207;-13.569;16.1875;2.361;10.591;7.6565;4.415;Cloudy;23;28;25.5;0.210671901
27/01/2016;1;2016;21.168;9.961;16.065;12.952;-9.193;8.3555;5.049;Cloudy;20;29;24.5;0.611866969
28/01/2016;1;2016;10.962;-10.206;17.582;3.759;12.817;10.1675;4.345;Cloudy;23;27;25;0.342911877
29/01/2016;1;2016;24.202;13.24;18.8815;16.576;-12.827;10.1625;5.081;Cloudy;23;35;29;0.684902074
30/01/2016;1;2016;13.561;-10.641;20.1065;3.749;6.957;7.2275;3.21;Cloudy;23;30;26.5;0.276454539
31/01/2016;1;2016;26.652;13.091;27.081;10.706;8.634;15.023;5.065;Fine;23;34;28.5;0.401695933
01/02/2016;2;2016;27.51;0.858;23.262;19.34;-9.088;14.796;5.042;Fine;24;35;29.5;0.703017085
02/02/2016;2;2016;19.014;-8.496;20.493;10.252;3.251;11.8775;3.645;Cloudy;23;36;29.5;0.539181656
03/02/2016;2;2016;21.972;2.958;14.1045;13.503;-12.157;7.4245;5.043;Fine;24;34;29;0.614554888
04/02/2016;2;2016;6.237;-15.735;10.24;1.346;5.102;3.897;1.494;Cloudy;24;27;25.5;0.215808882
05/02/2016;2;2016;14.243;8.006;18.831;6.448;7.631;10.2635;2.469;Cloudy;21;27;24;0.452713614
06/02/2016;2;2016;23.419;9.176;20.638;14.079;-4.893;11.6325;5.171;Fine;22;29;25.5;0.60117853
07/02/2016;2;2016;17.857;-5.562;23.1565;9.186;11.779;15.0755;5.046;Cloudy;25;51;38;0.514420115
08/02/2016;2;2016;28.456;10.599;30.613;20.965;3.064;22.497;5.048;Fine;19;30;24.5;0.736751476
09/02/2016;2;2016;32.77;4.314;29.2735;24.029;-6.894;20.582;5.056;Fine;20;30;25;0.73326213
10/02/2016;2;2016;25.777;-6.993;28.2575;17.135;4.994;19.632;5.048;Fine;21;30;25.5;0.664739884
11/02/2016;2;2016;30.738;4.961;29.688;22.129;-3.077;20.5905;5.045;Fine;20;31;25.5;0.719923222
12/02/2016;2;2016;28.638;-2.1;21.445;19.052;-13.626;12.239;5.068;Fine;20;30;25;0.665269921
13/02/2016;2;2016;14.252;-14.386;24.6815;5.426;20.896;15.874;3.591;Cloudy;20;28;24;0.380718496
14/02/2016;2;2016;35.111;20.859;35.222;26.322;1.304;26.974;5.051;Fine;20;32;26;0.749679588
15/02/2016;2;2016;35.333;0.222;34.8925;27.626;-0.829;27.2115;5.029;Fine;20;34;27;0.781875301
16/02/2016;2;2016;34.452;-0.881;32.369;26.797;-6.792;23.401;4.495;Fine;21;36;28.5;0.777806804
17/02/2016;2;2016;30.286;-4.166;31.627;20.005;5.26;22.635;5.044;Fine;24;33;28.5;0.660536221
18/02/2016;2;2016;32.968;2.682;28.91;25.265;-7.505;21.5125;5.042;Fine;24;32;28;0.766349187
19/02/2016;2;2016;24.852;-8.116;28.178;17.76;4.885;20.2025;5.059;Fine;26;32;29;0.714630613
20/02/2016;2;2016;31.504;6.652;30.983;22.645;-1.248;22.021;5.032;Fine;22;32;27;0.718797613
21/02/2016;2;2016;30.462;-1.042;30.216;21.397;1.003;21.8985;5.058;Fine;22;31;26.5;0.702416125
